,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0332670235207176,0,0,0,0,0,0,0,0,0,0,0,0,0.510072468609375,0.763772070305355,0.0107372620635868,0,0,0,-0.110899455351175,0.217206949231478,-0.228270076764469,0,0,0,0,-0.322246763942136,0,0,0,-0.0454920206551386,0,-0.0608886252386732,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.209996691455993,0,0,0,-0.00915184718085611,0,0,0,0,0,0,0,0,0,0.0427388422048488,0,0,0,0,0,0,0,0.0578688773115507,0,0,0,0.0400852990225555,0,0,0,0,0.234599436259438,0,0,0,0,0,0,0,0,0,0.0927487486746389,0,0,0.342060149157745,0,0
X601939.CH.EQUITY,0,0,0,0.825116479546481,0,0,0,0,0,0.0217402365697558,0,-0.0458020516985903,0,0,0,0,0.0737581025828605,0,0,0.0611291903147946,0,0.00894635457003922,0,0,0,0,0.0625624583092782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501447415192723,0.0301228966228503,0,0
X601288.CH.EQUITY,0.0451333217884617,0,0.904865819035011,0,-0.0483633030332701,0,0,0,0,0,0,0,0,0,0.0281255625133079,0,0,0,0,0.082010513517699,0,0,0,0,0,0,0.0399827492609806,0,0,0,0,0,0.0208198614994619,0,0,0,0,0,-2.16840434497101e-19,-0.0915387246551584,0,0,0,0,0,0,-0.035519709468927,0,0,0,-0.081392698521391,-0.0201732824786834
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0273949191526031,0,0.108684584978634,0.273526682130147,0,0,0,0,0,0,0,0,0.0295437348487489,-0.00177171562717884,0,0,0,0,0,0,0,0,0,0,0,0.497332774911372,0,0.0179729769195558,0,0,0,0,0,0,0,0.0658619407440201,0.0199224993547014,0,0,0,0,0.187292646333022,0.2451381604864
X600036.CH.EQUITY,0,0,0.408401353407487,0,0,0,0,0,0.0248237334938604,-0.00642764897880453,0,0,0,0,0,0,0.106566054244801,0,0.00488327421990674,0,0.0126828557303321,0,0,0,0,0,0.192378334468958,0,0,0.123021543815319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.145297232738005,0.0820684073601388,0,0.0280476926027735,0,0,0,0,-0.000840999711488457,0.0384154622739634,0,0,0,0,0,0,-0.0746380117462482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107148223443789,0,0,0.0110062130446623,0,0,0,0,0,0,1.01552323795937,0,0.0368337905336726
X1299.HK.EQUITY,0,0,0,0,0.201937249761955,0,0,0,0,0.176911761464815,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195845644872049,0.0262920706366758,0,0.391214699434133,0.317988918701797,0,0,0.148900612478904,0.104621428911644,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0343599866774247,0,0,-0.137650343923148,0,0,0,0,0,0,0.0950716250084013,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275353447861924,0,0,-0.238363802090592,0,0,0,0,0.139839609951631,0,0.0995431125903544,0.39646464046978,0.17763271419345,0,0,0,0,0,0,0,-0.192349159849393,0,0,0,0,0,0,0,0.0947462632039462,0,0,-0.0899204134738469,0,0,0,0,0.16680126667432,0
X388.HK.EQUITY,0,0,0,0,0.289617901411947,0,0,0,0,0,0,0,0,0,0,0,0,-0.225287378791013,0,0,0,0,0,0,0.469988290214102,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0481131944622175,0,0,0,0,0,-0.0592401414374714,-0.113523570700299,0,0.027896754702114,0.250285524121593,0,0,0,0,-0.122908354409791,0.0145499654524734
