,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.187409707363419,0,0,0,0,0,0,0.16522140074633,0.128959316942741,0,0,0,-0.210623540898538,0,0,0,0,0,0.315324768602038,0,0,0,0,0,0.251221526935911,0,0.0525981783634411,0,0.122714258428898,0,0,0,0,0,0,0,0,0,0,0.096916257883983,0,0,-0.0393744620105861,0,-0.0911171787244904,0,-0.0106330127166774,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.175204691890024,0,0,0.148276190550334,-0.114920743020761,0,0,0.0909216578971065,0,0,0,0,0,0.00530934684504716,0,0,0,0,0,0,0,0,0,0.168220439361558,0,0,0,0,0,0,-0.229153031422297,0.327741804164483,0,0.125368784255299,0,0,0,0,0,0.131953527002961,0,0,0
X601939.CH.EQUITY,0.473536732767464,0,0,0,0,0.183909092744442,0,0,0,0,0,0,0,0.0324224269892637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365918410584693,0,-0.157250602334837,0.0868773390207019,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.498533367369613,0.0303745252473952,0.154418441327537,0,0.171668441587995,0.0745004917823101,0,0,0.0127492899888899,0,0,0,0.0295716627314601,-0.0459888606236288,0,-0.0420187125817683,0,0,0,0,0,-0.0554463268611024,0,0,0,0,0.0515904562474439,0,0,0,0,0,0,0.0291928408064047,0,0,0,0.158836889747351,0.163261135692307,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0862580844080907,0,0,0,0,0,-0.335074959451713,0,0,0.167359759946207,0,0.0274977897669239,0,0,0,0,0.530870411315206,-0.131132700477798,0.0476430462068459,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0649217326857676,-0.089049314912362,0,0,0,0.0980967764465945,0,0.142467467270758,0,0,0.216650343932811,-0.0441895614938179,0,0,0,0,0.139507142716714,-0.24735821417421
X601988.CH.EQUITY,0.102922493207378,0,0.127936149450022,0.165490507610737,0,0,0,-0.01929534712614,0.15875803068477,0.0895599663860041,0.221467274149363,0,-0.357319637353308,0,0,0,0,0,0,0,0,0,0.123863051378486,0,0,0,0.0894138673660924,0,0,0,0,0,0,0,0.0296571253683207,0,0,0,0,0,0,0,0,0,0.0496281804328283,0,0,0,0,0.013882078272111,0
X600036.CH.EQUITY,0,0.377671963772031,0,0,0,0,0,0.0336991276987986,-0.0112713659238782,0,0,0,0,0.288252235455389,0,3.46944695195361e-18,0.0201819678057925,0,0,0,0,0,0,0.176949532602619,0,0,0,0,0,0,0,0.0930827317188558,0,-0.0400548263580319,0.000541621263224844,0,0,0,0,0,0.16740006638086,0,0,0,0,0,0.0164489977782773,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0427797810305046,0,0,0.0562993678601529,0,0,0,-0.0197909264402454,0,0,0.193141649626081,0.252925615784197,0,0,0,0.160252736515918,0,0,0,0,0.166969223934388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168225720123596,0,0
X601628.CH.EQUITY,0.205701363917419,0.328923770497006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231955673770541,0,0,0,0,0,0,0,0,0.0200879862986301,0,0,0,0,0,0,0.0111978553232281,0,0,0,0,0,0,0,0,0,0,0,0.193471079897558,0,-0.157844035218189,0.0331472159150012,0.206280474178309,0
X601166.CH.EQUITY,0.131429016662061,0,0,0,0,0.0499475734298925,0.500937244485267,0,0,0,0,0,0,0.0645153770404017,0,0.267764589749883,0,0,0,0,0,0,0,0,0,0,0,0.0575302410633924,0,0,0,0,0,0.0894360824026478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
