,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00615572392677942,0,0,0,0,0,0,0,0,0.254597823338699,0,0,0,0,0.353457456395868,0,0,0,0,0,0,0,0,0,0,0,0.125462677083758,0,-0.240377357756073,0.499018109629012,0,0,0,0,0,0,0,0,-0.0256869104015744,0.112944383741388,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0219343663091964,0,0.171753468431318,0,0,0,0,0,0,0,0.0312584790998883,0,0.0695775308877363,0,0.0521739640992627,0,0,0,0,0.144564192337823,0,0.0612534604227967,0,0,0,0,0,0,0,0.207520427980809,0,0,0,0.147719949777408,0.0764494874417553,0,0,0,0.112082024133191,-0.0469693128730554,0,0,0,0,0
X601939.CH.EQUITY,0.206476001031308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519190792960896,0,0,-0.00978973556483947,-0.147733168158101,0,0,0,0,0,0,0,0,0,0,0,-0.0631693572204407,0,0.503716682864324,0,0,0.161455771932897,0,0,0,0,0,0.0116742984515227,1.38777878078145e-17
X601288.CH.EQUITY,0,0,0,0,-0.243658479937431,0,-0.238309521210119,0,0,0,0.817753340391108,0,0,0,0.0470789973972703,1.38777878078145e-17,0,0,0,-0.148648090407549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101190599889333,0,0,0.103400927280767,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135543147698578,0.403617041124404,0,0,0,4.33680868994202e-19,0,0,0,0.182249004487325,0,0,0,0,0,0,0,0.0608150698298347,0,0,1.73472347597681e-18,0.0351138418086658,-0.133453739198523,0,0,0,0,0,0,0,0,0,0.0692539349095097,0,0.15851513308505,0,0,0,0,0,-0.171518834066132,0,0,0.118244845665503,0,0
X601988.CH.EQUITY,0,0,0,0,0.273240772988203,0,0.0429770107985911,0,0.0430523504828882,0,0.109117028381185,0,0,0,0.130677416066768,0,0,0.096803263112182,0,-0.0307346044464368,0,0,0,0,0.0495619192903951,0,0,0,0,0,-0.270041012532,0,0.107223508555017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880644736061108,0
X1299.HK.EQUITY,0,0,0,0,0.284781110711817,0,0,0,0,0,0,0,0,0,0,0,0,0.129040062459206,0,0,0.0602004977659475,0,0,0,0,0.0682777535211133,0,0.120638472335562,0,0.0945973805941218,0,0,0,0,0,0,0,0.311340526113685,0,0,0,0,0,-0.202473042213153,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.266598025173054,0,0,0,0,-0.00681468237524328,0,0,0.395462272814257,0,0,0,0,0,0.0701883741675696,0,0,0,0.295319049883078,0,0,0,0,0,0,0,0,0.154491044539825,0,0,0,0,-0.124290700917946,0,0,-0.181984249130212,-0.0577054854678178,0,-0.0441187758774523,0,0,0,0.21835281475899,0,-0.0281554731499139,0,0,0,0,0
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.755855811877625,0,0,0,0,0,0,0,0,0,0,0,0.147910800649717,0,0,0,0,0,0,0.0386991218060142,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.00949337454802065,0,0,0.0207261729009754,0,0.00343201432645183,0,-0.204209837823053,0,0,0,0.0517782441251703,0
