,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.197554586976337,0,0.0211351904981155,0,0,0,0,0,0,0.344050095852802,0.166341660684198,0,0,0,-0.129251921434212,0,0,0,0,0,0,0,0,0,0,0,0.00940553368921941,0.0274605376923052,0,0,0,0.221506219445446,0,0,0,0,0,0.0466166373641118,0,0,0.0834417443939805,0,0,0,0.0237933047498204,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0929878048352413,0,0,0.271267782779253,0,0,0.321186259974579,0,0,0,0.106174689547831,0,0,-0.0326887930229078,0,-0.0631071679961763,0,0.0482388512273397,0,0,0,0,0,0,0,0,0,0,0.110173185191321,0,0,0,0,-0.276574730727242,0,0.138213812297011,0.00940577490848778,0.127032493972942,0,0,0,0,0.0328523980084982,0,0,0
X601939.CH.EQUITY,0.485915067256332,0,0,0,0,0.180750898483541,0,0,0,0,0,0,0,0.0693193733312519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368029812028571,-0.110983954903025,0,0,0.0439836350223911,0,0,-0.0473914836186145,0,0,0,0,0
X601288.CH.EQUITY,0.560144368962306,0.09013587513841,0.219561142224231,0,0.135028085837157,0.0280015572306724,0,0,0,0,0,0,0,-0.06082332698897,0,-0.0390777195628552,0,0,0,0,0,0,-0.108074569647558,0,0,0,0.0455391597827936,0,0,0,0,0.0845528267847351,0,0,0,0.0512974007716686,0,0.0374386643916637,0.152865209660738,0,0,0,0,0,0,0,0,0,0,-0.0341071079187538,0
X5.HK.EQUITY,0.0542558806314713,-0.0328900248272675,0.0443179145276282,0,0,0.132743069689161,0,0,0,0,0.167984852520612,0,0,0,0,0,0,0.534333864855498,0,0,0,0,0,0,0,0,-0.253314429342502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155891093551144,0,0,0,0,0
X601988.CH.EQUITY,0.129625365601989,0,0.185336765854138,0.0813481423148746,0,0,0,0,0.0954879168386518,0.0912478585980004,0.138586133104093,0,-0.281183668406739,0,0,0,0,0,-0.0306934219481331,0,0,0.22418209011482,0,0,0,0,0.168123511566747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.273182837055047,0,0,0,0,0,0,0,0,0,0.0873570354404138,0,0.174245624340209,0,0.103592773134579,0,0,0.0056441280019499,0,0,0,0,0.0816831798859355,0,0,0,0,0,0,0,0,0,0.161227303571681,0,0,0,0,0,0.0903944483867983,0.0010016230103314,0,0,0,0,0,0.0663973230741196,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.029497316090755,0.125581582033395,0,0,0,0,-0.00879115888349865,0,-0.0131867481292174,0,0,0.1391342787196,0.234362108121975,0,0,0,0,0.177163954798535,0,0,0,0.222968803355358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165979557373783,0,0
X601628.CH.EQUITY,0.360718844537743,0.298148750349974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653193938295255,0.0567859601667043,0,0,0,0,0,0,0,0,0,-0.0561813914620544,0,0,0.0299610945563478,-0.17595787775332,0,0,0,0,0,0,0,0,0,0,0,0,0.157725334652671,0,-0.176500116909056,0.0608418528844049,0,0
X601166.CH.EQUITY,0.200706490933999,0,0,0,0,0.0257022278158418,0.345218519834296,0,0,0,0,0,0,0.023785439709093,0,0.510097988635009,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0335936915149792,0.0524036635453761,0,0,0,0.00933357603583469,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
