,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.391725025669796,0.0682597306345699,0.106016391028829,0,0,0,0,0,0,0.218053706894695,0,0,0,0,0,0,0,0,0,0,0,-0.000801584006790533,-0.026523496866293,0,0.0199437397202766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642888054370464,0,0,0,0.114169994313528,-0.0552613164668634
X601939.CH.EQUITY,0.437094213029107,0,0,0.134194283099436,0,0,-0.167891670583346,0,-0.013519015711095,0,0,0,0,0.231640404201217,-0.0509697265375585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257694966932102,0,-0.080068157298489,0
X601318.CH.EQUITY,0,0,0,0,0.215558522192822,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0306499683367965,0,0,1.38777878078145e-17,0,0,0,0.185192199338877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258381118738053,0,0,0,0,0,0.221481482649538,0,0,0,0,0,0,0.104651704409532,0,0
X601288.CH.EQUITY,0.335055213970003,0,0,0,0.26043094665102,0,0,0,0,0,0.0231311523156945,0,0,0.112530734591896,0,0,0,0,0,0.100647061228439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120900532075665,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-6.93889390390723e-18,0.500284888264053,0,0,0,0,0,0.216501559105729,0,0,0,0,0,0.327078642878413,0,0.0762396858830882,0,0,0.0173934113368704,0,0,0,0,0,0.0214806398029093,0,0,0,0,0,0,0,0,0,0,-0.551270806686809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.314144897767244,0,0,0,0,0,0.0789596038623143,0,0,0,0,0,0.00868123068557518,0,0,0,0,0,0.174834503741006,0.0471673178729792,0,0.0759370147223367,0,0,0,0,0,0,0,0,0.172068141137178,0,0,0,0,0.0988142320013821,0.0263198379546231,0,0,-0.00230794729667438,0
X1299.HK.EQUITY,0.0777758771715451,0,0,0,0,0,0,0,0.136038857676483,0,0,0,0,0.0977222270775036,0,0,0,0,0,0,0,0,0.0081690787751555,0,0,0,0,0,0.226912387630299,0,0,0,0,0,0,0.175057072299214,0,0,0,0,0,0,0.0667921401905166,0.00223331812788122,0,0,0.107230604025469,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415096775753096,0,0,0,0,0,0,0,0,0.13639031855257,0,0,0,0.515166720862635,0,0,0,0,0,0,0,0,0,0,0.211219987373244,0,0,0,0,0,0,0,0,0.0490744585283691,0,0,0,0
X601628.CH.EQUITY,0.0686471259940879,0,0.0269486841679397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183623312360479,0,0,0,0.142658136635714,0,0,0,0,0,0,0.138156006458352,0,0,0,0,0,0,0,0,0,0,0,0,0.0916573135861854,0.1022040107868,0,0,0,0,0.0266160750487864,0,0,0.0847299254361041,0
X601658.CH.Equity,0,0,0,0,0.213819531541428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288651334773833,0,0,0,0,0,0.0361771207140923,0,0.376020938632742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270366094305051,0,0,0
