,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.100339787662191,0,0,0.36118036667661,0,0,0,0,0,0.200619408608872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197729853090954,-3.46944695195361e-18,0,-0.157539334090782,0.0620018200487941,0,0,0,0,0.125510203758246,0,0.0538757494131967,0,0,0,0,-0.132607430960599,0,0,0,-0.0256627181868108,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.129320817020535,0,0,0,0.0186073743593833,0,0,0.21685096638771,0.0154736852764335,0.0279827532173224,0,0,0,0,0,0,0,0.054548133898328,0,0,0,0,0.0443906727568889,0,0,0,0,0,0,0.00534242651825204,0,0,0,0.516256815470639,-0.0679511293773644,0,0,0,0,0.0864810430620096,0,0,0,0,0
X601939.CH.EQUITY,0.2361981439054,0,0,0,0,0,0,0,0.0399424404771006,0.0200097985875016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386683825897375,0,0,0,0,0,0,0.0956246787455075,0,0.0134616711004804,-0.0491800235060209,0,0,0.0215198121579572,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.232837293205336,0,0,0,0,0.00875452020183508,0,0.0903070590592529,0,0,0,0,0,0,0,0.121748736698959,0,0,0,0,0.160693016055573,0,0,0,0,0,0,-0.0857739670175845,0,0,0.0225338609415015,0,0.0429847960422469,0,0.214399693686079,0,0.118744277420611,0,0,0,0,0,0.0597154030204127,0,0,0
X5.HK.EQUITY,0,-0.222594820433265,0,0.0318692422411964,0,0,0,0.114696196622493,0,0.102174001350186,0,0,0,0,0,0.290203602561252,0,0.235678301795706,0,0.231891700802043,0,0,0,-0.205695446240029,0.378481834596108,0,-0.0338251145682563,0,-0.208941555145523,0,0,0,-0.0727831320730022,0,0,0,0,0,0,0,-0.0312316535272775,0,0.151014784516574,0.231681548442185,0,-0.0195456779914038,0,-0.199260826730694,0,0,-0.0655688866482756
X601988.CH.EQUITY,0.367311633330314,0,0,0.487550999333505,0,0,0,0,0,0.0616801500781605,0,-0.0953378704426432,0.0651803077629439,0,0,-0.0745933542007336,0,0,0,0,0,0,0,0,0,-0.0270369901818734,-0.0939712458923119,0.212175207160519,0.0876239150422103,0.0854536175339946,0,0,0,0,0,0,0,0,0,0.010871390947262,0,0,0,0,0,0,0,0,0,0.0999229150935779,-0.0488240821778337
X600036.CH.EQUITY,0,0.657049243936714,0.0302409101623035,0,0,0,0,0,-0.177043916793117,0,0,0,0,0,0,0,0,0,0.143067545320645,0,0,0,0,0,0,0,0.0168650278046341,0,0.0195158438600641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239555684429253,0,0,0,0,0,-4.33680868994202e-19,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0774270942990433,0,0,0,-0.0881547339582837,0,0,0,0.332172236089895,0.0865263717347654,0,0.198367501080651,-0.107132516035776,0,0.195247483942842,0,0,0.198540738805102,-0.089136742826834,0,0,0,0,0,0,0,0.00708412331135174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.160773724979377,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00329928008374241,0,0.273234028936215,0,0,0,0,0,0.00731734182126232,0,0,0.163856377812441,0,0,0,0,-0.0515694938484338,0,0,0,0,0,0,0,0,0.14036004889448,0,0.0983222509717228,0,0,0,0,0,0,0,0,0.109693514415673,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.284136840146012,0.250747898566727,0,0,0,0,0,0,0,0.400890855576924,0,0,0,0,0,0,0,0,0,-0.0628310470060711,0,0,0.00705286706764258,0,0,0.377895407245652,0,-0.0737467279930546,0,0,0.325257180216253,0,0,0,0,0,0,-0.117964181582993,-0.192798878696986,0,0,0,-0.0352523551576967,0,0,0
