,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.265730374676362,0.0561244580524822,0.00217538824154146,-0.0128235412058603,0,0.460855013954367,0,0,0,0.0546293578997687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903356874051412,0.0329409043773452,0,0,0,0,0,0,0,0,0,0,0.0856194061729928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.097546293606398,0.0703245539624661,0,0,0.172725604961677,0,0.165939675641142,0,0,0,0.0931141105561933,0,0.111043402655242,0,0,0,0,0,0.270062329513593,0,0,0,-0.0107410489030327,0,0,0,0.124186393717357,0,0.114792309269291,0,0.0196223519727738,0,0,0,0,0,0,0,0.0309875314512236,0,-0.150090094159804,0,0.0607847099501613,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.457109154631064,0.131748053045846,0,0,0,0,0,0.244116674376003,0,0,0,0,0,0,0,0,0.0118198466831066,0,0,0,0,-0.14213404017564,0,0,0,0,0,0,0.159908744502829,0,0,0,0.118116761541814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117621756839266,0.162778336841365,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.246543736032232,0,0,0,0,-0.0827579183278267,0.208439504002411,0,0,0.145932753946933,0,0.000472910311613916,0,0,0,0,0,0,0,0,0.17447111868978,0,0.0555186318724656,0.0545444728087222,0,0,0,0,0,0,0,0.0193384947472014,0,0,0,0,0,0,0,0,0,0,0,0.370703132413371,-0.113937665973347,0
X601288.CH.EQUITY,0,0,0.0634085826878587,0,0,0.0237765104976529,0,0.477823924480449,0,0,-0.0554609839605826,0.0694929098703866,0,0,0.074185915704161,0,0,0,0,0,0,0,0.070963682168677,0,0,0.00783897594290628,0,0,0.0927472151459526,0,0,0,0.0213622544825946,0,0,0,0,0,0,0,0,0,0,0,0.0268454913958282,0,0,0,0.109296022207168,0,0,0
X601628.CH.EQUITY,0.0783001461583596,0,0,0,0,0,0,0,0,0,0.0244960222695938,0,-0.0887821425394192,0,0,-0.233647105006354,0,0,0,0,-0.0128211523448184,0.178071923657149,0,0,0.114006681161429,0,-0.0797801770243452,0,0,0,0,0,0,0.0621842637185999,0.568104827320173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044442908688311
X1299.HK.EQUITY,0,0,-0.207145716162959,0,0,0,0,0,0,0,0.106524313777024,0,0,0,0,0,0,0,0,0.0197875604571033,0,0,0.112593293101524,0,0,0,0,0,0,0,0,0,0.171592215979685,0,0,1.73472347597681e-18,0,0,0.0932143645923429,0.157451363939927,0.0651933701401926,0,0.296065017092106,0,0,0,0,0.298610443352314,0,0,0,0
X601988.CH.EQUITY,0.0404600374174412,0,0.0903443538849171,0,0.358085391025445,0,0,0,0,0,0,0,0.209642613050485,0,0,0,0.150754721388001,0,0.0179199712821492,0,0,0,0.00951659604045186,0,0,0.0265833907133121,0,0,0,0,0.125484651173567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106441879620436,0,0,0,0,0,0,0,0,0,0,0,-0.12074462303225,0,0,0,0,0,0,0.22901635438397,0,0.179614379340832,0.130661443937383,0,0,0,0,0,0,-0.0101467220777399,0,0.0782304898274117,0,0,0,0,0,0.217104050745496,0.0671195816685276,0,-0.0392003247436856,0.247156944871335,0,0.007270016781255,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.107942769490073,0,0,0,0,0,0,0,0.0768380247391429,0.150626419614196,0,0,0.142565211852199,0,0,0,0,0,0,0,0.0104572304196534,0,0,0.195695650414848,0,0.330931190055706,0,0,0,0,0,0.00177974690016039,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138825166439752,0,0,0,0
