,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.22284094307084,0,0,0,0,0.3723910985864,0,0,0,0,0,0.0285740349058469,0,0,0,0,0,0,0,0,0,0,0,0.254574202357541,0,0,0,0.0173560707739498,0.025704009094453,0,0,0.0729496693207635,0,0.0608104696741147,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898764841005532,0,0,0
X601318.CH.EQUITY,0,0,0.0902245793271708,0,0,0,0,0.0210897028233495,0.259592395505462,0,0,0,0,0.0388612585874016,0.318320523146713,0,0,0,0,0.07878421377674,0,0.0469440185845727,0,0,0,0,0,0.29583876516609,0,0,0,0.0408371324391044,0,0,0,0,0,0,0.0397648029255942,0,0,0,0,0,-0.116094925475593,0.0191596649769381,0,0,0,0,0.0633226532940251,0
X601939.CH.EQUITY,0.285370484399527,0.19199693136192,0,0,0,0,0,0.499598001967372,0.0863433684348565,0,0,0,0,0,0,0,0.0145816744381364,0,0,0,0,0,0,0,0,0,0,0.0635536063319736,0,-0.0184003330329714,0,0,0,0.0457474843950699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182827732575085,0
X600036.CH.EQUITY,0,0,0,0,0,0.155474888212489,0,0,0.0624003976931163,-0.103508359160553,0,-0.0999545329427611,0.145698806948493,0,0,0.154765984998929,0,0,0,0.16188588380736,0,0,0,0,0,0,0.399811678659715,0.0316951964902431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716314802934497,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.476691546788335,0,-0.079818175019366,0,0.0436327595424762,0,0,0,0,0,0,0,0.0402631867957664,-0.00341397211137854,0,0.0584681904410712,0,0,0.17384264466343,0,0.0947674427964999,0,0,0,0,0,0.0996878438680531,0,0,0,0,0,0,0,0,0,0,0,0,0.0260981975466484,0,0,0,0.0773609878900022,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.100164316700814,0,0.223751804365341,0,-0.0297815241786615,-0.0259999703234525,0,0,0,0,0,0,0,0,0,0.19008340430648,0,0,0,0,-0.00123247176768609,0,0,0,0,0,0.145865655532968,0,0.0640652986144822,0,0,0.169555191586473,0,0,0,0.186222722976822,0,0,0,0,0,0.217722371871765,0,-0.089612566971294,0
X601628.CH.EQUITY,0,0,0,-0.0135873277177561,0,0,0,0,0,0,0,0,0,0,0,-0.0236580676698792,0,0,0.107303907218435,0,0,0,0,-0.148065798426594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467457334268346,0.00455621330331365,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0295086353109273
X601988.CH.EQUITY,0,0,0,0,0.52507821214301,0,0,0,-0.00800696056465502,0,0,0,0,0,0,0,0.286902934213455,0.135120637862468,0,0.0435190755146419,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418269820260238,0,0,0,0,0,0,0,0,0,0,-0.0982288024618715,0.00138302012864036,0,0,0,0,0,0
X5.HK.EQUITY,0,0.00665530528280848,0.0636123223402221,0,0,0,0,0,0,-0.0888391029194814,0.150854308569964,0,0,0,0,0,0,0,0,0,0,0,0.188852571363355,0,0.081814838752426,0,0,0,0,0,0,0,0,0.176038976268394,0,0.0456246589018527,0,0,0,0,0.306480251296235,0,0.216631318744924,0,0,0,0.0710397847777925,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.212598253523412,0,0.334841206587211,0,0,-0.117985081219099,0,0,0,0,0,0.00273415417585117,0,0,0,0.231434759273893,0,-0.0900698443756291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483245881151455,0,0,0,0.204934987685027,0,0,0,0.0468375182257346,0,0,0.130487937395279,0
