,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.134395502736919,0.0260533121892825,0,0,0,0,0,0,0.0713186746938077,0,0,0,0,0,0,0,0,-0.0641480062888923,-0.185981071886922,0,0.0215965942062397,0,-0.197341494370709,0,0,0,0,0,0.627984083794228,0,0.178540903027671,0,0,0,0,-0.0097687447845481,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.119002488286391,0,0.168297561401482,0.0154177070482341,0,0,0,0,0.0505904980356215,0,0,0,0,0,0.00779105211439745,0.0872525012293766,0,0,0,0,0,0.0682859398661637,0,0.0424003319776079,0,0,0,0,0,0.293909086892603,0,0,0,0,0,0,0.0405525638175995,0,0,0.0158442928535789,0,0,0,0,0
X601939.CH.EQUITY,0.19841726361768,0,0,0,0,0,0,0,0,0.11930675603597,0,0,0,0,0,0,0,0.0941076893476592,0,0,0,0,0,0,0,0,0,0,0,0.0860290469404934,0,0,0,-0.13031501513647,0,0,0,0,0.468052789052444,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0896392571495093,0,0,-0.427071250409492,0.176512009342788,0,0.568818051226649,0,0,0,0,0.400829188962301,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.255987060371743,0,0,0,0,0,0,-0.749574409809279,0,0,0,0,0,0,-0.109019565545061,0,0,0.328703163288339,0,0,0,0,0,0.160331428021265,0,-0.25401777618338,-0.44185934775968
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449331315871602,0,0,0,0.502021047100698,0,0,0,0,0.0596262509355394,0.000848531778284065,0,0,-0.0666654901842343,0,0,-0.221107027309146,0,0,0,0,0,0,0,0,0,-0.165690622774304,0,0.108229866444308,0,0,0,0,0,-0.110615152795087,0,0
X601988.CH.EQUITY,-0.0742747542309476,0,0,0,0.383006138337338,0,0,0,0,0,0,0,0,0,0,0.0824291688238658,0,0,0,0,0,0.47767632758127,0,0,-0.0928378386677248,0,0.0579292595561044,0,0,-0.327652818868895,0,0,0,0,0,0,0,0,0,0,0.0204429618950747,0,0,0.0310808842221942,0,0,0,0,0,0,-0.0497793308957906
X600036.CH.EQUITY,-0.0324952193110419,0.656768777520405,-0.03844551035392,0,0,0,0,0,-0.102977095594158,0.3800561701818,0,0.223003419674704,0,0,0,0,0.0666087671223222,0.0255263126591717,0,0,-0.198000941842802,-0.190581075004863,0,0,0.157164460142318,0,0,0,0.0991864978402885,0,0.17418707759307,0,0,-0.239443849211206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.060129817447026,0,0,0.17522375697287,0.00440839767306631,0,0,0,0,0,-0.0236099308952119,0,3.46944695195361e-18,0.00623143640320186,0.0944320738424581,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.220252246220006,0,-6.93889390390723e-18,0,0.00851642051999034,0,0,0.156094152474703,0,0,0,0,0,0,-0.00433240800535168,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0890198149046168,0.0302174288941666,0.0879907182151,0,0,0,0,0,0,0,0,0,0.361109063189805,0,0,0,0,0,0,0.0861647679304824,0.0575511712094793,0,0,0,0,0,0,0,0,-0.0575057134954117,0,0,0,0,0.19595283334052,0,0.128997392930251,0,0,0,0,0,0.0820228308547521,0,-0.103959781709933,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.595924667263974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25634487682768,0.068878648827327,0,0,0,0,0,0,0,0,0,0,-0.0483763954772359,0,0,-0.0590062279539828,0,0,0,0,0,0.0485788831290462,-0.00395730636384001,0,0,0,0
X601166.CH.EQUITY,0.0036905400945939,0,0,0.304138314350154,0,0,0.072665627725901,0,0.0193716680570591,0,0,0.253166479224702,0,0,0.183242594576841,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.101058034411184,0,0,0.148207735626679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114638950717941
X600000.CH.EQUITY,0.034811284885684,0,0,0,0,0,0.508146257395818,0,0,0,0,0,-0.0316751065632163,0,0,0,0,0,0,0,0,0,0,0,0,0.329756853028783,0,0.0514598797584715,0,0,0.0735537995963661,0,0,0,0,0,-0.0239174851114318,-0.0454939532156577,0,0,0,0,-0.34018038986797,0,0,0,0,0,-0.024358449437479,0,0
X601319.CH.EQUITY,0,0.0789924616004523,0,0,0,0,0,0,0,-0.0439153119836423,0,0,0,0.337773914629236,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0215016657860201,0,-0.0975169356077671,0,0,0.315948946644586,0,0,0,0,0,0.165775725724684,-0.0992091929752809,0,0,0,0,0,0,-0.0127033793027993,0
X601601.CH.EQUITY,0,0.36686426277647,0,-0.0290038153775882,0,-0.203786572474633,0.0243410294310816,0,0.250874521783859,0,0,0,0,0,0.164653814234015,0,0,0,0,0,0,0,0,0,-0.0762473049874422,0.105037280839746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019769833332043,0,0,0,0.0130293052482972
X000002.CH.EQUITY,0,0,0,0,0.19836899024962,-0.0583810842365638,0,0,0,0,0,0,0,0.0218746947856314,0,0,-0.22707011956865,0,0,0,0,0.360700169897776,0,0,-0.215870887920215,0,0.445239436894367,0,0,-0.0629039986601114,0.388866526756168,0,0,0,0,0,0,0,0,0,0,0,0.1853717106066,0,-8.67361737988404e-19,0,0,0.0722867640589233,0,0.332622906845114,3.46944695195361e-18
X16.HK.EQUITY,0,0,0,0.0947339889189263,0,0,0,0.186330251648674,0,0,0,0,0,-0.0260869382480436,0,0,0,0,0.012281162418878,0,0,0,0,0,0,0.256960685451066,0,0,0,0.157072875422367,0.0462071748145072,0,0.0055841580134437,0.120767145381059,0,0,0,0,0,0,0.471643797006976,0,0,0.0362960120787227,0,0,0,0,0,0,0
X11.HK.EQUITY,0.212453252008262,0,0,0,0.197853746865284,0.00736797644983451,0,-0.0700800702310708,0,0,0.144411706496404,0,0,0,0,0,0,0,0.295125542362744,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0424371184607281,0,0,0,0,0,-0.00962248371099482,0,0,0.124763853976266,0,0,0.0751881149063858,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0238162026711509,0,0,0,0,0.0277290658852476,0,0,0.00805411710881813,-0.131849539808554,0,0,0.287280319991622,0,0,0,0,0.560005107533497,0,0,0,0,0.0446559817122968,0,0.0809989756472934,0,0,0,0,0.153514507033662,0,0,0,0,0,-0.230283196260214,0,0,0,0.0543269988695984,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,-0.0179778919289169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453366450193309,0.305388221266299,0,0,0,0,0,0,0.253705673773655,0,0.132013215583639,0,0.0746069432543529,0.176610301933618,0.0436740564866549,-0.0431280904355403,0,0,0,0,0,0,0,0,-0.168005145784393,0,0,0,0,0,-0.0461731868786404,0,0,0,-0.0671675140913871
