,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.375896394202198,0.242708869172805,0,0.16395983346921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595660491451655,0,-0.0701294538219125,0,0,0,0,0,0,0,0,0,0,0,0.24047104522975,0,0,0,0,0.0152139960711465,0,0,0,0,-0.15015787448864,0,0,-0.1965510345995,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00404915943917357,0.104803935580214,0,0.0453455485199114,0,0,0.332607293363491,0,-0.0176638604429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751655959185711,0.306444432982592,-0.048636066132165,0.0692102575252676,0,0.23971695247153,0,0,0,0,-0.0988320641032569,0,0
X601939.CH.EQUITY,0.29629477931045,0,0,0,0.0883450477770557,0,0,0,0,0,0,0,0,0.113523709972841,0,0,0,0,0,0,0.0382180913847355,0,0,0,0,0.294146370911877,0,0,0,0,0,0,0.131667068409502,0,0,0,0,0,0.00151247657606113,0,0,0,0.0300940819984126,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.134982565750818,0,0,0,0,0.044100906709382,0,0,0.0710251902811771,0.0896475348591324,0,0,0,0,0,0,0,0,0,0,0.100960457000313,0,0,0,0,0.130006789728102,0,0,0,0,0,0,0,0,0.0464571669884834,0,0,0.0788595802309717,0,0.0670268425038182,0,0,0,0.271708392305927,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.123101510136057,0,0,0,0,0,-0.0861938530182414,-0.0585152847969114,0.297582378016348,0,0,0,0,0,0,0,0.270537475922868,0,0.165426731725404,0,0,0.391466898219002,0,-0.112705167109088,0,-0.00990742386947128,-0.0371661801586716,0,0,0,0,0,-0.121672086585023,0,0,0,0,0,0,0,0.217139870683365,0,0,0,0,-0.274623161072661,0,0,0.193458334340555,-0.106086041606668
X601988.CH.EQUITY,0.034345510683635,0,0,0.165864929960647,0,0,0,0,0,0.064401962205625,0.171843647496176,0,0,0,-0.122910088144198,0,0,0,0,0,0,0.461006459623314,0,0,0,0,0.0735393960817575,0,0,0,0,0,0,0,0,0,0,0,0,0.0900237810584789,0,0,0,0,0,0,0,0,-0.0208430130098753,0.0375149813251037,-0.00503903043002818
X600036.CH.EQUITY,0,0.248882432808275,0,0,0,0,0,0,0,0,0,0.0544165384488857,0,0.0837862972347163,0,0,0.0479348405743967,0,0.0336241382242485,0,0,0,0,0,0,0,-0.0796439578310818,0,0,0,0.0318091709138165,0.23094829933188,-0.15789185297156,0,0.12960266194238,0.0426408242647987,0,0,0,0.189142777845845,0,0.0144978845212833,0,0,0,0,0,0,0,0.217307506193868,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248496323543067,0.141191774017975,0,0.255946305377909,0,0.0873704013939478,0,0.0458028693962899,0,0,0.144942078964034,0,0,0,0,0,0,0,0,0,0,-0.180660392340049,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0643144329131572,0,0,0,0,0,0,0.0205575408423879,0,0.0122858967834787,0,0,0,0.179771605312523,0,0,0,0,0,0.0346030380237003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317577315635409,0,0,0,0,0,0,0,0,0,0.14822474539064,0
X601328.CH.EQUITY,0.0521417942182511,0.0282679307793622,0.0531810573253318,0.0137717262757788,0.110170713451637,0.382757819198073,0,0,0,0,0,0.152884382652142,0.0941327933661332,0,0,0,0,0,0,0,0,0.0217614242015554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776281353648186,0,0,0.0947338665869547,0,0,0
