,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279069455541205,0.052471098673881,0.0798736768771864,0,0,0,0,0,0,0,0,0,0,0.156896827701184,0,0,-0.115658312787661,0,-0.244421018360289,0,0,0,-0.33639409128509,0,0.117071623609674,0,0.774432096884709,-0.000495244581406873,0,-0.0805530775740226,0,0.197047992793036,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.100000346060604,0,0.18484585653702,0.00995406600135639,0,0,0,0.0752667885578301,0,0.0778618114111058,0,0,0.0981396058917366,0,0,0.0936207866206024,0,0,0.0343593266605974,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.1879454894964,0.0034167524030038,0.179997759178539,0,0,0.0327980473863884,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.152317994606374,0,0,0,0,0,0,0,0,0.250177423461431,0,0,0,0,0,0,0,0.127139665178674,0,0,0,0,0,0,0,0,0,0,0,0.11305989496527,0,0,0,-0.185108931437952,-0.173805835857076,0,0,0.133106605338454,0,0.481068667932968,0,0,0,0,0,0.0881982550189293,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.511143713361583,0,0.0285224306043153,0.573404492282997,0,0,0,0.449497283709306,0,0,0,0,0,0,0,0,0,-0.409765245083788,0,0,0,0,0,0,0,-0.705950189001934,0,0,0,0,0,0,-0.0506556152757746,0,0.525215546033297,0,0,0,0,0.149859959901756,0,0,-0.124948428774368,-0.352426429322566
X5.HK.EQUITY,-0.0836923456672279,-0.112471359135227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59707310987068,0,0,0.401434393867978,0,-0.0147653119083479,0,0,0.141423378634808,0.0308541585819547,0,0,0,0,0,0,-0.0587230308995651,0,0,0,0,0,0,-0.144471545759312,0,0,0,0.0785733454968506,0,0,0,0,-0.122273853435876,0,0.0233937108688395,0
X601988.CH.EQUITY,-0.281463356537123,0,0,0,0.347931006877001,0,0,0,0,0,0,0,0,0,0,0,0,0.179181299644564,0,0,0.654172927926347,-0.0183734253836625,0,0,-0.0349821482171473,0,0,0,0,-0.480979736139478,0,0,0,0,0,0,0,0,0.0802822554713848,0,0,0,1.73472347597681e-18,0,0,0.105084448962928,0,0,0,0,0
X600036.CH.EQUITY,0,0.476814149248261,-0.048723136412239,0,0,0.0193780000253728,0,-0.114831213457644,0,0.476392400332564,0,0.109392046299287,0,0,0,0,0,0,0,0,0,-0.0807764786938117,0,0,0.304482889208908,0,0,0.101329247660017,0,0,0,0.0828325243362122,0,-0.285544182430153,0,0,0,0,0,0,0,0.10092123799104,0.118777044242988,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.174153126130642,0,0,0,0.0224243953966082,0,0,-0.16417327098238,0,0,0.0534463442602425,0.0324222268674711,0,0,0.0262129172681736,0,0,0.187510622437917,0,0,0,0.143260056373914,0,0,0.0208369811021781,0,0.189239262924641,0,0,0,0,0,0.0479750594299324,-0.0167899832370173,0,0,0,0,-0.165592070291369,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.134817510987666,0,0.0541239500136411,-0.00383355272282786,0,0,0,0,0,0.118093667349761,0,0,0.410389773662044,0,0,0,0,0,0,0.0368158027140262,0,0,0,0,0,0,-0.0355573708669425,0,0,0,-0.0678325397402824,0,0,0,0,0.169491767925753,0,0,0,0,0,0,0,0,0.135558925344793,0,0,0,0,0
X601328.CH.EQUITY,0,0.118147988237545,0.0669081143795518,0.0428952026784348,0,0,0.546125478357472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209701447538374,0.249525652012174,0,0,0,0,0,0,0,0,0,0,0,-0.0137629770145912,-0.0371265834274664,0,-0.0332663641167117,0,0,0,0,-0.361990501476124,0,0,-0.0273504815305572,0,0
