,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.602932198775944,0,0.0203038711964512,0,0,0,0,0,0,0.0991784182948288,0,0,0,0,0,0,0.121001841039709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196829012156143,0,0,0,0.0778604667771487,0,0.0461828702408192,-0.0013072956353253,0,0,-0.01168468567068,0,0.0412592746553241,-0.0407334360676053,0,-0.0118047449822416
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0
X601939.CH.EQUITY,0.151573930962439,0,0,0.293343064012013,0,0.269435198831042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749833475974761,0,0,0,0.0863340285068379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058415246387003,0,0,0,0
X601288.CH.EQUITY,0.0134597957104798,0,0.290134163586346,0,0,0,0,0,0,0.213818022062793,0,0,0,0,0,0,0,0,0.0506532865340342,0,0,0,0,0,0.0126979684125583,0.223361924253637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730815565449545,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0276389922912417,0,0,0,0,0,0.442180981783512,0,0,0,0,0,0.0320420355269986,0.111079485757697,0,0.160955533684037,0.0918678140758585,0,0,0,0,0,0,0.159642567025498,0,0,0,0,0.120047162896512,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.67535584279607,0,0,-0.135649252286542,0,-0.174130072640568
X601988.CH.EQUITY,0,0,0.103936038745409,0,0.035884493265689,0,0,0,0,0,0,0.0602168439760245,0,0.0493687233724176,0,0,0,0,0,0,0,0,0.621055831202283,0.0185323674405614,0,0,0,0,0,0.10819818902098,0,0,0,0,0,0,0,0,0,0.0519828868474188,0,0,0,0,0,0,0,0,0,0.0903956542295005,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552043,0,0,0,-0.023026920432246,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.097549830159422,0,0,0,0,0,0,0,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0431125264763334,0,0,0,0,0.261309987789601,0,0,0.170858326165114,0,0,0,0,0.0715694450462787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676095989983555,0,0,0,0.14084288159521,0,0,0,0,0,0,0.20691392271796,0,0,0,0,0,0,0,0.240687207447126,0,0,0,0,0,0,0.0772731025539482,0,0,0.00353306610948379,0.0355541795518534,-0.00736901132408142,0,0,0.0116186315547928,0,0,0.237368324606556,0,0,0,0,0.0335477762243818,0,0,0.0140382703362261,0,0,0
