,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.248637012680624,0,0.0220263830890006,0,0,0,0,0,3.46944695195361e-18,0.25304629205767,0,0,0,0,0,0,0,0,0,0,0,0,0.116580773752202,0,0.0155245781736449,0,0.0933160103937434,0,0.206140278696732,0,0,0,0,0,0,0,0,0,0,-0.0643170693631332,0.0392890989588586,0,0,0,0,0,0,0,-0.0976217389228764,0,-0.229243665850748
X601939.CH.EQUITY,0.1542669805351,0,0,0.351716452934496,0,0,0,0,0,0,0,0,0,0.254182459735186,-0.110786300517962,0,0,0,0,0,0,0,0,0,-0.0775526040103152,0.220784581838425,0,0,0,0,-0.0124091725910983,0,0,0,0,0,-0.0205272794130642,0,0,0,-0.0254523267495534,0,0,0,-0.0269873665353336,0,0,0,0.124459193592285,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.31194459004879,0,0,0.224338978318042,0,0,0,0,0,0,0,0.192340285188934,0,0,0,0,0,0,0.174974128480262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198397642766541,0,0,0,-0.0252710223066142,0,-0.0451693716847576,0,0,0,0,0.00522800831621568,2.16840434497101e-19,-0.0265888034149467,0,0,0,0.0226339987321587
X601988.CH.EQUITY,0,0.170774150873837,0,0.340297703937247,0,0,0,0,0,0.255420504815006,0,0,0,0,8.67361737988404e-19,0.230033816897612,0,0.0566110445861572,0,0,0,0,0,0,0.17940640481473,0,0.0735876402104647,0,0,0,0,0,0,0,0,0,-0.553277409469726,0,0,0,0.0657745176326696,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.179048517409453,0.0164210623502569,0,0,0,0,0,0.0987566184353302,0,0,-0.0295438646608801,0.124280852622217,0,0,0,0,0.169774599380864,0,0,-0.0217954657063682,0,0,0.131496124406708,0.0296002500022532,0,0,0,0,0,0,0,0.367955252129269,0,0,0,0,0,0,0,0,0,0.0310554278232342,0,0,0,0.0615778250458088,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.234287895497982,0,0,0,0,0,-0.165750113736338,0,0,0,0,0.0885003159947185,0,0,0,0,0.0946439192930495,0,0.0453744215730396,0,0,0,0,0.197515599905229,0,0,0.0229141347582696,0,0,0,0,0,0,0,0,0,0.21145417279584,0,0,0,0,0,0,0,0,0.117006026130841,0
X601658.CH.Equity,0,0,0,0,0.118492417969074,0,0,0,0,0,0,-0.106914747000649,0,0.114736392099785,0,0,0,0.096794721981544,0.227107252555673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157176102166288,0.323854058234995,0,-0.147223926645296,-0.1359036046699,-6.93889390390723e-18,0,0,0,0.10431329053169,0,0,0,0,0,0
