,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0981780078621019,0.0348213152092978,0,0,0,0,0,-0.235354725671872,0,0,0,0,0,0,0,0,0,0,-0.0163283522259487,0.0968394294464921,0,0.270273008869597,0.450247577888938,0,0,-0.0217107517482939,0,0.13995273503542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0638997060600062,0,0,0,0,0,0,0.174632358591622,0,0.0707284097028967,0.306425026538827,0,0,0,0,0,0,0,0,0,0,0.152206327450642,0,0,0,0,0.140113864679162,0.00743850426957352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063003236766366
X601939.CH.EQUITY,0,0.0253030030940531,0,0.763942271763945,0,0,0,0,0,0.00735030462154152,0.1066192015278,0,0,0,0,0,0.0889922077755793,-4.33680868994202e-19,0,0,0,0,0.00514657814539631,0,0,0,0,0.012291850444973,0.0672991750543579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.977111027034068,0,-0.0195634598026069,0.026733232816156,0,-0.0595028559847112,0,0.017974897815334,0,0,0,0,0,0,0,0,0,0,0.00288982261714764,0,0,0,0,0,0,0,0.0354113994971542,0,0,0,0,0,0,0,0,0,0.0206585624084814,0,-0.0463081268264899,0,0,0,0,0.0651751988817857,0,0,0,0,-0.114306971907862,0
X601628.CH.EQUITY,0,0.01410637135461,0,0,0,0,0,0,-0.0642620419175301,0.23910150624184,0,0.34113026240736,0,0,0,0,0,0,0.245344939246067,0,0,0,0,0,0,0,0,0,-0.111041114556273,0,0,0,0,0,0,0,0.338051752116262,0,0,0,0,0,0,0,0,0.0623220859702349,0,0,0,0,0,0.0519239276070875
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626956735120777,0,0.0132804721404212,0,0,-0.0572145906445464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730956687281731,0,0,0,0,0,-0.0256481520357614,0,0,0,0,0,0,0,0,0,0,0.000464498868808618,-0.134221560145,0,0.999769578844198,0,0,0
X1299.HK.EQUITY,0,0.0129365561950652,0,0,0,0,0,0,0,0.163560561031271,0,0,0,0,0,0.00438596893902743,0,0,0,0,0,0.221661454003991,0,0,0,0.0194716339620712,0,0,0,0,0,0,0,0.235653716261865,0,0,0,0.0353318395633412,0.0870699150652692,0,0,0,0,0,0,0,0,0,0,0.198512270620913,0,-0.096020423467027
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0228051943608322,0,0,0,0,0,0,0,0,0,0,-0.0700248181578792,0,0.0767149508938416,0,0,0,0.118825852966922,0.33578395345705,-0.0614128591743702,0,0,0,0,0,0,0,0,0,0,0,0.0286273789771875,0,0,0,0,0.0710002184435024,0,0,0,0.0960733197411302,0,-0.318637907999011,0.236210756442944,0.0364747017030304
X388.HK.EQUITY,0,0,0,0,0.247930829451076,0,0,0,0,0,0,0,0,0,0,0.14497946231642,-0.166348602489002,0,0,0,0.2313692755666,0.334551422293849,0,0,0,0,0,0.240874779430342,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509808423983757,0,0.154576245444116,-0.154856485637463,-0.106546237156415,0,0,-0.0743525466314629,0,0,0,0.101522613676016
X601658.CH.Equity,0,0.0320270403371939,0.329288187499996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182995474467214,0.0287812028286696,0.159504531384737,0,0,0,0,0,0,0,0.0941133313428816,0,0.00464509322616527,0,0,0,0,0,0.0138297604009442,0,0.0333006123233226,0.03470140790833,-0.0880305464521665,0,0,0.087508054368676,0,0,0.0584921328933156,0.0392483792270804,0,0.054487664963074,0,0,0,0
