,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.484859857696218,0.0899746350148496,0,0,0,0,0,0,0,0,0,0.0816391278634316,0.0668084656184896,0,0,0,0,-0.143780920668507,0,0,0,0,0,0,0,0,0.024742040100243,0,0,0,0,0,0,0.048525581199088,0,0,0,0,0,0,0,0,0,0,0.100360012455029,0.182422839739371,0.0392298989581597,0,0
X601318.CH.EQUITY,0,0,0.210127001976684,0.109194357665425,0,0,0,0,0,0,0,0,0,0,0.296311256463703,0.071049540363336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140467600597051,0,0,0,0,0,0,0,0.099704515110152,0,0,0,0,0,0,0,0.0238476133628049,0,0,0
X601939.CH.EQUITY,0.331714218957318,0,0,0,0,0,0,0,0,0,0,0,0,0.456192872841386,0,0,0,0,0.148653497266928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104705643148317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347946329406978,0,0.0171213686865967,0,0.506039734402838,0,0,0,0,0,0.0105397063131007,0,0,0,0,0.0488331279840957,0,-0.0318643266304436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000421267982938894,0,0,0,0,0,0,0,0.0857291301326637,0,0,0
X601988.CH.EQUITY,0,0,0,0.109236722228546,0,0,0,0,0,0,0,0.499993320712326,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0208414963287367,0,0.00742457841165203,0,0,0,0,0,0,0,0,0,0.104764054268089,0,0,0,0,0,0.112222448091458,0,0,0,0,0.0312500622153035,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.203828458071282,0,0,0,0,0,0,0,0.270027064062129,0,0,0,0.48377953423355,0.164369254780966,-0.600351672728383,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308320977102852
X600036.CH.EQUITY,0.0937124102848482,0.0304329697784772,0,0,0,0,0,0,0,0,0.156468297772797,0,0,0,0.0502167250764452,0,0,0,0.0729461760051275,0,0,0,0,0,0,0,0,0,0,0,0.107841038500517,0,0,0.239498652039825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213287280949164,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.121517660861881,0.0260843716082745,0,0,0,0.0889038766951296,0.0843191257199368,0,0,0,0,0,0,0.0707747712266686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313052160956898,0,0,0
X601628.CH.EQUITY,0,0,0.264630786106568,0.0322125769505214,0.226387414957783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539740797576579,0,0,0.132113448008818,0,0,0,0,0,0,0,0.110452479019794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.265902158296957,0,0,-0.0725826269705141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140601632574259,0,0.395205547813261,-0.360679034271504,-0.0739073988581573,0,0,0,0.841290883941195,0,-0.0553222072927541,0,0,0
