,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.525082652796,0,0,0,0.143674704482008,0,0,0.0657205380592793,0.0214178890587882,0,0,0,0.171066033539543,0,0.0317457067431607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023373189225384,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0182449370559792,0.129215563603375,0.216144091683712,0,0,0.0456496818963369,0,0,0,0,0.32620924719627,0,0.0888638209460817,0,0.0644159102490271,0,0,0,0,0.0222078498054993,0,0,0,0,0,-0.0647721498050435,0,0,0,0,0,0,0,0.0897633766891216,0,0,0,0,0.00492989015726974,0,0,0,0.00742232666256514,0,0
X601939.CH.EQUITY,0.450770781221387,0,0,0.262477195485051,0.150602238705057,0.0227161883011415,0,0,0,0,0,0,0,0,-0.00268431451608688,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.198984368342919,0.110093995032856,0,0,-0.161025873661587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164487036879392,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.365074181754498,0.122134280226362,0,0.850401857557447,0,0,0,0,0,0,0,0,-0.080346049750579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.115698168349259,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0316658617891892,0,0,0,0.183239467698911,0,0.288042927922514,0,0.0979850552295171,0,0,0,0,0,0,0,0,0.0327276262969997,-0.0655250230458973,0,0,0,0,0,0.0153214768711231,0,0,-0.146319730953904,0,0,0,0,0,0,0,0,0.149511008890713,0,0.276454215427796,0,0,0,0,0,0,0,-0.124766417617452,0.0867770281995202,0,0
X601988.CH.EQUITY,0,0,0,0,0.328744543977099,0,0,0,0.146228794050946,0,0,0,0,0,0,0.0754269953670185,0,0.074639030570121,0,-0.0235896739606594,0,0,0,0,0.141309843909343,0,0,0,0,0,0,-0.211219562618113,0,0,0,0,0,0,0,0,0.0702357779756009,0,0,0,0,0,0,0,-0.0260040189250828,0.0590730764978368,-0.0888959220971007
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107283368933841,0,-0.0372223495440835,-0.0520421138788374,-0.0151057258956526,0,0.0979860568974063,-0.105200304872191,0,0,0,0,0,0.522122429540701,-0.0384511971079737,0,0.0788171290481367,0,0,0.133367916465256,0,0,0,0,0,0.0199700728844412,0,0,0,0.0348466156349952,0,0,0.240472670276663,0,0,0,0,0.0995857339734743,0,0
X1299.HK.EQUITY,0,0,0,0,0.228677634110392,0,0,0,0,0,0,0,0,0,0,0,0,0.13771714771139,0,0,0.0325349904283121,0,0,0,0,0,0.0342038415461639,0,0.0328379711618006,0,0.0235649634245085,0,0.279278848941598,0,0,0,0,0.172986820209698,0,0,0,0,0,-0.224607381622899,-0.0541665960425781,0.0768622214377688,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,8.42014255412679e-05,-0.0307606384315898,0,0.00488273148198049,0,0,0,0,0.139741498011535,0,0,-0.0377720723067151,0,0.324081090017622,0,0,0,0,0,0,0,0,0,0,0,0,0.00693318100998921,0,0,0,0,0.0496305333516866,0,0.198756288018941,0,0,0,0,0.243628893379136,0,0.0884572902435421,0.0747231760367922,0,0,0,0,0,0
X601328.CH.EQUITY,0.0912280423459503,0,0.389607969294521,0,0,0,0,0,0,0,0,0,0.424981165551789,0,0,0,0,0,0,0,0.0197706759358859,0.211711254658507,0,0,0,0,0,0,0,0,-0.00828219487654744,0,0,0,0,0,0,0.00542444033608987,0,0,-0.0999586731503872,0,0,0.19792668817499,0,3.46944695195361e-18,0,0,0.013758313860307,0,0
