,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.113963573492241,0,0.0509495526667016,0,0,0,-0.0757994431314422,0,0,0,0.49757131105782,0,0,0,-0.0741839908061218,0,0,0,0,0,0,0,0,0,0,0,0,0.0562982022689297,0,0,0,0,0,0,0,0.0889362854809302,0,0,0,0,0,0.218402842252686,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.152002902906936,0,0,0.148957203461716,0,0.0982874411305281,0,0.0847746356443141,-0.106858295017121,0.122018211433332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918040239211352,0,0,0,-0.20091328073733,0,0.146485306461153,0.138307737435849,0.0908115194196831,0,0,0,0,0.317188231592776,0,0,0
X601939.CH.EQUITY,0.29286332137802,0,0,0.312095879682063,0,0.132035322765154,0,-0.0433610220561628,0,0,0,0,0,0,0.104718740801103,0.0721957578118133,0,0,0,-0.0180315792959709,0,0.0538191415290733,0,0,0,-0.0990223396498433,0,0,0,0,0,0,0,0,0,0,-0.104295327999458,0,0,0.348205095684163,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.332929060286646,0,0.251666616405357,0,0.0571190176996125,0.221543533751204,0,0,0.0392421556495389,2.16840434497101e-19,0,0,0,0.0117112209018799,-0.0400578063919483,-0.0816606186059004,0.0464883153689661,0,0,0,0,0,-0.0988660533830364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113393291091306,0,0,0,0,0,0,0,0,0,0.185222843481963,0,0
X5.HK.EQUITY,0,-0.0759259455546878,6.93889390390723e-18,0.320023334220798,0,0.0144361764406209,0,-0.28719595966841,0,0,0,0,0.12098597050013,0,0,0,0,0,0,0,0.541900494961693,0,0,0,0,0.320960323159803,0,0,0,0,0,0,0,0.0190837673224034,0,0,0,0,0,0,0,0,0,0,0,0,0.21703295637438,0,0,-0.101367969467439,0,0
X601988.CH.EQUITY,0.181059970481606,0,0.245192038942004,0.0438129499395771,0,0,0,0,0.0945173746147235,0,0.134117183486323,0,0,-0.218082882307783,0,0,0,0,0,0,0,0,0.0663624212445369,0.191328890616124,0,0,0,0.0409594446644801,0,-0.057944708552652,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.113554996788728,0,-6.93889390390723e-18,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.11150110286249,-0.053357685372991,0,0.260224122262941,0,-0.0428369339109031,0.0110380934145945,0,0.350669507142279,0,0.249429594554287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774671625259414,0,0,0,0,0.0851851643942525,0,0,0.130912389732471,0,0.0388683214098695,0,0,0,0,0,0,0,0,2.73416883150838e-05,0,-2.16840434497101e-19
X1299.HK.EQUITY,0,0,0,0,0,0,0.0395892334583078,0,0,0,0.136116440328711,0,0,0,-0.134062552509545,0,0,0,0.313482005605532,0,0.231584763881363,0,0,0,0,0,0,0.151457217119053,0,0.0240606689702243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561492099941902,0,0,0,0,0
X601628.CH.EQUITY,0.213683446168744,0.204876928890459,0,0,0,0,0,0,0,0.0260867576617244,0.114759953258449,0,0,0,0,0,0,0.0211347163566513,0,0,-0.0230651731498011,0,0,0,0,0,0,0.0477231897684576,0,-0.061146366249279,0,0,0,0,0,0,-0.321097496002602,0,0,0,0.0405190513787715,0,0.228637776559553,0,0,-0.136309418991451,0.0583661586114827,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440357616072805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0396765769725253,0,0,0,0.472918150842127,0,0,0,0,0,0,0,0,0.212321668605621,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0302756190125949,0,0,0,0,0,0,0,0,0,0,0,0,0.00401812105479566,0,0,0.195322645586654,0,0.00647659118365384,0,0,0,0,0
