,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0.255623761017242,0,0,0,0,0.18106475491276,0,0,0,-0.0735124675249589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359420773755061,0,0,0,0.0791787191465495,0,0,0,0,0.0520266281394855,0,-0.0504528682158409,0,0,-0.0815131197940363,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.153063466818797,0,0.0782897285812519,0,0.28238256535503,0,0,-0.0296239378872363,0,0,0,0,0,0,0,0,0,0,0,0,0.0818023791282591,0,0,0,0,0,0,-0.260102343505211,0.323216486616627,0,0,0.184428377867135,0,0,0,0,0,-0.0395717545127714,0,-0.0240657420925322
X601939.CH.EQUITY,0.249714558942977,0,0,0,0.102779626452257,0,0,0,0,0,0,0,0,0.137270741581772,0,0,0,0,0,0.0168843086436924,0.14060517877329,0,0,0,0,0,0.128232543522414,0,0,0,0,0,0,0,0,0,0,0,0.167648889272441,0,0,0,0,0.11750490332349,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.306071713620348,0.029509257104265,0.0546335744534693,0,0.0539528775467462,0,0,0,0.0629895693891721,0,0,0,0,0,0,0,0,0,0,0,0.0618149367813054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937895627687712,0,0,0.171038526568732,0.131407582564063,0,0,0.163597867671479,0,0,0,0,0.16282553421986,0,0,0
X5.HK.EQUITY,0,-0.181651590478515,0,0.427791262402232,0,0,0,-0.166108253938735,0,0,0,0,0,0,0,0,0.014106238950598,0,0,0.11306190943235,0,-0.153396959841085,0.52061900161833,0,0,-0.00178539075303873,0,-0.0478416224790185,0,0,0,0,0,0,0,-0.0717363369320435,0,0,0,0,0,0.137761349167873,0,0,0,0,0,-0.173640643760312,0,0,-0.0947495627311598
X601988.CH.EQUITY,0.0523640733083678,0,0.020463835538357,0.087891068313339,0,0,-0.116653452434201,0,0.136107109254343,0.145858511027432,0.29869269741303,0,0,0,0,0,0,0,0,0,0,0,0,0.270604984914925,0,0,0,0,0,-0.0207767745708794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129283973214212,0
X600036.CH.EQUITY,-0.0622093925055489,0.173549972798684,0,0,0,0,0,0,-0.00283038708330248,0,0,0.138799642362945,0,0.254416822586235,0,0,0,0,0.170393435120644,0,0,0,0.00859933858922975,0,0,-0.0424184031051563,0,0,0,-0.02484895896481,0,0.161956419088982,0,-0.0318277558334857,0,0,0.0980195067493762,0,0,0.0747825994563407,0.210933112277057,0,0,0,0,0,0.0725244362354783,0,0,0.1012049220581,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0642019786125711,0,0,0,0,0,0,-0.0643725141017857,0,0,0,0.0737376486349888,0.14408585269212,0,0.156765824121622,0.114108772931736,0.0785760434198707,0,0,0,0,0,0.18080135315046,0,0,0,0.0358867639050024,0,0,0,0,0,0,0,0,0,0,0,0,0.0772346625103796,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0309575383235365,0,0,0,0,0.0482246664452959,0,0,0,0,0.0470913765532519,0.160299066218155,0,0,0,0,0,0,0,0,0,0,0,0.0325110887294523,0,0,0,-0.12877820022682,0,0,0,-0.0110187823965163,0,0,0,0.392186354601468,0,0,0,0,0,0,0,0,0.0594693040452494,0.0801613107663957,0
X601166.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0.152605164070541,0,0,0.00508118032984719,0,0,0,0,0,0,0.248340435417265,0,0,0,0,0,0,0,0,0,0.0271246302420685,0,-0.0172265278960622,0,0,0,0.492794929085825,0,0.16517687382311,0,-0.0696763686820636,0,0,0,0.200331014566709,0,0,-0.072335002236237,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0165330278908742,0,0.0566438512817471,0.294140097179236,0,0,0,0,0,0.167505994040528,1.73472347597681e-18,0,0,0.0101578442071635,0,0,0.0212703623451993,0.176262476766938,0,0,-4.33680868994202e-19,0.162837486832147,0.119765011639557,0,0,0.0268578305925399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885295853755521,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.168262085281213,0,0,0,0.0130192573983471,0.212274641713818,0,0,0,0.291127734674988,0,0,0.0205601074344979,0,0,0,0,0,0,0,0,0,0.150690606654056,0,0,0,0,0,0.0301640746595184,0,0.0501721622878287,0,0,0,0.106975968820809,0,0,0,0,0,0,0,0,0,0.00743419185071549,0,-0.0767229417030854,0,0,0.0269386698538421
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0768159482555791,0.0741053152938315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165100228027486,0.00452693651920667,0,0,0.00892583813173475,0,0,0.0350000847408779,0,0,0,0,0.230206763155595,0,0.0812481708284609,0,0,0,0,0,0,0.0430357826229668,0,0,0.169985806490212,0,0,0
X000001.CH.EQUITY,-0.0750333276896049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130543969095065,0.0580934150540248,0,0,0.00372023282684182,0.198202377606283,0,0,0,-0.218550319366791,0,0.0578874025225925,0,-0.0172322239921124,0,0.25867605670647,0,0,-0.192711339086744,0.28506840747939,0,0.128031123796951,0.231051558349995,0,0,0,0,0,0,0,0,0,0,0,0
