,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0249294997170947,0.513924721560044,0,0,0,0.123620939224541,0,0,0.0818414168572675,0.0348750915978982,0,0,0,0.171997362932483,0,0,0.00897185692824175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148298591066465,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00135344706665081,0.12976769654952,0.271203237411001,0,0,0,0.0358875255103617,0,0,0,0,0.319688968502879,0.0925557743273591,0,0,0.0655039776738473,0,0,0,0.0445972445931391,0,0,0,-0.0500013382104772,0,0,0,0,0,0,0,0,0,0.0706053669026632,0,0,0,0,0,0,0.00205208465352866,0,0,0,0
X601939.CH.EQUITY,0.188607142181321,0,0,0.466142844831959,0.0629460617640396,0.0995204479158181,0,0,0,0.029426423664981,0,0,0,0,-0.0413792501199505,0,0,-0.0204364709148908,0,0,0,0,0,0,0,0,0,0.199849944051582,0,-0.00409430975590035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642339956060925,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.0734326603698548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16081308122786,0,0,0.533698780507204,0,-0.0416486653935748,0,0.10266674997495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0298750354698259,0,0,0,0.225102279832736,0,0.111458050330618,0,0,0.285947430865727,0,0,0,0,0.0409573216655455,0,0,0.0262989994081741,0,0,0,0,0,0,0.054120092374697,0,0,-0.103152192916445,0,0,0,0,0,0.141204642548426,0,0,0,0,0.0739556995499535,0,0,0,0,0,0,0.175314471527931,-0.154491881954833,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.320179040243752,0,0,0,0.107137872724478,0,0,0,0,0,0,0,0.0563784421000356,0,0,0,0,0,0,0,0.104063322096399,0,0,0,0,-0.231662569585836,0,0.0457534927609804,0.0736174446910646,0,0,0,0,0,0,0,0,0.0703712706460747,0,0,0,0,0,0,0,0.0792962733490401,-0.068597591524573
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0139378779066224,-0.0107481870279056,-0.0899667491404177,0,0.0883891704106356,0,-0.15253969145806,0,0.0943992066998787,0,0,0,0.561190622797058,0,0,0.0174005317511659,0,0,0.0892773419739179,0,0,0,0,0,0.0450407063443252,0,0,0,0,0.0550897305225909,0.242279889209308,0,0,0,0.116942590185216,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.243784986825539,0,0,0,0,0,0,0,0,0,0.090477511421431,0,0.115057968845404,0,0,0,0,0.0608259632619666,0,0,0,0,0.0738726166629351,0,0.167694823051227,0,0.0294627267511294,0.119358023775067,0,0,0.0581104536916904,0,0,0,0,0,0,0,0,-0.102658780327205,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.175626047228113,0,0.17534190860629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617988799189306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114246576215571,0,0,0.387672411365175,0,0,0.0424752353257347,0.0117117733581775,0,0.126020441582573,0.0615617100130479,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00560596318290601,0,0.413692869235309,0,0,0,0,0,0,0,0,0.414540202420564,0,0,0,0,0,0,0,0,0.0547018319298013,0,0.0495113367556244,0,0,0,0,0,0,0,0,0,0,0.0134284379671906,0,0,0,0,0,0.0928783239724712,0,0,0.230816258577612,0,0,0,0.0628355403030879,0,0,0,0
X601166.CH.EQUITY,0.0791972335652808,0,0.0733767524891076,0.0462105469818529,0,0,0,0,0,0.144051994153405,0,0.34194299638793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521349624340075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805870008799189,0
X600000.CH.EQUITY,0,0,0.264136031020703,0,0.0968067776803054,0,0.12842372051411,0,0,0.0657389148844591,0.22664622611498,0,0,0,0,0,0,0,0,0.144558592564926,0,0.241888225085503,0,0,0,0,0,0,0.0715305460678944,0,0,0,0,-0.136525376530053,0,-0.2071622395291,0,-0.0600950286756405,0,0,0,0,0,0,0,0,0,0,0,0,0
