,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,-2.16840434497101e-19,0,0.350532846026292,0.171152170106807,0.0293302695349145,0,0,0,0,0,0,0,0,0,0,0,0.178070834256748,0,0,-0.0104227407970433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129002857764159,0,0.032192879855045,0,0,0.0122172602909721,0,0.207229914310994,0,-0.0759487304420334,0.0689909080010251
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.161673366622063,0,0,0.0532094044881361,0.0855674256533334,0,0,0,0.0029190217691181,0,0.202101453640471,0,0.162522069196292,0,0,0,0,0,0,0,0,0,0.173305304520096,0,0,0,0,0.0585387920540457,0,0,0,0,0,0,0,0,0.0343513141688724,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.233326340360126,0,0,0,0,0,0,0.197977726070199,0,0.0375723505281717,0,0,0,0.0754279625375184,0,0.0422020002366866,0,0,-0.0675644350531982,0.379896663505877,0.222630406401547,-0.0517989727892058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19
X600036.CH.EQUITY,0,0.124652439819679,0,0,0,0.0490152413575454,0.133287484538702,0.116704510783447,0,0,0,0,0.168620336936393,0.107872067649815,0,0,0,0,0,0,0,0,0,0,0,0,0.283628128168156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124166398088052,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.097330749812446,0,0.145417889544436,0,0,0.057522372895508,0,0.293474512129089,0,1.73472347597681e-18,0,0,0,-0.0537315228636849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905577010997535,0,0,0.0866572356710132,0,0,0,0,0,0,0,0,0.115931913431115,0,0,0.186088571637599,0,0,0,0,0,0,-0.0694279389838028
X601628.CH.EQUITY,0.0854657944797699,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.10773395169892,0,0,0,0,0,0.235037697317166,0,0,0,-0.0985580290643219,0,0,0,0,0.220002808044414,0,0,0.570880979623683,0,0,0,0,-0.0406189717671532,-0.0358367751323422,0.0668138869634613,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0359074470024807,0,0.277658942485377,0,0,0,0,0,0.106975900662565,0,0,0,0,0,0,0,0,0,0.00997874505796129,0,0,0,0,0,0,0,0,0,0.0563908040031707,0.00385698182128406,0,0.118781382017274,0,0.184434899695315,0.16773954222343,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200840950070334,0.0945782127390102,0.216592457966326,0.10723080975098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305262796862525,0,0,0,0,0.0215062104170816,0,0.229909795358408,0.093342001396534,0,0,0,0.162050694433532,-0.12962117946353,0,0,0,0,0,0,0,0.0748344859585145,0,0,0,0,0.0147334685163987,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114518229533672,0,0.0808649067272933,0,0,-0.0402502870327683,0,0,0,0,0,0,0,0,0,0.0909244559987658,0.127468715118759,0,0,0,0.197022551168263,0,0,0.0151564809057659,0,0,0,0,0,0,0.0277412295994389,0,0,0.322822917496867,-0.050104412452747,0,0,0,0.134270417064844,0,0,1.73472347597681e-18,0.0885958124043942,0,0,0,0
X388.HK.EQUITY,0,0,-0.163049076982538,0,0,0,0.119652777766563,-0.120607337576628,0,0,0,0,0,0,0.242841556596031,0,0,0,0,-0.0908698946185778,0,0,0.223015312396474,0,0,0.205494563739605,0,0,0,0,0,0.151238514617668,0,0,0,0,0,0,0,0.115212766996609,0,0,0,0,0,0.0450344275935098,-0.101209732834786,0,0,0,0.147972394119574,0
