,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.158624449827224,0,0,0.275030207322895,0,0,-0.0654663807586343,0,0.219657144183826,0,0,0,0,-0.0489463449900041,0,0,0,0,0,0,0,0,0,0,0,0.112401860787731,-0.10159641580958,0,0,0,0,0,0,0,0,0,0.0391823375319578,0,0,0,0,0,0,-0.0649790530016906,0,0,0,-0.0069758485023642,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.18000142995316,0,0.0732413944568875,0,0.290058052657564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793646784990803,0,0,0,0,0,0,-0.274097058197156,0.251498312350885,0,0.00112279341670113,0.208416808860446,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.457102313768633,0,0,0.0459246168768332,0.104473850868997,0,0,0,0.0419626959584573,6.93889390390723e-18,0,0,0,0.154011145950237,0,0,0,0,0,0.0283231823154509,0.132406567161316,0.0132910724921631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308246994442661,0,0,0,3.46944695195361e-18,0,0,-0.141865990150848,0,0,0,0,0
X601288.CH.EQUITY,0.350648981301112,0.0148522331073742,0.127121098174071,0,0.102767111039354,0.106594851895886,0,0,0.100194702121553,0,0,0,0,0,0,0,0,0,0,0,0.0489932811067996,0,-0.0203902936300774,0,0,0,0,0,0,0,0,0,0,0.0566268085927992,0,-0.0691789075799365,0,0.181181751056003,0.127952837066883,0.0468641056521897,0,0,0.02781204734773,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.205115297936932,0,0.191921624941642,0,0,0,-0.25011645705835,0,0,0.118878551402248,0,0,0,0,0,0,0.0700339507770901,0,0.0520684058678531,0,0.597129064920507,-0.0499595883955813,0,0,0,-0.0737244087852902,0,0,0,0,-0.0231841977149555,0,0,0,0,0,0,0.0755821491870169,0,0,0.171450305134701,0,0,0,0,-0.0369366293276268,-0.130629806956287,0,0,-0.249072935534969
X601988.CH.EQUITY,0,0,0.136661741630038,0.0776705240626265,0,0,-0.15674429868048,0,0.0100596047232295,0.253718828768201,0.152663344086217,0,0,0,0.074152832437279,0,-0.193504081373192,0,0,0,0,0,0,0.590015546962967,0,0,0,-0.124058901124548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799344620232203,0,0,0,0,0,0,0,0.0482461476817694,0
X600036.CH.EQUITY,0,0.0924538943603151,0,0,0,0,0,0,0,0,0,0,0,0.187021135650603,0,0.0831338966765836,0,0,0.043783439469744,0,-1.73472347597681e-18,0.0254092518664553,0,0,0,-0.0425203675348365,0,0,0,0,0,0.275287115738082,0,-0.0440091222131752,0,0,0,0,0,0.0586557085442537,0,0,0,0,0,0,0.268567133518558,0,0.157820180202541,0.136732576188074,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0.0645366517654287,0,0,0,0,0,0,-0.0651067567520877,0,0,0,0.0744345219596798,0.144302484703747,0,0.15939887018552,0.0787317699153996,0.114570014284291,0,0,0,0,0,0.179973239198182,0,0,0,0.035375068142529,0,0,0,0,0,0,0,0,0,0,0,0,0.078241547757271,0,0,0,0,0
X601628.CH.EQUITY,0,0.0518137203541513,0,0.57185630780898,0,0,0,0,0,0,0,0,0.0328999116697005,0,0,0,0,0,0,0,-0.0452836422008119,0,0.0702143455952251,0,0,0.0286464291101298,0,0,0,0,0,-0.0866944348985061,0,0.1405724842092,0,0,0,0,0,0,0,0.063690598755743,0,0,0,0.0376333453432772,0,0,0,0,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0.155792083386497,0,0,0,0,0,0,0,0,0,0.254676884045332,0,0,0,0,0,0,0,0,0,0.034038633859682,0,0,0,0,0,0.505860322781101,0,0.185537238871255,0,-0.0692132194039208,0,0,0,0.197900957059822,0,0,-0.130054973262692,0,0,0,0,0,-0.01584740573096,0,0
X601328.CH.EQUITY,0,0.0107402438330772,0.0298345609368643,0,0.0772450078028889,0.289631587687848,0,0,0,0,0,0.155718886252736,0,0,0,0.0137616726316439,0,0,0.0214141732640881,0.149548763691822,0,0,0,0.170562508809618,0.122886951063904,0,0.0100794639852598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808968288506883,0,0,0,0,0,0,0,0
