,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.13060160663378,0,0,0,0,0,0,0,0,0,0,-0.121324412126731,0.58698663052656,0,0.84390658586616,0,0.0550086148935148,-0.113665236062454,0,0,-0.12993049871104,0,0,0.00432415190065849,0,0,-0.086503040635662,0,0,0,-0.345139258548235,-0.0628355234486511,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.0430921118792294,0,0,-0.0172395192669449,0,0,0,0,0.0635341507126967,0,0,0,0,0.295088908948698,0.024996829903981,0,0,0,0,0,0,0,0,0,0.106297998385671,0,0,0,0,0,0.655606168091799,0,0,0,0,0,0,0,-0.0209317002118542,0.0261942333954008,0,0,0,0,-0.0470490775899627,0
X601939.CH.EQUITY,0,0,0,0.787640050246074,0.0698109248179481,0,0.0588623996939171,0,0,0,0,0,0,0.0298447676764257,0,0,8.67361737988404e-19,0,0,0,0,0,0.00385105581226818,0.00692760284702855,0,0,0,0,0,0,0,0.0753546895865644,0,0,0,0,0.0035473984970592,0,0,0,0,0,0,0,0,0,0,0,0.0341061002286047,0,0,0
X601288.CH.EQUITY,0.0103252894419952,0,0.897329204750053,0,-0.0656081991154067,0,0,0,0,0,0,0,0,0,0.0041398486878823,0,0.0428593898688074,0.115178969705587,0,0,0,0,0,0,0,-0.0627145136445689,0,0.0506651970981004,0,0,0,0,0,0,0,-0.0967000951945723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460167621707267,-0.00999640655146571
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.068372307936228,0.860524255981464,0,0,0,0,0,0,0,0,0,0,0.101393063845539,0,0,0,0,0,0,-0.0685939283352307,0,0,0,0,0,0,0.168906657129989,0,0,-0.075066630190006,0,0,0,0,0,0,0.0098084697792545,0,0,0,0.0404539238450753,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16737578852313,0,0,0,0,0,-0.265621980317377,-0.234362120452744,0,0,0.0254702512121981,0,0,0,0,-0.0568011596537633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283913492622615,0,0,0,0,0.0246105808338558,0,0
X600036.CH.EQUITY,0,0,0.300551414843342,0.0739312412851572,0,0,0,0,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021362698156081,0.0661070644585642,0,0,0,0.43858460086398,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0.0590282572225404,0,0.0658707991935042,0,0,0,0.0344745047749546,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.361882936845506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202052468549353,0,0,0,0,0.0451389421650481,0.231069075389587,0,0,0,0.114994636742035,0,0,0,0,0.0163842342583642,0,0,0,0,0,0,0,0.485573394177392,0,0.022583082496386,0,0.0837772650202473,-0.0470938424088447
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270248678009664,0,0,0.339621178986988,0,0,0,0,0.0495496294956831,0,0,0.548007070192218,0.00481987117916275,0,0,0,0,0.278235402804213,0.0450645998125171,0,0,0,0,0,0,-0.369295858986595,0,0,0.121758390771489,0,-0.0966648400057152,0.0328069712339478,0,-0.0418731536432376,0,0,0,0.154494515367492,0
X388.HK.EQUITY,0,0,0,0,0.474386454233035,0,0,0,0,0,-0.182198607027365,0,0,0,0,0,0,0,-0.304537421163807,0,0,0.0945447242584538,0,0,0,0.289723642961305,0,0,0,0,0,0,0,0,0,0,0,0.226869349427109,0,-0.0633545728918658,0,-0.247015033875772,0,0,-0.0336768494992577,0,0,0,0,0,-0.0618989927829757,0
