,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.203194568032576,0,0.23577411415979,0,0,0,0,0.0561600769369806,0.0653572941448833,0,0,0,0,0.0376575843195563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802686849702925,0,0,0,0,0.0817790699886413,0,0,0,0,0,0.117457931283898,0,0,0,0,0.0263967230262658,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.110547552552649,0,0,0.161046638338762,0,0,0,0.202467927654715,0,0,0,0.155164340190058,0,0,0,0,-0.122598554659438,0,0,0,0,-0.0694136994580194,0,0,0,-0.0383353105125706,6.93889390390723e-18,0,0,0,0.127056926025271,0,0,0,0,-0.213777390561275,0.27501880103901,0.196906769492849,0.0775087391328977,0,0,0,0,0.0159059758784824,0.140233249169014,0,0
X601939.CH.EQUITY,0.29482546197553,0,0,0,0,0,0,0,0,0,0.0823811339145206,0,0.187085500089459,0,0,0,0,0,0,0,0,0,0,0,0.0724165419384158,0.0425173040702165,0,0,0,0,0,0,0.171053964518598,0,0,0,0,0,0,0,0.094380259791906,0,0,0,0,0.0774688083896432,0,0,0,0,0,0
X601288.CH.EQUITY,0.398362052468002,0,0,0,0,0.267693239728281,0,0,0,-0.0262764003134031,0,0,0,0,0.0528579606628816,0,0,0,0,0,0.0199216184022841,0,0,0,0,0,-0.0193847222683257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204433054928715,0,0,0,0,0,0,0,0.00786205148592146,0.093545865652437,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0487859504470002,0,0,0,0,0,0,0,0,0,0.367406822323909,0,0,0.127030858529852,0,0,0,0,-0.0539795609544978,0,0,0,0,0.589245502741912,0,0,0,0,0,0,0,0,0.0493031754470203,0,0,0,0,0,0,0,-0.171570215061185,0,0,0,-0.0321716430088564
X601988.CH.EQUITY,0.153270660877592,0.148453940784824,0.258280212584606,0,0.0236898228998732,0,0,0,0.0261130781490022,0,0,0,0,-0.112901926360205,0,0,0,0.0611968447585234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158404306008883,0.0269825073504296,0,0.0231897840825303,0,0,0,0,0,0.175668972057839,0,0,0,0,0,0,0.0445194208365599,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.18896569928881,0,0,0,0.0205942034974229,0,0.0809486262653111,0,0,0,0,0.546213159076576,0,0,0,0,0,0,0,0,0.0524431665469634,0,0,0,0,0,0,0,0.0642778508958072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0898796655785826,0,0,0.390999602645092,0,0,0.124613727958944,0,0,0.0734976667329308,0,0,0,0,0,0,-0.0324079235611198,0.379529746495425,0,0,0,0,0,0,0.0455000847772964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.203472179904044,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0618821313614493,0,0,0.0546442032425919,0,0,0.174208081096331,0,0,0,0,0.195945179290295,0.0349133696246446,0,0,0,0,0,0.0553577517479241,0,0,0.0450158176130596,0,0,0,0,0,0,0,0,0,0,0.091804551054363,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0312588488882139,0.0928526613279558,0,0,0,0,0,0.225760474592108,-0.205461533409127,0,0,0,0,0,0,0,0,0.183985992483319,0,0,0,0,0,0,0.146315724604934,0,0,0,0,0,0,0,0,0,0,-1.0615093055713,0,0,1.44214671256628,-0.316499195956592,0,0,0,0,0,0
