,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.171137302452057,0,0.187741132959117,0,0,0,0,0.220164770674389,0.0141562916627923,-1.38777878078145e-17,0,0,0,0,0,0,-0.0229009368824675,0.300070544901601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616068674224762,0,0,0,0,0
X601939.CH.EQUITY,0.485082717975858,0,0,0,0,0,-0.0489475217029345,0,0,0.0162568731502279,0.192057686291833,0,0.22966434190057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150304194653867,0,0
X601318.CH.EQUITY,0,0,0,0.0321213818926957,0,0,0,0,0,0,0,0.200559640592704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129679713648815,0,0.129161941660656,0,0.126923969560266,0.207894405275204,0,0,0,0,0
X601288.CH.EQUITY,0.385344814529173,0.108980545263656,0.0844842442290724,0,0.130252494899146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554301968684573,0.0290347118664706,0,0,0,0,0,0,0,0,0.0912612224773262,0,0.0219564536920501,0.00618670605520519,0,0,0,0,0,0,0,0.0493757554614759,0.00192507637022092,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.307386411072313,0,0,0,0,0,0,0.295817572716086,0.238995403153156,0,0.0481835382429479,0.0668252031720209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208152462511814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281283425584482,0
X600036.CH.EQUITY,0,0,0.0211413813980339,0,0,0,3.46944695195361e-18,0,0,0,0,0.409110836577631,0,0,0,0,0,0,0,0,0,0,0.0525329051901814,0.121981815693567,0,0,0,0,0,0,0,0,0,0,0,0.0842579929057074,0,0,0,0.0583539278655333,0,0,0,0,0,0,0,0,0,0.261039941330605,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0877600594556086,0,0,0,0,0,0,0,0,0,0,0,0.162497098862323,0,0,0,0,0.108839215231967,0,0,0,0,0,0.108000164957437,0,0,0.0772373275500631,0,0,0.221767790917182,0,0,0,0,0,0,0,0,0.00909374701867537,0,0,0,0.17600856883933,0,0,0,0
X5.HK.EQUITY,0,-0.250035523260406,0,-0.0697152319283869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23687637092857,0.0852635209947032,-0.808904448082158,0,0.441874562504309,-0.0196094978347288,0,0,0,0,0,0,0,0,0,0,0,0,0.42230552502437,0,0,0,0,0,0,0,0,0,0,-0.102569033684317
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0853149289526916,0,0,0,0,0,0,0,-3.46944695195361e-18,0.250385918608451,6.93889390390723e-18,0,0,0,0.348015287026387,0,0,0.0649049708316603,0,0,0,0,0,0,0,0.00769500825442026,0,0,0,0,0,0,0.0144692020444848,0,0,0,0,0,0,0.0723418985741991,0
X601658.CH.Equity,0,0,0,0.232756994489409,0,0,0,0.0955250059748056,0,0,0,0,0,0,-0.151655297254363,0,-0.0912085670090629,0,0,0,0,0,0,0.00964682764656689,0,0,0,0,0.848226143962275,0,0,0,-0.176094347918248,0,0,0,0,-0.0296185638687281,0,0,-0.216555604528938,0,0,0,0,0.769474478334231,0,0,0,-0.144405465534101,0,0
X601328.CH.EQUITY,0,0,0,0.187115562504306,0,0,0,0,0,-0.0879641666978876,0,0,0.246178460301195,0,0.0194751146058308,0,0.0239441004357834,0,0,0,0,0.241754979331448,0,0,0,0,0,0,0,0.0334980171195645,0.225487393629367,0,0,0.111613092200148,0,0,0.0237641088563542,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0462718199721444
X601166.CH.EQUITY,0,0.114980585095992,0,0,0,0.212274371409503,0,0,0.0208518180500982,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0923592921658841,0,0,0,0,0,0,0,0.0429900805981157,0.205638457302205,0,0,0,0,0,0,0.0118769160661591,0,0.0204862249893092,0,0.0420766453234564,0.0709843075957262,0,0,0.0416972990765669,0.0952906319460633,0,0,0.0650994059376381,0.0108267838028046,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.144647102536214,0,0,0,0,0,0,0,0,0,0,0.416160520977073,0,0,0,0.195986361832249,0,0,0,0,0,0,0.0379229245532223,0.0821978661893153,0,0,0,0,0,0,0,0,0,0,0.0548774653767855,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049748453422752,0,0.452169085350367,0,0.184414353336522,0,0,0.137035941713316,0.0956602120491154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.196564159787533,0,0,0.00425256073019802,0.446617637001559,0,0,0,0,0,0,0,0,0,0,0,0.0359577607516791,0,0,0,0,0.0319731331988148,0,0,0,0,0,0,0,0,0,0,0,0.00931035722968966,0,0,0,0,0,0,0,0.0290719364476248,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880965270292428,0,0,0,0,0,0,0.0202658388324264,0,0.238485915660945,0.245539840437459,0,0,0,0,0,0,0,0,0,0.0020153806119078,0.297352721794491,0,0,0,0.127742573113778,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168302384017409,0,0,0,0,0,0,0.207236024130928,0,0,1.38777878078145e-17,0,0.146625259446954,0,0,-0.0120350501917916,0,0,0,0,0.203999996729434,-0.100603604805952,0,0.310457873090127,0,0,0,0,0,0,0,0,0,0,0,0.104674595025241,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.204260580496419,0,0,0.0537848036660659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15812468131729,0.370487768753399,0,0,0,0,0,0,0,0,0,0,0,-0.0525440810652415,0,0,0,0,0,0.147806950938165,0,0,0,0,0
