,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.239057981075872,0,0,0,0,0,-0.206469567224967,0,0,0,0,0,0,0,0,0,0,0,0.459735971021831,0.455526554673134,0,0,0.111305081771376,0,0,0,0,0,-0.0830402079222785,0,-0.180457844574946,0,0,0,-0.617191530740514,0,0,-0.0895708406844223,0,0.0320223143904965,0,0,0.0317408890418128,0,0,0,0.0078490684408712,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0
X601939.CH.EQUITY,0.0567918565893747,0,0,0.103078282014842,0,0,0,0,0.0393242711096626,0,0,0.310626212508562,0.138734896089879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371693606941338,0,0,-0.0770386040739091,0,0,0,0,0,0,0.0748456545809996,0.450656786632465,0,0,0,0.0707574363955212
X601288.CH.EQUITY,0,0,0.244173714471081,0,0.388071106478185,0,0,0.0565493954310876,0,0,0.0278727269437146,0,0.130120123737035,0,0.0114484741668575,-0.0259023239254677,0,0,0.0882469816135722,0,0,0.0518202685076439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752041841893664,0,0,0,0,0
X601988.CH.EQUITY,0,-6.93889390390723e-18,0.0443782036235835,0.341472560734778,0,0,0,0,0,0.182019624084727,0,0,0,0,0,0.192848602656541,0.176587592258206,0,0.0325527967479295,0,0,0,0,0,0,0,0.0261428691614231,0,0,0,0,0,0,0,0,0,0,0,0,-0.508845932690839,0,0,0.0746643431126477,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00738800271493454,0.0911509110078388,0,0,0,0.0312273002447353,0.0622800926912393,0,0,0,0.105180332512309,0,0,0,0,0,0,0,0.127943249887394,0,0,0,0,0.00966312853870632,0,0,0,0,0,0,0,0,0.390324718428016,0,0,0,0,0,0,0,0,0,0,0,0.0783034828993512,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.299195912239618,0,0,0,0,-0.0757968178073738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754197577336403,0.207409388433471,0,0,0.148000426283457,0.0647108114692727,0,0,0,0.0056362518549298,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0380673449993347,0,0,-0.0528164366468825,0.040941783691751,0.0407757556201807,0,0,0,0,0.18639827462158,0,0,0,0,0,0.155863068787543,0.139915388919782,0,0,0,0.186370637899637,0,0,0,0.317114193889276,0,0,0,0,0.135418501350871,0
X5.HK.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405291223173149,0,0,0,0,-0.452898826431423,0.652326049268934,0,0,0.121504784587167,0.614412036033505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497963206558389,0,0,0,0,0,0.181875135948831,0,0
X601658.CH.Equity,0,0,0,0.0294838576092955,0.00542369858864139,0,0,0,0,0,0,0,0,0,0,0,0,0.254892931027994,0.120304067642208,0,-0.0850645538091629,0,0,0,0,0,-0.00596529058132981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270123951694813,0,0,0,-0.0321682609507808,0,0,0,0,0,-2.16840434497101e-19
