,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0146120027581553,0,2.77555756156289e-17,0,0,0,0,-0.174487069654726,0,0,0,0,0,0,0,0,0,-0.198006618774442,0.708247724542121,0,0.742264817779465,0,0,0.0455286571119506,0,-0.0982759198820745,0,-0.115768568822206,0,0.00331359731722162,0,-0.334377308570757,0,0,-0.0624733403091587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.155643918004713,0,0,0,0,0.0858417525463626,0,0,0,0,0,0,0,0,0.260970131258389,0,0,0,0,0,0,0,0.0992420974895973,0,0.0440386360295186,0,0,0,0,0,0,-8.67361737988404e-19,0,0.244481244055337,0,0,0,0,0,0,0.0157677537741345,0.0143498378086543,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.812573288836195,0,0.0607954169147628,0,0,0,0,0,0,0.0321285350031917,0,0,0,0.0213925619493478,0,0,0,0,0,0.0100995298105742,0.00682570384063083,0,0,0,0,0,0,0,0.0413799421676332,0,0,0,0,0,0,0.00988050195006189,0,0,0,-0.0155104431700889,0.0249162464288802,0,0,0,0,0.0558260959410859,0,0,0
X601288.CH.EQUITY,0.0574415934348071,0,0.889217724972887,0,0,0,-0.0575759445403211,0,0,0,0,0,0,0,0,0,0.0261236142334665,0,0.11761579483952,0,0,0,0,0,0,0.0262174048067318,-0.0797554233241678,0,0,0,0.00493559758982743,0,0,0,-0.0230129751146752,0,0,-0.094017570578241,0,0,0,0,0,0,0,0,0,0,0,0,-0.061012972372722,-0.0218295568691993
X601988.CH.EQUITY,0.0819869172860987,0,0,0,0,0,0,0,0,0,0,0,1.2255309671119,0,0,0,0,0,0,-0.230124676702484,-0.0414961959160801,0,0,0,0,0.0506502857268869,0,0,0,-0.118574996178602,0,0,-0.0906514411277667,0.00128718034135992,0,0,-0.156744465254268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122044015861138
X600036.CH.EQUITY,0,0,0.279987663010607,0.0979943396421359,0,0,0,0.0167637068969149,0.0193726418400219,0,0,0,0,0,0,0,0,0,0,0.0263998493126239,0,0,0,0,0,0.065884954177359,0,0,0,0.103346835613869,0,0,0.372920790524581,0,0,0,0,0,0,0,0,0,0,-0.0577219480594457,0.0630661620973764,0.0701886720002864,0,0,0,0,0.0648686104137418,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.108843269501986,0.00723556645247305,0.827590641692583,0,0,0,0,0,0,0,0,0,0,0.0711517604695631,0,0,0,0,0,0,0,-0.0467217835972421,0,0,0,0,0,0.0669806929855446,0,0.118138221510154,0,0,0,0,0.0137092967393381,0,8.67361737988404e-19,0,0,0.129249519058819,0,0.181916392245296,0.174048376866158
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.26486281742124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216183148491979,0,0.050097634824922,0.045734255751867,0,0,0.0706338730329243,0.260160222334259,0,0,0.0747657844004858,0,0,0,0,0,0,0,0,0,0,0,0.451589272389029,0,0,0.0153429021291922,0.0252154764273419,0,-0.0797131398811356
X5.HK.EQUITY,0,0,0,0,0,0,-0.230289699102853,0,0,0,0,0,0,0,0,0,0.421840369364522,0,0,0,0,0.0707610581144317,0,0,0.467514283087912,0,0.00576223925092646,0.291269653985559,0,0,0,0,0,0,0,0,0,0,0,-0.161959389597953,0,0,0.138616635704749,-0.0418946854293845,0,-0.037295434275401,0,0,0,0.00474835982049934,0.0836452334532736,0
X601658.CH.Equity,0,0,0,0.2273047997488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109886020316109,0.2431470403037,0,-0.17566009520249,0,0,0,0,0,-0.130754309862672,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.415180522057072,0,0,0,0,0,0,0,0,0,0
