,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.422298004279071,0.110115720198505,0.0898321590208849,0,0,0,0,0,0,0,0,0,0,0,0.0720127330678936,0,0,-0.0437422314548936,0,0,0,0.033533275597358,0,0.0987448542771432,0,0,0,0,0,0,0.0036706810186067,0,0,0,0,0,0,0.0977249004593893,0.0290377168987925,0,0,0,0,0,0.232324686490432,0,-0.10419789231127,0
X601318.CH.EQUITY,0,0,0,6.93889390390723e-18,0,0,0,0,0.148008339077336,0,0,0,0.0318828951351893,0,0,0,0.00136264010823477,0,0.147742831627243,0,0.0995453017075462,0,0.0368394354962977,0,0,0,0,0,0.107600479339101,0,0.054230580121256,0,0,0.0235430895952163,0.155492736363818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.264858330049009,0,0,0,0.138081523839431,0,0,0,0,-0.036368719252173,0.105521975342664,0,0,0,0.0653235040186106,0,0,0,0,0.0977103646095706,0,0,0,0.269525223571213,0.220904723231866,0,0,0,0.00376832532417499,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.199313419803174,0,0,0,0,0,0.136722222425058,0,0,0,0,0.196486084289362,0,0,0,0,0.0375207252185304,0,0,0,0,0,0,0,0.0549117955176167,0,0.259766487136667,0,0.0305311561922437,0,0,0,0,0,0,0,0,0,0,0.0117441334697882,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.114853116750517,0,0.0797465051249448,0,0,0.0985978079451671,0,0.381250766349122,0,0,0.0193606769993255,0,0,0,0,0.0465872843998893,0,0,0,0,0,0,0.0135970230880573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193096623550886,0,0,0,0,0,0.0879399761447988,-0.0275884834226844
X601628.CH.EQUITY,0.079839489600056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150466625984078,-0.0183586956343091,0,0,0,0,0.141267922925951,0,0,0,-0.0401564806642979,-0.108863630262254,0,0,0,0,0.18266860846765,0,0,0.0512391544465671,0.55248041215172,0,0,0,-0.039860562562297,0.0897003565890606,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0348036902059318,0,0,0,0,-0.0814992809780293,0,0.0969015886575849,0,0,0,0,0,0.00632324516764924,0,0,0,0,0,0,0,0,0,0,0.0223589400264899,0,0,0,0,0,0,0,0,0,0,0,0.072733835770937,0,0.294620268394489,0.265881382162696,0,0.176312347071825,0,0,0,0,0,0.28844354730384,0,0.0875266674893215
X601988.CH.EQUITY,0,0,0.0862168407549501,0.168678827000105,0.14835778453028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327555350817624,0.0268312639623384,0,0,0,0,0,0,0.26127468930785,0.119453281709959,0.165770612006789,0,0,0,-0.046289408455164,0,0.00734777942208588,0,0,0,-0.0858455126891642,0,0,0,0,0,0.046978709695129,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0303682659173775,0,0,0,0,0,0.177689700202782,0,0,0,0,0,-0.203092502500156,0.04333361280186,0,-0.0435378117757944,0,0,0,0,0.0454904349436049,0.218694958929369,0,0.0598573532415138,0,0.35094972572976,0,0,0,0,0,0,0,0.0498766839009219,0,0,0,0.207742039681004,-0.0452952201141693,0,0.375020282501628,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0159444918145041,-0.165894595585133,0,0,0.170354776355462,0,0,0,0,0,0,0.162566223523309,0,0,0,0,0,-0.147302310319257,0,0,0.269708254721616,0,0,0,0,0,0,0.0291824606787609,0,-0.00138320037569078,0.157339666751895,0,0,0,0,0,0,0.311817003673378,0,0.0676842287570177,0,0,0,0,-0.258077103213178,0,0,0.16313935080216,0.0907059007716478,0
