,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.131896648287921,-6.93889390390723e-18,0.177854449626713,0,0,0,0,0,0,0,0.323391408830473,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.167198748877147,0,0,0,0,0.103969741461552,0,0,0,0,0,0,0,0,0.0675192164355996,0,0,0.17154936451638,0,0,0,0,0,0,0,0,0,0.138111136230212,0.0112495761119973,0,0,0
X601318.CH.EQUITY,0,0,-0.110355481761412,0,0,0.0718550246848606,0,0,0.167326077334253,0,0,0,0.112222861569686,-0.0257019963088924,0,0.282695147738135,0,0,0,0,0,0,0.0389622728792622,-0.00591790658440467,0,0,0,0,0,0,-0.189532056397644,0,0,0,0.312177609307096,0,0,0.031874164490874,0,0.233372835062229,-0.187409610516719,0,0.183243964797065,0.133462480866334,0,0,0,0,-0.0810720463541166,0,0,0
X601939.CH.EQUITY,0.617452212840588,0,0,0.0278771546178149,0.0341580188114569,0,0,-0.075462119544958,0,0,0.173229494557659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370810201873398,0,0,0,0,0,0,0,0.274284364898152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.301195050160007,0,0.138372816842069,0,0,0.340580394675551,0,0,0,0,0.0251800484145361,0,0,0,0,0,0,0.0564165190752578,0,-0.0047050240277612,0.0407607719091164,0.072754888243911,0,0,0,-0.0442072557603791,0,-0.0680565489267694,0,0,0,0,0,0,-0.13391770231821,0,0,0,0,0,0.206809112633066,0,0,0,-0.082368292774251,0,0,0.122728080468726,0,0,0,0
X5.HK.EQUITY,0,-0.050678018572669,0,0.0419956414861522,0,0.212695208352272,0,-0.164663648467812,0,0,0,0,0.224019820485482,0,0,0,0,0,0,0,0,0.534482996649385,0,0,0,0,0,0,0,0,0.235969343920783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101547362304463,0,0,0,-0.0223806845483767
X601988.CH.EQUITY,0.152825302049935,0.0866298125082952,0.362325029558095,0,0,0,0,0,0.163770807496038,0,0,0.0527115124643862,0,-0.13212617119991,0,0,0,0,0,0,0,0.112844767404576,0,0,0,0.00206649195359696,0,0,0,0,0,0,0,0,0,0,0,0.0987401613534063,0,0,0,0,0,0.0892453106742306,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0471525487848765,-0.0738190872924992,0,0.291220731803787,0,-0.0541684144836494,0.0373702585043763,0,0.303271296150748,0,0.20080733600862,0,0,0,0,0,0.0519437306675576,0,0,0,0,0,0,0,0,0.0257430917691362,0,0.0088788991334652,0.0261726978483116,0,0.109008350530998,0,0,0,0.0543191417003999,0,0,0.0302828798394152,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0147182473612395,0,0,0,0,0.0107091681222558,0,0,0,0.137326078722966,0,0,-0.167547007267197,0,0.0681234332341421,0,0.210275925052921,0,0,0,0.00822568849311553,0,0,0.245275019113813,0.100660203217931,0.0541937544535838,0,0,0,0,0,0.0780380381722331,0.0773587619972317,0,0.00810919396258876,0,0,0,0,0,0,0.0177645835842799,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.129167391350328,0.215435837879337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732066379254656,-0.103682297761131,0,0,0,0,0.208726765133237,0,0,0,-0.0989100738887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133662577760044,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.230469208752707,-0.473152728456464,0,0.015356936405949,0,0,-0.0461702073888285,0,0,0,0,0,0.535314248793748,0,0,0,0.122754603337669,0,0,0,0,0,0,0,0,0,0,0,0,-0.602388962597404,0.1326874946268,0,0,0,0,0.686657314265907,0,-0.11065294302737,0,-0.207730106015988,0,0
