,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.267232183980885,0.13241907282525,0,0,0,0,0,0,0,0,0,0,0.183245699709639,0,0,0,0,0,0,0,0,0,-0.310991192751106,0,0,0.905511912885128,0,0,-0.186702099340598,0,0,0,0,0,0,0,0,0,0,0.0213355323451714
X601318.CH.EQUITY,0,0,0,0,0,0,0.123855335048687,0,0.192144438675433,0.0157979259543849,0,0,0,0.0345599233329764,0.0652762695832585,0,0,0,0,0.133700270399027,0,0,0.0892760701571359,0.0200127385809449,0,0,0,0,0,0,0,0,0,0,0,0,0.149648855378772,0,0.209663769920478,0,0,0,0.0397368083143944,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.325097854531526,0,0,0,0.161015512754915,0,0,0,0,0,0,0,0,0,0,0,0,0.0313797830331122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134961426766599,-0.110135198312906,0,0.11621130375677,0,0.432301363845647,0,0,0.0523978080795272,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.554004211066299,0.21676026576976,0,0.422843522899421,0,0,0,0.433928151954273,-0.149363679939324,0.138341765508665,0,0,0,0,0,0,-0.228773814778655,0,0,0,0,0,0,0,-0.60928923762569,0,0,0,0,0,0,0,0,0,0,0,0,0.11963573928164,0,0.161438037123673,0,0,0,-0.110433705622532
X5.HK.EQUITY,-0.028944300226175,-0.0713832806661802,0,0,0,0.0733630791832751,0,0.00718402020979682,0,0,0,0,0,0,0.0908712974520671,0.0582116965420058,0,0,0,0.844826281816686,0,0,0,-0.190667246389848,0,0,0.0692054841281617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137166764925849,0,0,0,0,0.11280272003662,0,0,0
X601988.CH.EQUITY,-0.293311123560794,0,0,0,0.416313167932549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649986506233575,0,0,0,-0.0990587993137984,-0.0461838499669159,0,0,0,0,0,-0.446038898999193,0,0,0,0,0,0,0,0,0,0.147194800279883,0,0,0,0,0,0.0978561517467251,0,0,0,0,0
X600036.CH.EQUITY,0,0.325365367002928,-0.064031858779272,0,0,0,0,0,0,0.595576602951218,0,0.116232237971887,0,0,0,0.153410814514557,0,0,0,-0.214957353404309,0,0,-0.0106320147352398,0.269627012934732,0,0.115940296338916,0,0,0,0,0,0,0,-0.289191789514302,0,0,0,0,0,0,0,0,0,-0.105369505014975,0,-0.0567290935088661,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267330172997028,0,0,0,0,0,0,-0.0886547592380684,0,0,0,0,0.0255586122340642,0,0,0,0,0,0,0,0,0,0.146395000373369,0,0.114633558879637,0,0,0,0.102160590409854,0,0,0,0,0,0,0.00900440009768246,0,0,-0.0986076216524311,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.164280278632919,0,0.0269142018465664,0,0,0,0,0,0,0.184562268679195,0,0,0.375978625657823,0,-0.00917862140095826,0,-0.00568831837430436,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646998469638334,0,0,0,0,0,0,0.184566113614694,0.0153283173018676,0,0,0,0,-0.0493351356744271,0,0.0626823636666542,0,0,0,0,0
X601328.CH.EQUITY,0,1.38777878078145e-17,0.138289372380755,0.0674899005722517,0,0,0.620975218468767,0,0,0,-0.0585256945065016,0,0,0,0,0,0,0.0226339063382327,0,0,0,0,0,0.276518279828703,0,0,0.274748802144174,0,0,-0.031234960570928,0,0,0,0,-0.00356233343337181,0,0,0,0,0,0,0,0,0,0,-0.622270068543955,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.270660896427694,-1.73472347597681e-18,0,0,0,0,0,0,0.217920353681625,-0.000878486178087027,0,0.00235106839250385,0,0,0,0,0.0626042378805945,0,0,0.110400900936116,0,0,0,0,0,0.174757055091511,0,0.0878244731294586,0,0,0,0,0,0.0398021717494565,0,0,0,-0.0294909753948842,0,0,0,0,0,0,0,0,-0.022355246100237,0
X600000.CH.EQUITY,0.0106698609541455,0,0,0,0,0,0.247146170647024,0,0,0.384711011159918,0.133336029597918,0,0,0,0,0,0,-0.191874547477463,0,0,0,0,0.103804207578618,0,0,0,0.218572441623931,0,0.0800683633573319,0,0,0,-0.139677368930317,0,0,0,0.0445258665242531,-0.247519024230072,0,0,0,0,-0.0855921308554876,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386604329527395,0,0,0,0,0,-0.0570811895818004,0,0.107914627567995,0,0,0,0,-0.0744382490763744,0,0,0,0,0,-0.010857451595057,0,0,0.402283844858781,0,0,0,0,0,0,0,0,0,0,0,-0.139771695592709,0.0379403888845385,0,0
X601601.CH.EQUITY,0,0,-0.0927862146934506,0,-0.109421283959418,-0.152294149092717,0.055465448312289,0,0.6721615318553,0,0,0,0,0,0,0,0,0,0,0,0,0.0214376735549811,0,0,0,0,0.113370661956682,0.14401073121779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264100048546748,0,0,-0.00142692225270693
X000002.CH.EQUITY,0,0,0,0,-0.0414273653692738,-0.0768407808773918,0,0,0,0,0,0,-0.100064526956187,0.282328158104531,0,0,0.0581981024157502,-0.0774444086952053,0.268231036592167,-1.0842021724855e-19,0,0,0,0,0,0,0,0.256174821681796,0,0,0.2354451645775,0,0,0.466088204384263,0,-0.0778396793545745,0,0,0,0,0,0,0.0730200077766856,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.0296834893897725,0,0.176211592899015,0.0225792578010721,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0970665827608504,0.374288593130732,0,0,0,0,0,0,0,0,0.0192206277819566,0.434666939494142,-1.38777878078145e-17,0,0,0,0,0,0.181251894918915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0.00383964682959517,0,0,0,0.023632080515689,0,0,0.0563201000164804,0,0,0,0,0,-0.0552568175548308,0,0,0,0,-0.167694980961922,0,0,0,0,0,0,0,0.288548059126304,0,0,0.0246722236707914,0.258705253335186,0,0.0912554658309263,0,0,-0.0441148489369208,0,0,0,0.574460811966734,0,0,0,0,0,0,0,0,0,0.0670879375361538,0
X388.HK.EQUITY,0,0,0,0,0.44683913996425,0,0,0,0,0,-0.0978487739198332,0,0,0.0341432199092971,0,6.93889390390723e-18,0,0,0.12257457453134,0,0,0.0464321979152044,0.0933423378658506,0.179736408749466,0.00680261792367103,0,0,0,0.0685679876852148,0,0,0,0,0,0,0.0728280484761777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.145596165506423,0,0,0,0.120360643314121,0,0,0.0848097777308117,0,0,0,0,0,0.0628452718466605,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.184836926206873,0,0,0,0,0,0,0.0123310513521076,0,0,0,0.0388300238549279,0,0,0,0,0
X2388.HK.EQUITY,0,0.148378075677052,0,-0.0724722538586854,0.574403230517911,-0.358474007822909,0,0,0,0,0,0,0,0,0,0,0.0132241138487141,0.232069868401483,0,0,0,0,0.345653423135126,0,0,0,0,0.0230656982929458,0,-0.296929782197188,0,0,0,-0.16321040332987,0,0,0,0,0,0,0,0,-0.149072306493869,0,0,-0.0551126611697949,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.11595666723353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140256567471861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484870220386327,0,0,0,0,0,0,0,0,0
