,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.332014349420003,0.016829414719368,0.337158012634609,0,0.0280835595362425,0,0,0,0,0.0406935722133182,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631319044469231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303346268214077,0,0.110348100221796,0,0.0300761411950936,-0.0931796002264958
X601939.CH.EQUITY,0.460289819454628,0,0,0.152916575023099,0,0,-0.160600603989094,0,0,0,0,0,0.188947049615595,0,-0.0607793070178071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256021088971726,0,0,-0.080007893635762,0
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651,0,0
X601288.CH.EQUITY,0.500936615188211,6.93889390390723e-18,0,0,0.198590929960651,0,0,0,0,0,0,0,0.0745780525843439,0,0,0,0,0,0,0.0127524403127119,0.116967915765526,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0502198142754533,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.505451968330982,0,0,0,0,0,0.216125205240862,0,0,0,0,0,0.327561067238387,0,0.0760364189777723,0,0,0.0173802126805388,0,0,0,0,0,0.0215489740011459,0,0,0,0,0,0,0,0,0,-0.567357753315147,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0,0,0
X1299.HK.EQUITY,0.0764879142719751,0,0,0,0,0,0,0,0.13519728669374,0,0,0,0.101687441884229,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0102391851170494,0,0,0,0,0.22686127895405,0,0,0,0,0,0,0,0.176029461430677,0,0,0,0,0,0,0.0714897080600451,0,0,0,0.107194772268725,0,0,0,0,0
X5.HK.EQUITY,0,-0.0543462293462013,0,-0.124687635369923,0,0,0,0,0,0,0,0,0,0,-0.00835969860195428,0,0,0,0,0,0,0,-0.593871248632855,1.03799788866954,0,0,0,0,0.491187613264282,0,0,0,0,0,0,0,0,0,0.421928016869037,0,0,0,0,-0.103966895240482,0,0,0,0,0,0,0,-0.0731185392303806
X601628.CH.EQUITY,0.0163364967306693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943467590773402,0,0,0.0771430949513833,0.107882874784586,0,0,0.0667221294725649,0,0,0.235915721845744,0,0,0,0,0,0,0,0,0,0.00792745120368178,0,0,0,0,0.128828937519211,0,0,0,0,0.149504257208386,-3.46944695195361e-18,0,0.0529372942421733,0
X601658.CH.Equity,0,0,0,0.0690397089862413,0.0713159019553326,0,0,0,0,0,0,0,0.254137308869083,-0.0390132171960679,0,0,0,0,0,0,0.0156578282746934,0,0,0,0,0,0.210727963941174,0.121751175037921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361959241228603,0,0,0,0
