,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.374771683019522,0.061609334555773,0.0935149300389276,0,0,0,0,0,0,0.20374828196214,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.00064270704632048,-0.010265845422783,0,0,0,0,0,0,0.0638148115358308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505065616826669,0,0,0,0.105551996137273,-0.0675111805900085
X601939.CH.EQUITY,0.510260859875519,0,0,0.117383130699769,0,0,-0.136685207881526,0,0,0,0,0,0,0.161348631404974,-0.0548552560268841,0,0,0,0,0,0,0,0,0,0,0.0278889824754718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22351865985796,0,0,-0.0838411243609172,0
X601318.CH.EQUITY,0,0,0,0,0.222440519543373,0,0,0,0,0,0,0,0,0,0.0400735707717957,0,0,0,0,0,0,0.19051265813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252185229962493,0,0,0,0,0,0.205511854567414,0,0.00553478969639451,0,0,0,0,0.0812477112586102,0,0
X601288.CH.EQUITY,0.372218228765147,0,0,0,0.215074336559876,0,0,0,0,0,0,0,0,0.145782126582044,0,0,0,0,0,0.0914381637218794,0.031260592475538,0,0,0,0,0,0,0,0,0,0,0,0,0.0830751432467474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470425877267259,0,0
X601988.CH.EQUITY,0,0,0,0.500468592258375,0,0,0,0,0,0.21672106712562,0,0,0,0,0,0.327166549831233,0,0.0761028801316171,0,0,0.0173807820486642,0,0,0,0,0,0,0.0215023477890011,0,0,0,0,0,0,0,0,0,-0.565602192791563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278306881739022,0,0,0,0,0,0.0920471572914921,0,3.46944695195361e-18,0,0,0,0.0101091002918832,0,0,0,0,0,0.186830516613042,0.0433598833036156,0,0.0906640809771807,0,0,0,0.0161002123754638,0,0,0,0,0.172107556949031,0,0,0,0,0.105900461068455,0,0.0157206530069896,0,0,0
X1299.HK.EQUITY,0.0879311633186417,0,0,0,0,0,0,0,0.186131558934455,0,0,0,0,0.0940041586521386,0,0,0.0569093929867623,0,0,0,0,0,0.0112352256745473,0,0,0,0,0,0.250940914438752,0,0,0.101227338182806,0,0,0,0.048721755591391,0,0,0,0,0,0,0,0.0253881548540131,0,0,0.0642973152922325,0,0,0,0,0
X5.HK.EQUITY,0,-0.0176597318099634,0,-0.159638535779095,0,0,0,0,0,0,0,0,0,0,-0.0589031577366567,0,-0.103783483105232,0,0,0,0,0,-0.43461024175863,0.927117461555593,0,0,0.561132755773979,0,0,0,0,0,0,0,0,0,0,0,0.428883978376288,0,0,0,0,-0.132132783064335,0,0,0,0,0,0,0,-0.0816375925288091
X601628.CH.EQUITY,0.110734527514487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152330743309367,0,0,0.0583326125909786,0.0876602949586989,0,0,0,0,0,0,0.162852650687461,0,0,0,0,0,0,0,0,0,0,0,0,0.0403595451852067,0.152532173342271,0,0,0,0,0.0202115339068569,0.0252366700511745,0,0.0729523473666955,0
X601658.CH.Equity,0,0,0,0.177034304678602,0.0576469909014912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.11104497066216,0.282026541806116,0,0,0,0,0,0,0,0,0,0.060170765469976,0,0,0,0,0,0,0,0,0.336640290767833,0,0,0,0
X601328.CH.EQUITY,0.0719003640021113,0,0,0.521893136681309,0,0,0,-0.0457427989345529,0,-0.110071050354453,0,0,0.0193255489856842,0,0.0377506270321873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219546497355594,0,0.0711713278496078,0,0,0.173964103853629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107538331983787,0,0,0
X601166.CH.EQUITY,0,0,0,0.00209427573633898,0,0.430034817573665,0,0,0,0,0.0431789285661059,0,0,0.000613176170302256,0,0,0,0.0403949963839918,0,0,0,0,0,0,0,0,0,0,0,0.214677829253538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361527366125751,0.0392911182176669,0.107359937694605,0.0432490494088442,0,0,0
X388.HK.EQUITY,0,0,0.383320876515917,0,0,0,0,0,0,0,0,0,0,0.00407984039706947,0,0,0.0846890802573168,0,0,0.0377497117691899,0,0,0.0518399163734138,0,0,0,0,0,0,0,0,0.0728501728702958,0,0,0,0,0,0,0,0,0,0,0,0.0432079134101285,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.210470975280619,0.0879223430741477,0,0,0.0925137079193437,0,0.0103751360841489,0,0.0272970577849008,0,0,0,0,0,0,0,0.0469606991859284,0.0833150031928863,0,0.0302188976645783,0.0222493568061004,0.0969549648931113,0,0,0,0,0,0,0.0642438732791315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558414150088488,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10601912376388,0,0,0.383271277856678,0.0840908253552776,0.0424594764903375,0,0,0.162643047485249,0,0,0.0916009839228012,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0190456295549677,-0.00232072717959078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210496177230131,0,0,0,0,0.0295473416992306,0,0,0,0,0.163340883769579,0,0,0,0,0.0814053428644692,0,0,0,0.116908105410556,0.280193653670696,0,0,0,0,0.134558216421396,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.000405637963137293,0,0,0,0,0,0.0853194765296105,0,0,0,0,0,0,0.198801526032445,0,0,0.109482606657876,0,0,0,0,0,0,0,-0.103005294769504,0.241310092897976,0,0,0,0.143709892385815,0.18472884437929,0,0,0,0,-0.141789338779336,0.183738472777566,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.176531176601529,0,0,0.151000242336146,0,0,0,0,0,0.224731775589196,0,0,0,0,0,0,0,0,0,0,0,-0.103371588637184,0.113755122793147,0,0,0,-3.46944695195361e-18,0,0,0.122275652040896,0.27861312976982,0,0,0,0,0,0.00308158761974679,0,0,0,0,0,0,0,0,0,0,0,0,-0.11967189641523
