,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.365987652866737,0,0.0364136503986568,0,0,-0.0088459890735009,0,0,0.0611337892019616,0,0,0,0.109189937501286,0,0.159250381729133,0,0,0,0,0,0,0,0.116386147465682,0,0,0,0,0,0,0.0592502094697441,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.000413587334828123,0,0,0,-0.145988657459068,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0202101624792128,-0.0618533173510464,0,0,0,0,0,0.133066984739662,0,0,0,0.264450388265059,0,0,0.0791809168751565,0,0,0,0,0,0,0,0.117074171317909,0,0,0,0,0.252820270065664,0,0.0831365889288863,0,0,0,0,0,0,0,0,0,0,0,0.0767514645929902,0,0
X601939.CH.EQUITY,0,0,0,0,0.737109297670448,0,0,0,0,0.0392528216600554,0,0.145189781721484,0,-0.0460530128183275,0.0279769937441658,0,0,0,0.0280390729653311,0.05192086049848,0,0,0,0.0212124274662039,0,0,0.0102936303939365,0,0,0,0,0,0,0,0,0.0899637292382931,0,0,0,0,0,0.0466885920585805,0,0,0,0,0.0412175692228141,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0
X601288.CH.EQUITY,0.170884403845855,0,0.83432572890308,0,0,0,0,-0.0795594587811157,0,0,0,0,0,0,0,0,0.0206474758427436,0,0,0,0.0238770685255841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706834387507636,0,0,0,-0.0119212340347316,0.00950510586651675,-0.172992028576602,0,0,0,0,0,0,0,0,0,-0.00524951002644906,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.142479478010618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105202944919601,0.00190784801387768,0,0,0,0,0,0,-0.00832572205348443,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311283611804616,-0.0594186468551768,0,-1.73472347597681e-18,0,-0.0932432766748273,0.908895943841005,0,-0.0903184159059235,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.177347696367577,0,0,0,0.0546537098335926,0,0,0,0,0,0,0,0.270456572107067,0,0,0,0.116773023464846,0,0,0,-0.0702803827314777,0.0986948017804193,0,0,0,0,0,0.0778791440878692,0,0,0,0,0,0,0.121273163863556,0,0,0,0,0,0,0,-0.0320483974198291
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251895014415253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637670273890545,0.365414163078528,0.0234437170785124,0.11289746453907,0,0,0,0,-0.065078748834953,0,0,0.0846723201753029,0,0,0,0,0.14702036903622,0.323235323716673,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.117012945566182,0,0.163538248546147,0,0,0,0.0310803719497714,0,0,0,0,0,0,0,0,0,0,0,0,0.125393549528717,0.233644428619365,0.0283951325526166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118546055102974,0.287608121177999,0,-0.309188992400911,0,0,0.0212281900935103,0,0,0.15606401884329,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0.0212529569546775,0,0,0,0,0,0,0,0,0,0.418097048670479,0,0,0.0073253439799861,0,0,0.12833799083166,-0.00104846713848721,0,0,0,0,0,0,0,0,0,0,0,0.249002313626496,0.0101829194690598,0,0,0,0,0.197663485203994,0,0,-0.0178422004906784,0,0.0384993977648649,0,0,-0.0877245179389076,0.111683823215106,0,0,0,0
X601658.CH.Equity,0.115969452677465,0.0371851216889044,0.328503299308042,0,0.0111837494640626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190692198454438,0,0,0.181055017277561,0,0,0,0,0.0465754556032949,0,0,0.0108036552281452,0,0,-0.0387294017960371,0,0,0.0742431181724591,0,0,0,0.0591349893942544,0,0
X601166.CH.EQUITY,0,0,0,0,0.0475772915089447,0,0.0811901904270906,0,0,0,0,0,0,0,0.00275111376224063,0.0257547855481846,0,0,0,0,0,0.0306996835098675,0,0.0616197770091762,0.482087362118486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035641565532476,0,0.0255509687985988,0,0,0,0.205152623994185,0,0.0296043715729351,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.669385258135958,0,0,0,0.0565372337952202,0,0,-0.0138738267109322,0,-0.075699890221193,0,0.0312912392616306,0,0,0,0,0,0,-0.00245254141529545,0,0,0,0,0,0,0,-0.0197330829370014,0,0.198339352384785,0,0,0,0,0,0,0,0,0,0,-0.0104680346152146,0,0
X000002.CH.EQUITY,0,0,0,-0.269525614532274,0.163527418210584,0,0,0,0.332681211281824,0,0,0,0.155374147942696,0.410080605763799,0,0,0,0,0,0,0.0726144822703385,0,0,0,0,0,0,-0.0177067794545991,0,-0.0800807088802164,0.0771702189330045,0,0,0,0,0,0,0,0,0,0,0,0,0.0159936060069982,0,0,0,0,0.00755311174086975,0,0.0111751770295499,0
X000001.CH.EQUITY,0,0.0946202992227842,0,0,0,0.657215892770364,0,0,0,0,0,0,0.0442047399606312,0,0,0,0,0,0,0,0,0,0,0,0,0.0553912966564167,0,0.111103661173005,0,0,-0.0712782642032132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190307630014891
X601328.CH.EQUITY,0.324194611424945,0,0.010546253042944,0,0,0,0,0,0,0,0,0.00437573775409653,0,0,0,0,0,0,0.10887575192907,0,0,0,0,0,0.00733348338807373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473988681572236,0,0,0,0,0,0.161552739133273,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.288414631405316,0,0.281230352401105,0.0345643845494428,0,0,0,0.0759033705862428,0,0,0,0.0332426011477825,0.00614808389398846,0,0,0,0,0,0.19171284592042,0,0,0,0,0,0.0428641257702856,0,0,0,0,-0.138250199355465,0,0,0,0,0.293461936466111,0,0,0,0,0,0,-0.0315094622024015,0,0,0,0,0,0,0,0,-0.0943995733200149
X600000.CH.EQUITY,0.207370092346498,0,0,0,0,0,0,0,0,0,0,0.52449737225538,0,0,0,0,0,0,0,0,0.110293114480652,-0.000143305875337824,0,0,0,-0.0809515977385083,0,0,0,0,0,0,0,0.010973455193297,0,0,0,0,0,0,0.634090239624497,0,0,0,0,0,0,0.0188602243209925,0,0.281211519135611,0,0
X601319.CH.EQUITY,0,0,0.204037808035345,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0318103967504818,0,0,0,0.171298185863233,0,0,0,0,0,0,0,0,0,0,0,0,0.0220848382292333,0,0,0.0316307217348166,0,0,0,0.116006149383125,0,0,0,0,-0.0668737520579366,-0.0290073097889083,0,0,0.195465398240816,0,0,0.0631590486927308,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106053396802585,0,0,0,0,0,0,0,0,0,0,0,0,0.00813545836539165,0,0,0.202873348554027,0,0,0,0,0.294452008325799,0,0,0.0558040818740059,0,0,0.029517279145891,0.0708372075062675,0.194152325112798,0,0,-0.388102057681431,0.307722891552351,0,0,0,0.169023910968723,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0371345537097526,0,0,0.115307307629985,0,0,0,0,-0.0569028482288222,0,0,0,0,0,0.0361028871506017,0,0,0,0,0,0,0,0,0.226280231981091,0,0,0,0,0,0,0,0.167228066042241,0,0,0,0.241504767787541,0,0,0,0,0.0679289514542387,0,0,0,0.119812957263093,-0.0432053550215617
X300059.CH.EQUITY,0,0,0,0,0.00739763196788715,0,0,0,0,0.087132063100595,0,0,0,0,0,0,0,0,0,0,-0.0576000613877861,0,0,0,0,0,0,0,0,0,0,0,0.437150612486674,0,0,0,0,-0.0112286152802576,0.00353156833752609,0.0952292814942129,0,0,0,0,0,0,0,0.221007019876635,0,0,0,0
