,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0875180776923368,0.0367473680643546,0,0,0,0,0,-0.00935903685474838,0,0,0,0,0,0,0,0,0,0,-0.157203335670501,0,0.0284272889225944,0.635711291273574,0,0.4952312732042,0,-0.288708814380457,-0.118026138790444,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825448814687074
X601318.CH.EQUITY,0,0,0,0,0,0.24159200092259,0,0,0,-0.0463982754285984,0,0,-1.73472347597681e-18,0,0,0,0.0588817590501468,0,0,0,0.0383429628162148,0,0,0,0,0,0,-8.67361737988404e-19,0.12961582434115,0,0.148880055671748,0,0,0,0,0.191664456366696,0.11281237049436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796601540161087
X601939.CH.EQUITY,0,0.02413830682279,0,0.789345794318611,0,0,0.00710803073501779,0,0,0.0431583279932258,0.0716435778429482,0,-0.0589247075957072,0,0,0,0.0688246732614044,0,0,0,0,0.00121528325877991,0,0,0.0407656138208046,0,0,0,0,0,0,0,0,0,0,0,0.111678206649876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030163437272763,0
X601288.CH.EQUITY,0.0447198637707851,0,0.95521554342432,0,-0.030315782091271,0,0,-0.102014486766854,0,0.0355940204542652,0,0,0,0,0,0.0248046295121593,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0799295437522957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251503796851257,0,-0.0885945817807086,0,0,0,0,0.000392677001512354,0,0,0,0,-0.103097338542634,0
X601628.CH.EQUITY,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0843615027798205,0.243115896727122,0,0.31068666492961,0,0,0,0,0,0,0.313682475259577,0,0,0,0,0,-0.107905765934565,0,0,0.018033788514089,0,0,0,0,0,0,0,0,0.221343337469735,0,0,0,0,0,0,0,0,0.149431029530372,0,0,0,0,0,0.0434324237717101
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685141060571153,0,0,0,0,-0.0537085127346052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715503384022333,0,0,0,0,0.00241496480861273,0,0,0,0,-0.0224818999814003,0,0,0,0,0,0,0,0,0,0,0,-0.13309788345216,0,0.998088124117975,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.00847974984164811,0,0,0,0,0.190376098390331,0,0,0,0,0,0,0,0,0,0,0,0,0.309061114369587,-0.0189205148645108,0,0,0.0677146285962693,0,0,0,0,0,0.213969304908935,0,0,0,0,0.0568008622266233,0.0706240585347539,0,0,0.0649517675871247,0,0,0,-0.0368540231790893,0,0,0,0.113488727265205,0,-0.0489251677646052
X5.HK.EQUITY,0,-0.0504129950567002,0,0,-1.73472347597681e-18,0,0,-0.0584873755696111,0,0,0,0,0,0,0,0,0,0,0,0,0.0236170517824972,0,0,0,0,0,0.428389143867911,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749203585737043,0,0,0,0.0572869539005401,0.0389763981873088,0,0,0,0,-0.2696155593469,0.209231220092227,0
X388.HK.EQUITY,0,0,0,0,0.25102703015198,0,0,0.00190027893990747,0,0,0,0,0,0,0,0.118481921899925,-0.185236783319589,0,0,0,0.0449246935096122,0,0.326890365719013,0,0,0,0,0.265610298236714,0,0,0,0,0.047430558838622,0,0,0,0,0,0,0,0,0.224924017222467,-0.00547864645369551,0,-0.099714178606452,0,0,-0.244986371072848,0,0,0,0.0707502217665265
X601658.CH.Equity,0,0.0307761826209015,0.308648573735161,0,0.0505154428190299,0.00431526340273744,0,0,0,0,0,0,0,0,0,0,0.0143362440820015,0.0277611109139605,0.17361248656592,0,0,0,0,0,0,0,0,0,0.0957058130177499,0,0,0,0,0,0.031314534266123,0,0.0150273085588863,0,-0.0619430142427753,0,0,0,0.0565408156602984,0,0.0803777274538092,0,0.0172933601396655,0.0582631888928816,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0136021311162057,0,0,0,-0.0252052787287714,0.0894561626096304,0,0,0.322095541792258,0,0,0,0.00691070679726352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538792434917518,0,0,0,0.246633026915252,0,-0.0324074023310858,0.077089096944591,0.0715546317780811,0,0,0,0,0,0.225086888087615,0,0
