,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,3.46944695195361e-18,0,0.266099075211915,0.114368109344956,0,0.247968395087381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192868564627368,0,0,0,0,0.0131381684563161,0,0.0201677705618391,0,0.0989095470223729,0,0,0,0.0927342599618599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.104977288070344,0,0,0,0,0.18172292879218,0,0,0,0.0338453657806781,0,0.212153757829448,0.0505823351808138,0.139850546146774,0,0,0,0.136071427975613,0,0.0206282267904175,0,0,0,0,0,0,0,0,0,0.0838268109860028,0,0,0,0.0503811047768617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.115553523934743,0,0,0,0,0,0,0.0830502505076218,0,0,0,0,0,0,0,0,0,0,0,0.050720289941529,0.366464042348081,0,0.155982606537983,0,0,0,0,0,0,0,0,0,0,-0.105361349857448,0,0,0,-0.0380036232443364,0,0,0,0,0,0.0696995621781014,-0.00546510852894725,-0.0601329661641188,0
X601939.CH.EQUITY,0.651788896695567,0.0437152488945586,0,0,0,0,0,0,0.190927584255993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128329177936524,0,-0.0350248320887942,0,0,0,0,0,0.12890455384282,0,0,0.0395927970268998,0,0,0,0,0,0,0,0,0,0.123762177160428,0,0.0176852038416842,0
X601288.CH.EQUITY,0,0,0,0.0954771967046278,0,0,0.375360593991154,0,0,0,0,0,0.0715312898404325,0,0,0,0,0,0,0,0,0,0,0,0.0214416771022845,0,0,0.0728296641737791,0,0,0,0.164505125262561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112090317102584,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.121805288451696,0.267690490844095,0,0,0,0.147288628425434,0,0,0,0,0,0.219006517311511,-0.194516116275077,0,0,0,0,0,0.0513060701847886,0,0,0,0,0.0527731661907803,0,-1.0842021724855e-19,0,0,0,0,-6.93889390390723e-18,0.17255410708052,-3.46944695195361e-18,0,0.0200300813959574,0,0,0,0,0.183810812452815,0,0,0,-0.0208270673840381
X601988.CH.EQUITY,0.257741199363227,0,0,0,0.357086932846606,0,0,0.0654648880149684,-0.0187288019037072,0,0,0.0307140325492313,-0.118832245757132,0,0.00521240511317003,0,0,0,0.162281981685249,0,0,0,0,0,0,0,0,0,0,0,0,-0.174964077893485,0,0.0769938751466165,0,0,0,0,-0.0976427684622648,0.0977985548210502,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.133567771731301,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137419069694782,0,0,0,0.216325599688379,0,0.0299788433207683,0,0,0.0369018311436501,0,0.0840045090031361,0,0,0,-0.0289083215743595,0,0,0,0.0834917536652623,0.309962323163768,0.00450876176914131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324726467810425
X5.HK.EQUITY,0,0.170266103890052,0,0.0816832152595466,0,0,0,0,0,-0.0774702383063127,0.0696929137659721,0.0735201878064843,0,0,0,0,0,0,0,0,0,0,0,0.242879644606742,0,0,0.149455300193491,0,0,0,0,0,0,0,0,0,0,0,0.232339876206534,0,0,0,0,0,0.113480776057845,0,0,0,0,0,0,-0.0515844544736438
X388.HK.EQUITY,0,0,0,0,0,0.0360232692784509,0,0,0,0,0.117370704547167,0,0,0,0.0629142460307164,0,0.0631787481227336,0,0,0,0,0,0,-0.00630805107706019,0,0,0,0,0,0,0,-0.142796110657867,0,-0.291651965908833,0.270531579842695,-0.112635747316754,0,0.0610198552377064,0,0,0,0,0.0728055367359208,0,0.18391005675379,0,0.0135075724343638,0,0,0,0,-0.421831323543467
