,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.221928974620283,0,0.404748598260639,0,0,0,-0.0104880356364236,0.146852753496347,0,0,0.0936858618557411,0,0,0,0,0,0,0,0,0,0,-0.0751328979307271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044437464401216,0.00698840430114338,0,0.122817328152665,0
X601939.CH.EQUITY,0.354076239701047,0,0,0.286131418538063,0,0,-0.0952276883432018,0,0,0,0.00278367224835147,0,0.140311524088811,-0.0648206713287347,0,0,0,0,0,0,0,0,0,0,0,0.031691856121877,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.201858432027992,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.450003986213018,0,0,0,0.20932028429466,0,0,0,0,0,0,0,0.0159984324380529,0,0,0,0,0,0,0,-6.93889390390723e-18,0.170210545930319,0,0,0,0,0,0,0.0199281897886289,0,0,0,0.0264139772385718,0,0,0,0,0,0,0,0,0,0.0643301944114167,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.147597145491816,0,0.280658988641515,0,0,0,0,0,0.271201008437246,0,0,0,0,0,0,0.132902706701693,0,0,0,0,0,0,0,0,0,0,0,0,0.098334857017771,0,0,0,0,0,0,0,0,0,0,0.109113123979103,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882467709393887,0,0,0,0,0,0,0,0,0,0.142078880167504,0,0,0,0,0,0,0,0,0,0,0,0.0135821210925981,0.176946358429358,0,0,0.031344395000212,0,0,0,0.188424559594673,0,0,0,0,0,0,0,0.0234702227057363,0,0.225270761022158,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833581008442382
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0
X601658.CH.Equity,0,0,0,0.165440745991254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138378844586351,0,0,0,0.141134302105595,0,0,0,0.294853647403324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
