,Date,Top1,Top2,Top3
329,2020-09-07,MKRturn,TED,RealEstateDiff
330,2020-09-08,MKRturn,TED,RealEstateDiff
331,2020-09-09,MKRturn,TED,RealEstateDiff
332,2020-09-10,MKRturn,TED,RealEstateDiff
333,2020-09-11,MKRturn,TED,RealEstateDiff
334,2020-09-14,MKRturn,TED,RealEstateDiff
335,2020-09-15,MKRturn,TED,RealEstateDiff
336,2020-09-16,MKRturn,TED,RealEstateDiff
337,2020-09-17,MKRturn,TED,RealEstateDiff
338,2020-09-18,MKRturn,TED,RealEstateDiff
339,2020-09-21,MKRturn,TED,RealEstateDiff
340,2020-09-22,MKRturn,TED,RealEstateDiff
341,2020-09-23,MKRturn,TED,RealEstateDiff
342,2020-09-24,MKRturn,TED,RealEstateDiff
343,2020-09-25,MKRturn,TED,RealEstateDiff
344,2020-09-28,MKRturn,TED,RealEstateDiff
345,2020-09-29,MKRturn,TED,RealEstateDiff
346,2020-09-30,MKRturn,TED,RealEstateDiff
347,2020-10-09,MKRturn,TED,RealEstateDiff
348,2020-10-12,MKRturn,TED,RealEstateDiff
349,2020-10-13,MKRturn,TED,RealEstateDiff
350,2020-10-14,MKRturn,TED,RealEstateDiff
351,2020-10-15,MKRturn,TED,RealEstateDiff
352,2020-10-16,MKRturn,TED,RealEstateDiff
353,2020-10-19,MKRturn,TED,RealEstateDiff
354,2020-10-20,MKRturn,TED,RealEstateDiff
355,2020-10-21,MKRturn,TED,RealEstateDiff
356,2020-10-22,MKRturn,TED,RealEstateDiff
357,2020-10-23,MKRturn,TED,RealEstateDiff
358,2020-10-26,MKRturn,TED,RealEstateDiff
359,2020-10-27,MKRturn,TED,RealEstateDiff
360,2020-10-28,MKRturn,TED,RealEstateDiff
361,2020-10-29,MKRturn,TED,RealEstateDiff
362,2020-10-30,MKRturn,TED,RealEstateDiff
363,2020-11-02,MKRturn,TED,RealEstateDiff
364,2020-11-03,MKRturn,TED,RealEstateDiff
365,2020-11-04,MKRturn,TED,RealEstateDiff
366,2020-11-05,MKRturn,TED,RealEstateDiff
367,2020-11-06,MKRturn,TED,RealEstateDiff
368,2020-11-09,MKRturn,TED,RealEstateDiff
369,2020-11-10,MKRturn,TED,RealEstateDiff
370,2020-11-11,MKRturn,TED,RealEstateDiff
371,2020-11-12,MKRturn,TED,RealEstateDiff
372,2020-11-13,MKRturn,TED,RealEstateDiff
373,2020-11-16,MKRturn,TED,RealEstateDiff
374,2020-11-17,TED,MKRturn,RealEstateDiff
375,2020-11-18,TED,MKRturn,RealEstateDiff
376,2020-11-19,TED,MKRturn,RealEstateDiff
377,2020-11-20,TED,MKRturn,RealEstateDiff
378,2020-11-23,TED,MKRturn,RealEstateDiff
379,2020-11-24,TED,MKRturn,RealEstateDiff
380,2020-11-25,TED,MKRturn,RealEstateDiff
381,2020-11-26,TED,MKRturn,RealEstateDiff
382,2020-11-27,TED,MKRturn,RealEstateDiff
383,2020-11-30,TED,MKRturn,RealEstateDiff
384,2020-12-01,TED,MKRturn,RealEstateDiff
385,2020-12-02,TED,MKRturn,RealEstateDiff
386,2020-12-03,TED,MKRturn,RealEstateDiff
387,2020-12-04,TED,MKRturn,RealEstateDiff
388,2020-12-07,TED,MKRturn,RealEstateDiff
389,2020-12-08,TED,MKRturn,RealEstateDiff
390,2020-12-09,TED,MKRturn,RealEstateDiff
391,2020-12-10,TED,MKRturn,RealEstateDiff
392,2020-12-11,TED,MKRturn,RealEstateDiff
393,2020-12-14,TED,MKRturn,RealEstateDiff
394,2020-12-15,TED,MKRturn,RealEstateDiff
395,2020-12-16,TED,MKRturn,RealEstateDiff
396,2020-12-17,TED,MKRturn,RealEstateDiff
397,2020-12-18,TED,MKRturn,RealEstateDiff
398,2020-12-21,TED,MKRturn,RealEstateDiff
399,2020-12-22,TED,MKRturn,RealEstateDiff
400,2020-12-23,TED,MKRturn,RealEstateDiff
401,2020-12-24,TED,MKRturn,RealEstateDiff
402,2020-12-25,TED,MKRturn,RealEstateDiff
403,2020-12-28,TED,MKRturn,RealEstateDiff
404,2020-12-29,TED,MKRturn,RealEstateDiff
405,2020-12-30,TED,MKRturn,RealEstateDiff
406,2020-12-31,TED,MKRturn,RealEstateDiff
407,2021-01-04,TED,MKRturn,RealEstateDiff
408,2021-01-05,TED,MKRturn,RealEstateDiff
409,2021-01-06,MKRturn,TED,RealEstateDiff
410,2021-01-07,MKRturn,TED,RealEstateDiff
411,2021-01-08,MKRturn,TED,RealEstateDiff
412,2021-01-11,MKRturn,TED,RealEstateDiff
413,2021-01-12,MKRturn,TED,RealEstateDiff
414,2021-01-13,MKRturn,TED,RealEstateDiff
415,2021-01-14,MKRturn,TED,RealEstateDiff
416,2021-01-15,MKRturn,TED,RealEstateDiff
417,2021-01-18,MKRturn,TED,RealEstateDiff
418,2021-01-19,MKRturn,TED,RealEstateDiff
419,2021-01-20,MKRturn,TED,RealEstateDiff
420,2021-01-21,MKRturn,TED,RealEstateDiff
421,2021-01-22,MKRturn,TED,RealEstateDiff
422,2021-01-25,MKRturn,TED,RealEstateDiff
423,2021-01-26,MKRturn,TED,RealEstateDiff
424,2021-01-27,MKRturn,TED,RealEstateDiff
425,2021-01-28,MKRturn,TED,RealEstateDiff
426,2021-01-29,MKRturn,TED,RealEstateDiff
427,2021-02-01,MKRturn,TED,RealEstateDiff
428,2021-02-02,MKRturn,TED,RealEstateDiff
429,2021-02-03,MKRturn,TED,RealEstateDiff
430,2021-02-04,MKRturn,TED,RealEstateDiff
431,2021-02-05,MKRturn,TED,RealEstateDiff
432,2021-02-08,MKRturn,TED,RealEstateDiff
433,2021-02-09,MKRturn,TED,RealEstateDiff
434,2021-02-10,MKRturn,TED,RealEstateDiff
435,2021-02-18,MKRturn,TED,RealEstateDiff
436,2021-02-19,MKRturn,TED,RealEstateDiff
437,2021-02-22,MKRturn,TED,RealEstateDiff
438,2021-02-23,MKRturn,TED,RealEstateDiff
439,2021-02-24,MKRturn,TED,RealEstateDiff
440,2021-02-25,MKRturn,TED,RealEstateDiff
441,2021-02-26,MKRturn,TED,RealEstateDiff
442,2021-03-01,MKRturn,TED,RealEstateDiff
443,2021-03-02,MKRturn,TED,RealEstateDiff
444,2021-03-03,MKRturn,TED,RealEstateDiff
445,2021-03-04,MKRturn,TED,RealEstateDiff
446,2021-03-05,MKRturn,TED,RealEstateDiff
447,2021-03-08,MKRturn,TED,RealEstateDiff
448,2021-03-09,MKRturn,TED,RealEstateDiff
449,2021-03-10,MKRturn,TED,RealEstateDiff
450,2021-03-11,MKRturn,TED,RealEstateDiff
451,2021-03-12,MKRturn,TED,RealEstateDiff
452,2021-03-15,MKRturn,TED,RealEstateDiff
453,2021-03-16,MKRturn,TED,RealEstateDiff
454,2021-03-17,MKRturn,TED,RealEstateDiff
455,2021-03-18,MKRturn,TED,RealEstateDiff
456,2021-03-19,MKRturn,TED,RealEstateDiff
457,2021-03-22,MKRturn,TED,RealEstateDiff
458,2021-03-23,MKRturn,TED,RealEstateDiff
459,2021-03-24,MKRturn,TED,RealEstateDiff
460,2021-03-25,MKRturn,TED,RealEstateDiff
461,2021-03-26,MKRturn,TED,RealEstateDiff
462,2021-03-29,MKRturn,TED,RealEstateDiff
463,2021-03-30,MKRturn,TED,RealEstateDiff
464,2021-03-31,MKRturn,TED,RealEstateDiff
465,2021-04-01,MKRturn,TED,RealEstateDiff
466,2021-04-06,MKRturn,TED,RealEstateDiff
467,2021-04-07,MKRturn,TED,RealEstateDiff
468,2021-04-08,MKRturn,TED,RealEstateDiff
469,2021-04-09,MKRturn,TED,RealEstateDiff
470,2021-04-12,MKRturn,TED,RealEstateDiff
471,2021-04-13,MKRturn,TED,RealEstateDiff
472,2021-04-14,MKRturn,TED,RealEstateDiff
473,2021-04-15,MKRturn,TED,RealEstateDiff
474,2021-04-16,MKRturn,TED,RealEstateDiff
475,2021-04-19,MKRturn,TED,RealEstateDiff
476,2021-04-20,MKRturn,TED,RealEstateDiff
477,2021-04-21,MKRturn,TED,RealEstateDiff
478,2021-04-22,MKRturn,TED,RealEstateDiff
479,2021-04-23,MKRturn,TED,RealEstateDiff
480,2021-04-26,MKRturn,TED,RealEstateDiff
481,2021-04-27,MKRturn,TED,RealEstateDiff
482,2021-04-28,MKRturn,TED,RealEstateDiff
483,2021-04-29,MKRturn,TED,RealEstateDiff
484,2021-04-30,MKRturn,TED,RealEstateDiff
485,2021-05-06,MKRturn,TED,RealEstateDiff
486,2021-05-07,MKRturn,TED,RealEstateDiff
487,2021-05-10,MKRturn,TED,RealEstateDiff
488,2021-05-11,MKRturn,TED,RealEstateDiff
489,2021-05-12,MKRturn,TED,RealEstateDiff
490,2021-05-13,MKRturn,TED,RealEstateDiff
491,2021-05-14,MKRturn,TED,RealEstateDiff
492,2021-05-17,MKRturn,TED,RealEstateDiff
493,2021-05-18,MKRturn,TED,RealEstateDiff
494,2021-05-19,MKRturn,TED,RealEstateDiff
495,2021-05-20,MKRturn,TED,RealEstateDiff
496,2021-05-21,MKRturn,TED,RealEstateDiff
497,2021-05-24,MKRturn,TED,RealEstateDiff
498,2021-05-25,MKRturn,TED,RealEstateDiff
499,2021-05-26,MKRturn,TED,RealEstateDiff
500,2021-05-27,MKRturn,TED,RealEstateDiff
501,2021-05-28,MKRturn,TED,RealEstateDiff
502,2021-06-01,MKRturn,TED,RealEstateDiff
503,2021-06-02,MKRturn,TED,RealEstateDiff
504,2021-06-03,MKRturn,TED,RealEstateDiff
505,2021-06-04,MKRturn,TED,RealEstateDiff
506,2021-06-07,MKRturn,TED,RealEstateDiff
507,2021-06-08,MKRturn,TED,RealEstateDiff
508,2021-06-09,MKRturn,TED,RealEstateDiff
509,2021-06-10,MKRturn,TED,RealEstateDiff
510,2021-06-11,MKRturn,TED,RealEstateDiff
511,2021-06-15,MKRturn,TED,RealEstateDiff
512,2021-06-16,MKRturn,TED,RealEstateDiff
513,2021-06-17,MKRturn,TED,RealEstateDiff
514,2021-06-18,MKRturn,TED,RealEstateDiff
515,2021-06-21,MKRturn,TED,RealEstateDiff
516,2021-06-22,MKRturn,TED,RealEstateDiff
517,2021-06-23,MKRturn,TED,RealEstateDiff
518,2021-06-24,MKRturn,RealEstateDiff,TED
519,2021-06-25,MKRturn,RealEstateDiff,TED
520,2021-06-28,MKRturn,RealEstateDiff,TED
521,2021-06-29,MKRturn,RealEstateDiff,TED
522,2021-06-30,MKRturn,RealEstateDiff,TED
523,2021-07-01,MKRturn,RealEstateDiff,TED
524,2021-07-02,MKRturn,RealEstateDiff,TED
525,2021-07-06,MKRturn,RealEstateDiff,TED
526,2021-07-07,MKRturn,RealEstateDiff,TED
527,2021-07-08,MKRturn,RealEstateDiff,TED
528,2021-07-09,MKRturn,RealEstateDiff,TED
529,2021-07-12,MKRturn,RealEstateDiff,TED
530,2021-07-13,MKRturn,RealEstateDiff,TED
531,2021-07-14,MKRturn,RealEstateDiff,TED
532,2021-07-15,MKRturn,RealEstateDiff,TED
533,2021-07-16,MKRturn,RealEstateDiff,TED
534,2021-07-19,MKRturn,RealEstateDiff,TED
535,2021-07-20,MKRturn,RealEstateDiff,TED
536,2021-07-21,MKRturn,RealEstateDiff,TED
537,2021-07-22,MKRturn,RealEstateDiff,TED
538,2021-07-23,MKRturn,RealEstateDiff,TED
539,2021-07-26,MKRturn,RealEstateDiff,TED
540,2021-07-27,MKRturn,RealEstateDiff,TED
541,2021-07-28,MKRturn,RealEstateDiff,TED
542,2021-07-29,MKRturn,RealEstateDiff,TED
543,2021-07-30,MKRturn,RealEstateDiff,TED
544,2021-08-02,MKRturn,RealEstateDiff,TED
545,2021-08-03,MKRturn,RealEstateDiff,TED
546,2021-08-04,MKRturn,RealEstateDiff,TED
547,2021-08-05,MKRturn,RealEstateDiff,TED
548,2021-08-06,MKRturn,RealEstateDiff,TED
549,2021-08-09,MKRturn,RealEstateDiff,TED
550,2021-08-10,MKRturn,RealEstateDiff,TED
551,2021-08-11,MKRturn,RealEstateDiff,TED
552,2021-08-12,MKRturn,RealEstateDiff,TED
553,2021-08-13,MKRturn,RealEstateDiff,TED
554,2021-08-16,MKRturn,RealEstateDiff,TED
555,2021-08-17,MKRturn,RealEstateDiff,TED
556,2021-08-18,MKRturn,RealEstateDiff,TED
557,2021-08-19,MKRturn,RealEstateDiff,TED
558,2021-08-20,MKRturn,RealEstateDiff,TED
559,2021-08-23,MKRturn,RealEstateDiff,TED
560,2021-08-24,MKRturn,RealEstateDiff,TED
561,2021-08-25,MKRturn,RealEstateDiff,TED
562,2021-08-26,MKRturn,RealEstateDiff,TED
563,2021-08-27,MKRturn,RealEstateDiff,TED
564,2021-08-30,MKRturn,RealEstateDiff,TED
565,2021-08-31,MKRturn,RealEstateDiff,TED
566,2021-09-01,MKRturn,RealEstateDiff,TED
567,2021-09-02,MKRturn,RealEstateDiff,TED
568,2021-09-03,MKRturn,RealEstateDiff,TED
569,2021-09-07,MKRturn,RealEstateDiff,TED
570,2021-09-08,MKRturn,RealEstateDiff,TED
571,2021-09-09,MKRturn,RealEstateDiff,TED
572,2021-09-10,MKRturn,RealEstateDiff,TED
573,2021-09-13,MKRturn,RealEstateDiff,TED
574,2021-09-14,MKRturn,RealEstateDiff,TED
575,2021-09-15,MKRturn,RealEstateDiff,TED
576,2021-09-16,MKRturn,RealEstateDiff,TED
577,2021-09-17,MKRturn,RealEstateDiff,TED
578,2021-09-22,MKRturn,TED,RealEstateDiff
579,2021-09-23,MKRturn,TED,RealEstateDiff
