,Date,Top1,Top2,Top3
63,2019-07-18,TED,MKRturn,RealEstateDiff
64,2019-07-19,TED,MKRturn,RealEstateDiff
65,2019-07-22,TED,MKRturn,RealEstateDiff
66,2019-07-23,TED,MKRturn,RealEstateDiff
67,2019-07-24,TED,MKRturn,RealEstateDiff
68,2019-07-25,TED,MKRturn,RealEstateDiff
69,2019-07-26,TED,MKRturn,RealEstateDiff
70,2019-07-29,TED,MKRturn,RealEstateDiff
71,2019-07-30,TED,MKRturn,RealEstateDiff
72,2019-07-31,TED,MKRturn,RealEstateDiff
73,2019-08-01,TED,MKRturn,RealEstateDiff
74,2019-08-02,TED,MKRturn,RealEstateDiff
75,2019-08-05,TED,MKRturn,RealEstateDiff
76,2019-08-06,TED,MKRturn,RealEstateDiff
77,2019-08-07,TED,MKRturn,RealEstateDiff
78,2019-08-08,TED,MKRturn,RealEstateDiff
79,2019-08-12,TED,MKRturn,RealEstateDiff
80,2019-08-13,TED,MKRturn,RealEstateDiff
81,2019-08-14,TED,MKRturn,RealEstateDiff
82,2019-08-15,TED,MKRturn,RealEstateDiff
83,2019-08-16,TED,MKRturn,RealEstateDiff
84,2019-08-19,TED,MKRturn,RealEstateDiff
85,2019-08-20,TED,MKRturn,RealEstateDiff
86,2019-08-21,TED,MKRturn,RealEstateDiff
87,2019-08-22,TED,MKRturn,RealEstateDiff
88,2019-08-23,TED,MKRturn,RealEstateDiff
89,2019-08-26,TED,MKRturn,RealEstateDiff
90,2019-08-27,TED,MKRturn,RealEstateDiff
91,2019-08-28,TED,MKRturn,RealEstateDiff
92,2019-08-29,TED,MKRturn,RealEstateDiff
93,2019-08-30,TED,MKRturn,RealEstateDiff
94,2019-09-02,TED,MKRturn,RealEstateDiff
95,2019-09-03,TED,MKRturn,RealEstateDiff
96,2019-09-04,TED,MKRturn,RealEstateDiff
97,2019-09-05,TED,MKRturn,RealEstateDiff
98,2019-09-06,TED,MKRturn,RealEstateDiff
99,2019-09-09,TED,MKRturn,RealEstateDiff
100,2019-09-10,TED,MKRturn,RealEstateDiff
101,2019-09-11,TED,MKRturn,RealEstateDiff
102,2019-09-12,TED,MKRturn,RealEstateDiff
103,2019-09-16,TED,MKRturn,RealEstateDiff
104,2019-09-17,TED,MKRturn,RealEstateDiff
105,2019-09-18,TED,MKRturn,RealEstateDiff
106,2019-09-19,TED,MKRturn,RealEstateDiff
107,2019-09-20,TED,MKRturn,RealEstateDiff
108,2019-09-23,TED,MKRturn,RealEstateDiff
109,2019-09-24,TED,MKRturn,RealEstateDiff
110,2019-09-25,TED,MKRturn,RealEstateDiff
111,2019-09-26,TED,MKRturn,RealEstateDiff
112,2019-09-27,TED,MKRturn,RealEstateDiff
113,2019-10-08,TED,MKRturn,RealEstateDiff
114,2019-10-09,TED,MKRturn,RealEstateDiff
115,2019-10-14,TED,MKRturn,RealEstateDiff
116,2019-10-15,TED,RealEstateDiff,MKRturn
117,2019-10-16,TED,MKRturn,RealEstateDiff
118,2019-10-17,TED,RealEstateDiff,MKRturn
119,2019-10-18,TED,RealEstateDiff,MKRturn
120,2019-10-21,TED,RealEstateDiff,MKRturn
121,2019-10-22,TED,RealEstateDiff,MKRturn
122,2019-10-23,TED,RealEstateDiff,MKRturn
123,2019-10-24,RealEstateDiff,TED,MKRturn
124,2019-10-25,RealEstateDiff,TED,MKRturn
125,2019-10-28,TED,RealEstateDiff,MKRturn
126,2019-10-29,RealEstateDiff,TED,MKRturn
127,2019-10-30,RealEstateDiff,TED,MKRturn
128,2019-10-31,TED,RealEstateDiff,MKRturn
129,2019-11-01,RealEstateDiff,TED,MKRturn
130,2019-11-04,TED,RealEstateDiff,MKRturn
131,2019-11-05,TED,RealEstateDiff,MKRturn
132,2019-11-06,TED,RealEstateDiff,MKRturn
133,2019-11-07,TED,RealEstateDiff,MKRturn
134,2019-11-08,TED,RealEstateDiff,MKRturn
135,2019-11-11,TED,RealEstateDiff,MKRturn
136,2019-11-12,TED,RealEstateDiff,MKRturn
137,2019-11-13,TED,RealEstateDiff,MKRturn
138,2019-11-14,TED,RealEstateDiff,MKRturn
139,2019-11-15,TED,RealEstateDiff,MKRturn
140,2019-11-18,TED,RealEstateDiff,MKRturn
141,2019-11-19,TED,RealEstateDiff,MKRturn
142,2019-11-20,TED,RealEstateDiff,MKRturn
143,2019-11-21,TED,RealEstateDiff,MKRturn
144,2019-11-22,TED,RealEstateDiff,MKRturn
145,2019-11-25,TED,RealEstateDiff,MKRturn
146,2019-11-26,TED,RealEstateDiff,MKRturn
147,2019-11-27,TED,RealEstateDiff,MKRturn
148,2019-11-28,TED,RealEstateDiff,MKRturn
149,2019-11-29,TED,RealEstateDiff,MKRturn
150,2019-12-02,TED,RealEstateDiff,MKRturn
151,2019-12-03,TED,RealEstateDiff,MKRturn
152,2019-12-04,TED,RealEstateDiff,MKRturn
153,2019-12-05,TED,RealEstateDiff,MKRturn
154,2019-12-06,TED,RealEstateDiff,MKRturn
155,2019-12-09,TED,RealEstateDiff,MKRturn
156,2019-12-10,TED,RealEstateDiff,MKRturn
157,2019-12-11,TED,RealEstateDiff,MKRturn
158,2019-12-12,TED,RealEstateDiff,MKRturn
159,2019-12-13,TED,RealEstateDiff,MKRturn
160,2019-12-16,TED,RealEstateDiff,MKRturn
161,2019-12-17,TED,RealEstateDiff,MKRturn
162,2019-12-18,TED,RealEstateDiff,MKRturn
163,2019-12-19,TED,RealEstateDiff,MKRturn
164,2019-12-20,TED,RealEstateDiff,MKRturn
165,2019-12-23,TED,RealEstateDiff,MKRturn
166,2019-12-24,TED,RealEstateDiff,MKRturn
167,2019-12-25,TED,RealEstateDiff,MKRturn
168,2019-12-26,TED,RealEstateDiff,MKRturn
169,2019-12-27,TED,RealEstateDiff,MKRturn
170,2019-12-30,TED,RealEstateDiff,MKRturn
171,2019-12-31,TED,RealEstateDiff,MKRturn
172,2020-01-02,TED,RealEstateDiff,MKRturn
173,2020-01-03,TED,RealEstateDiff,MKRturn
174,2020-01-06,TED,RealEstateDiff,MKRturn
175,2020-01-07,TED,RealEstateDiff,MKRturn
176,2020-01-08,TED,RealEstateDiff,MKRturn
177,2020-01-09,TED,RealEstateDiff,MKRturn
178,2020-01-10,TED,RealEstateDiff,MKRturn
179,2020-01-13,TED,RealEstateDiff,MKRturn
180,2020-01-14,TED,RealEstateDiff,MKRturn
181,2020-01-15,TED,RealEstateDiff,MKRturn
182,2020-01-16,TED,MKRturn,RealEstateDiff
183,2020-01-17,TED,MKRturn,RealEstateDiff
184,2020-01-20,TED,MKRturn,RealEstateDiff
185,2020-02-03,TED,RealEstateDiff,MKRturn
186,2020-02-04,TED,MKRturn,RealEstateDiff
187,2020-02-05,TED,MKRturn,RealEstateDiff
188,2020-02-06,TED,MKRturn,RealEstateDiff
189,2020-02-07,TED,MKRturn,RealEstateDiff
190,2020-02-10,TED,MKRturn,RealEstateDiff
191,2020-02-11,TED,MKRturn,RealEstateDiff
192,2020-02-12,TED,MKRturn,RealEstateDiff
193,2020-02-13,TED,MKRturn,RealEstateDiff
194,2020-02-14,TED,MKRturn,RealEstateDiff
195,2020-02-17,TED,MKRturn,RealEstateDiff
196,2020-02-18,TED,MKRturn,RealEstateDiff
197,2020-02-19,TED,MKRturn,RealEstateDiff
198,2020-02-20,TED,MKRturn,RealEstateDiff
199,2020-02-21,TED,MKRturn,RealEstateDiff
200,2020-02-24,TED,MKRturn,RealEstateDiff
201,2020-02-25,TED,MKRturn,RealEstateDiff
202,2020-02-26,TED,MKRturn,RealEstateDiff
203,2020-02-27,TED,MKRturn,RealEstateDiff
204,2020-03-02,TED,MKRturn,RealEstateDiff
205,2020-03-03,TED,MKRturn,RealEstateDiff
206,2020-03-04,TED,MKRturn,RealEstateDiff
207,2020-03-05,TED,MKRturn,RealEstateDiff
208,2020-03-06,TED,MKRturn,RealEstateDiff
209,2020-03-09,TED,MKRturn,RealEstateDiff
210,2020-03-10,TED,MKRturn,RealEstateDiff
211,2020-03-11,TED,MKRturn,RealEstateDiff
212,2020-03-12,TED,MKRturn,RealEstateDiff
213,2020-03-13,TED,MKRturn,RealEstateDiff
214,2020-03-16,TED,MKRturn,RealEstateDiff
215,2020-03-17,TED,MKRturn,RealEstateDiff
216,2020-03-18,TED,MKRturn,RealEstateDiff
217,2020-03-19,TED,MKRturn,RealEstateDiff
218,2020-03-20,TED,MKRturn,RealEstateDiff
219,2020-03-23,TED,MKRturn,RealEstateDiff
220,2020-03-24,TED,MKRturn,RealEstateDiff
221,2020-03-25,TED,MKRturn,RealEstateDiff
222,2020-03-26,TED,MKRturn,RealEstateDiff
223,2020-03-27,TED,MKRturn,RealEstateDiff
224,2020-03-30,TED,MKRturn,RealEstateDiff
225,2020-03-31,TED,MKRturn,RealEstateDiff
226,2020-04-01,TED,MKRturn,RealEstateDiff
227,2020-04-07,TED,MKRturn,RealEstateDiff
228,2020-04-08,TED,MKRturn,RealEstateDiff
229,2020-04-09,TED,MKRturn,RealEstateDiff
230,2020-04-14,TED,MKRturn,RealEstateDiff
231,2020-04-15,TED,MKRturn,RealEstateDiff
232,2020-04-16,TED,MKRturn,RealEstateDiff
233,2020-04-17,TED,MKRturn,RealEstateDiff
234,2020-04-20,TED,MKRturn,RealEstateDiff
235,2020-04-21,TED,MKRturn,RealEstateDiff
236,2020-04-22,TED,MKRturn,RealEstateDiff
237,2020-04-23,TED,MKRturn,RealEstateDiff
238,2020-04-24,TED,MKRturn,RealEstateDiff
239,2020-04-27,TED,MKRturn,RealEstateDiff
240,2020-04-28,TED,MKRturn,RealEstateDiff
241,2020-04-29,MKRturn,TED,RealEstateDiff
242,2020-04-30,MKRturn,TED,RealEstateDiff
243,2020-05-06,MKRturn,TED,RealEstateDiff
244,2020-05-07,MKRturn,TED,RealEstateDiff
245,2020-05-08,MKRturn,TED,RealEstateDiff
246,2020-05-11,MKRturn,TED,RealEstateDiff
247,2020-05-12,MKRturn,TED,RealEstateDiff
248,2020-05-13,MKRturn,TED,RealEstateDiff
249,2020-05-14,MKRturn,TED,RealEstateDiff
250,2020-05-15,MKRturn,TED,RealEstateDiff
251,2020-05-18,MKRturn,TED,RealEstateDiff
252,2020-05-19,MKRturn,TED,RealEstateDiff
253,2020-05-20,MKRturn,TED,RealEstateDiff
254,2020-05-21,MKRturn,TED,RealEstateDiff
255,2020-05-22,MKRturn,TED,RealEstateDiff
256,2020-05-25,MKRturn,TED,RealEstateDiff
257,2020-05-26,MKRturn,TED,RealEstateDiff
258,2020-05-27,MKRturn,TED,RealEstateDiff
259,2020-05-28,MKRturn,TED,RealEstateDiff
260,2020-05-29,MKRturn,TED,RealEstateDiff
261,2020-06-01,MKRturn,TED,RealEstateDiff
262,2020-06-02,MKRturn,TED,RealEstateDiff
263,2020-06-03,MKRturn,TED,RealEstateDiff
264,2020-06-04,MKRturn,TED,RealEstateDiff
265,2020-06-05,MKRturn,TED,RealEstateDiff
266,2020-06-08,MKRturn,TED,RealEstateDiff
267,2020-06-09,MKRturn,TED,RealEstateDiff
268,2020-06-10,MKRturn,TED,RealEstateDiff
269,2020-06-11,MKRturn,TED,RealEstateDiff
270,2020-06-12,MKRturn,TED,RealEstateDiff
271,2020-06-15,MKRturn,TED,RealEstateDiff
272,2020-06-16,MKRturn,TED,RealEstateDiff
273,2020-06-17,MKRturn,TED,RealEstateDiff
274,2020-06-18,MKRturn,TED,RealEstateDiff
275,2020-06-19,MKRturn,TED,RealEstateDiff
276,2020-06-22,MKRturn,TED,RealEstateDiff
277,2020-06-23,MKRturn,TED,RealEstateDiff
278,2020-06-24,MKRturn,TED,RealEstateDiff
279,2020-06-29,MKRturn,TED,RealEstateDiff
280,2020-06-30,MKRturn,TED,RealEstateDiff
281,2020-07-01,MKRturn,TED,RealEstateDiff
282,2020-07-02,MKRturn,TED,RealEstateDiff
283,2020-07-03,MKRturn,TED,RealEstateDiff
284,2020-07-06,MKRturn,TED,RealEstateDiff
285,2020-07-07,MKRturn,TED,RealEstateDiff
286,2020-07-08,MKRturn,TED,RealEstateDiff
287,2020-07-09,MKRturn,TED,RealEstateDiff
288,2020-07-10,MKRturn,TED,RealEstateDiff
289,2020-07-13,MKRturn,TED,RealEstateDiff
290,2020-07-14,MKRturn,TED,RealEstateDiff
291,2020-07-15,MKRturn,TED,RealEstateDiff
292,2020-07-16,MKRturn,TED,RealEstateDiff
293,2020-07-17,MKRturn,TED,RealEstateDiff
294,2020-07-20,MKRturn,TED,RealEstateDiff
295,2020-07-21,MKRturn,TED,RealEstateDiff
296,2020-07-22,MKRturn,TED,RealEstateDiff
297,2020-07-23,MKRturn,TED,RealEstateDiff
298,2020-07-24,MKRturn,TED,RealEstateDiff
299,2020-07-27,MKRturn,TED,RealEstateDiff
300,2020-07-28,MKRturn,TED,RealEstateDiff
301,2020-07-29,MKRturn,TED,RealEstateDiff
302,2020-07-30,MKRturn,TED,RealEstateDiff
303,2020-07-31,MKRturn,TED,RealEstateDiff
304,2020-08-03,MKRturn,TED,RealEstateDiff
305,2020-08-04,MKRturn,TED,RealEstateDiff
306,2020-08-05,MKRturn,TED,RealEstateDiff
307,2020-08-06,MKRturn,TED,RealEstateDiff
308,2020-08-07,MKRturn,TED,RealEstateDiff
309,2020-08-10,MKRturn,TED,RealEstateDiff
310,2020-08-11,MKRturn,TED,RealEstateDiff
311,2020-08-12,MKRturn,TED,RealEstateDiff
312,2020-08-13,MKRturn,TED,RealEstateDiff
313,2020-08-14,MKRturn,TED,RealEstateDiff
314,2020-08-17,MKRturn,TED,RealEstateDiff
315,2020-08-18,MKRturn,TED,RealEstateDiff
316,2020-08-19,MKRturn,TED,RealEstateDiff
317,2020-08-20,MKRturn,TED,RealEstateDiff
318,2020-08-21,MKRturn,TED,RealEstateDiff
319,2020-08-24,MKRturn,TED,RealEstateDiff
320,2020-08-25,MKRturn,TED,RealEstateDiff
321,2020-08-26,MKRturn,TED,RealEstateDiff
322,2020-08-27,MKRturn,TED,RealEstateDiff
323,2020-08-28,MKRturn,TED,RealEstateDiff
324,2020-08-31,MKRturn,TED,RealEstateDiff
325,2020-09-01,MKRturn,TED,RealEstateDiff
326,2020-09-02,MKRturn,TED,RealEstateDiff
327,2020-09-03,MKRturn,TED,RealEstateDiff
328,2020-09-04,MKRturn,TED,RealEstateDiff
