,Macro,mean,max,min,sd
1,MKRturn,0.0343855910220758,0.15867616234142,0.00089732487974666,0.0197246861068087
2,RealEstateDiff,0.0275333734268226,0.10789619739716,0.00223591108208998,0.0176101958868918
3,TED,0.0323090341151372,0.116948018160777,0.00229550096796001,0.0204098447677084
