,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.107740813733074,0,0.0874801048051445,0,0,0,0.0588902955336329,0.0775450155014965,0,0,0,0,0,0.00806272842619603,0,0.128013572799148,0,0,0,0,0,0,0,0,0,0,0.0814170833734631,0,0.0809788340299764,0,0,8.67361737988404e-19,0,0,0,0,0.0135468905791617,0,0,0,0,0.194264692459521,0,0,0,0,0,0,-0.0889352675245247
X002142.CH.EQUITY,0.218070175268842,0,0,0,0,0.0553757287154607,0,0,0,0.0431373550879489,0,0,0,0,0,0.29535288684138,0.0514614538592319,0,0,0,0,-0.0595587465702458,0.0601311650227547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137521247465481,0,0.204184018146781,0,0,0,0.0854974159356033,-0.106594389691035,0,0,0,0.123077964397594
X600000.CH.EQUITY,0,0,0,0,0,0.0304454738369016,0,0,0.48138520275061,0,0,0,0.268502743925264,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.168620529489562,0,0.168224612872611,0,0,0,0,0,0,0,0,0,0,0,-0.122953702229353,0.00368690032494062,0,0,0,0,0,0.0538825526400963,0,-0.0303070263202885,0,0,0,-0.0787798568582072
X600015.CH.EQUITY,0.0538216014757972,0,-0.298080563911233,0,0,0.13780500254716,-0.104833221264787,0,0,0.223957701366459,0,0,0,0,0.422480541922141,0,0,0.0493945902942433,0,0,-0.0143734770204932,0,-0.0839064093304829,0,0,0,0,0,0,0,0,0,0,0.0338134357208511,2.77555756156289e-17,0.171127956320777,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411879446840836
X600016.CH.EQUITY,3.46944695195361e-18,0,0.0590242263019414,0.134645639777376,0,0,0,0,0,0,0,0,0,0,0.306173755755361,0,0,0.0612331247835254,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0464330335512645,0,0,0,0,0,0,0,0,0,0,0,0.0700459518962934,0,0,-0.041630801264217
X600036.CH.EQUITY,0,0,0,0.394126354834924,0,0,0.222846568407205,0,0,-0.225014928724833,-0.0183157171524231,0,0.379106817419578,0.0342372396066812,0.114780066170998,0,0,0,0.124400826163963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228845720123773,0,0,0.120701053348918,0,0,0,0,0,0.110089966867045,0,0
X600919.CH.EQUITY,-0.377988286244301,-0.217489703441597,0,0,0,1.05727206307468,0,0,0,0,0,0.064164163185039,0,0,0,0,0,0,0,0.175001112591049,0,0,0,0,0,0,0,0,0,0,0,0,0.331384016244251,0.13849045481235,0,0,0,0,0,-0.202213341654349,0,-1.73472347597681e-18,-0.280689882496162,-0.101036466661139,0,0,0,0.193495198469037,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0.0166649069598158,0,0.342850984278351,0,0,0,0,0,0,0,0,0,0,0.241672625250499,0,-0.163885166755579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464816758416283,0,0,0,0,0,0.157804093880335,0.0918049360863573,0,-0.171754761881223
X601166.CH.EQUITY,0,0,0.338502370142524,0.059485425250899,0,0,0,0.117612019673817,0,0,0,0.268691860914059,0,0.186746795942007,0,0,0.0205468766220192,0,0,0.0244755381780463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627424960768288,0,0,0,0,0,-0.00946548639621379,0,0,0,0,0,0,0,0,0.0752642017395156,0
X601169.CH.EQUITY,0,0,0.0562535307273159,1.49859495921705,0,-0.369168185471329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227136107985796,0,-0.294136821997478,0.0848166163707895,0.120944323616097,0.0638287383387067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143890213881244,0,0,-0.0970286467075308,0,0,0.0208758643465239,0,-0.0660309361468225,0,0
