,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.169965011877968,0,0,0,0.0628074183549498,0,0,0.060075316882989,0,0.00705220248283777,-0.0587546326819388,0,0,0,0.190537447722726,0,0,0,0,0,0,0,0,-0.0416755859051612,0,0,0,0,0,0,0,0,0,-0.28375807993982,0.523959880603487,0.0538948671196179,0,-0.105268946019733,0,0,0,0,0,0.211952104219275,0,0,0,0,0,0,0.0177156249585015
X002142.CH.EQUITY,0.173348578166451,0,-0.0966520733656164,-0.0993652675726702,-0.0550418342507003,0.115549865070286,0,0.363933552074791,0,0,0,0,0,0,0,0,0,-0.0543483440385576,0,0,0.16321917846426,0,0,0,1.73472347597681e-18,0,0.0252725499671158,-0.175080284794286,0,0,0,0.0435212854401202,0,0,0,-0.0794595452036903,-0.063602565973833,0,0,0,0.13165294369316,0.179201751588885,0,0.193885584154002,0,0,0,0,0,0,-0.0772219798563836,-0.0934450274259494
X600000.CH.EQUITY,0.0733329588748468,0,0,0,0.038363848737792,0.0907035974224685,0,0,0,0.013558854325069,0,0,0.364344170128933,0,0.285905186409227,0,0,0,0,0,0.0926819159166686,0,0,0,0,0,0.229057825440286,0,0,0,0,0,0,0,0,0.0108926153712277,0,0,0,0,-0.0453766969166577,0,0,0,0,0,-0.0525827189224792,0,0,0,0,0.0469515133104623
X600015.CH.EQUITY,0,0,0,0,0.0552189582372037,0,0.00629934992978343,0,0,0,0.0180832122923347,0,0,0,0.0710854792829979,0.19489584752672,0,0.0411758682692195,0,0.00110807700402451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032194391815579,0.0450440842108821,0,0,0,0,0,0.277389490998526,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.051431612091845,0,0.0181829096827025,0,0,0,0,0,0,0.159900545115977,0,0.284643544676195,0,0,0,0.0960534778496443,0,0,0,0,0,0,0,0,0,0,0,0.0180501235141679,0,0,0,0,0,0,0.410926012849221,0,-6.93889390390723e-18,0,0,0,0.0880326624587711,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.178710188297634,0.0797157511308477,0.394326493710451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328241364563261,0.0576490251164012,0,0,0,0,0,-0.079648252657108,0,0,0,0,0,0.0235956328508719,0,0,0,0,0,0.0779550143107409,0,0,0,0,0,0,0.223787058819812,0,0.118228987111551,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.183490656378497,0,0,0,0,0,0.275520780759916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695555166661078,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00146946081256686,0,0,0
X601009.CH.EQUITY,0.226272001697919,0,0,0.244881191787665,0,0,0.00259890232870288,0,0,0,0.0169302958811104,0.243989880205614,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0689321306776448,0,0.010873970318246,0,0,0,0.0643374741221196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107712221482514,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.122690236300675,0,0.347028874909504,0,0.137654299891732,0,0,0,0,0,0.0153078783607723,0,0.037256950260429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178518280041073,0,0,0,0,0.280218311586709,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0965459174686867,0.455616372410391,0,0,0,0,0,0,0,0,0.222536477484132,0,0.0719567925496659,0,0.0407898300739022,0,0,0,0,0,0,0,0,0.0798300971484191,0,-0.0822420047595412,0,0,-0.0402254775473282,0,0,0,0,0,0,0,0.0222380330626033,0,0,0.105641830248066,0,0,0.158775885216643,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.067113474639145,0,0,0.24675271232558,0,0,0,0,0,0,0,0,0.0837921157281922,0,0.447151320089808,0,0,0,0,-0.173031680069455,0,0,0,0,-0.0557592903195908,-0.128005573592568,0.0213072179878397,0,0,0.158770199498126,0,0,0,0,0,0.046332218766891,0.0965303476783324,0,0,0,0,0,0,0,0,-0.0980853044225171,0,-0.0429981441603184,0,0,0.039297239465058
X601288.CH.EQUITY,0,-0.0235122544343833,0,0,0,0,0,0,0,0,0.106791935661271,0,0,0.391510306222679,0,0.234790947671883,0.0767249899111982,0,-0.0149295728536918,0,-0.039981373943162,0,0.0235612964586169,0,0.0784880947439169,0,0,0,0,0.179705345070397,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.362105498908205,0.0333564345674633,0.0478752672382969,0,0.0582921217273633,0,0,0.151319854820745,0,0,0,0,0,0,0.0878202626161079,0.1490190543734,0,0,0,0,0.127862620742372,0,0,0,0,0,0,0,0.0291568968772063,0,0,0,0,0,0,0,0,0,0,0,0,0.0304140633829158,0,0,0,0,0,-0.122889105839935,0.0535745449429271,0.00522786852339841
X601398.CH.EQUITY,0,0.0682884471529258,0.404493430344902,0,0,0,0,0.163102454354848,0,0,0,0.131788776001348,0,0,0,0,0,0,0,0,0.0395118125189443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419455899288451,0,0,-0.142233039684886,0,0,0,0,0.134609727363645,0,0
X601818.CH.EQUITY,0.0142324829816583,0,0.0561762574269943,0.0356754248606229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267009877597321,0,0,0.124282590215694,-0.0573721004294017,0,0,0,-0.0679541502321534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306329490259414,0,0,0,0,-0.110104948771856,0,0.0475238518408695,0
X601939.CH.EQUITY,0.10962524015231,0,0,0,0,0,0.00801015142002579,0,0,0,0.47709349905533,0.299472963551934,0,0.190599010528276,0,0,0.0853718695685195,0.0707644749069423,0,0,0,0,-0.0639111472789314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221610950862995,0,0,0,-0.0699331710789563,0,0,0,0,0.0111515127447938
X601988.CH.EQUITY,0,-8.67361737988404e-19,0,0,0.185784629096367,0,0,0,0.0966871215073974,-6.93889390390723e-18,0,0.2612731999141,0.183492616305137,0.0888289833323579,0,0.0527866921258928,0,0,0,0,0,0,0,0,0,0,0,-0.239672629934458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138580714295405,0,0,0,0.140537883238848,0,0.0310585995877727
