,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.2400417949835,0,0,0,0.363153013996614,0.0785850121582401,0.251731598752539,0,0,0,0,0,0,0.0950501109636906,-0.0118431780066583,0,0,0,0,0,0,0,-0.191424689238716,0,0,0,0,0,0,0,0,0,0.223645419458153,0,0,0,-0.0944399236089938,0,0,0,0,0.0556649655495296,0,-1.73472347597681e-18,0,0,0,-0.0296443150448705,0,0,0
X002142.CH.EQUITY,0.0989764867426185,0,0,0,0,0.509696072342667,0,0.0136991076794982,0,0,-3.46944695195361e-18,0,0,-0.0590955425155163,0,0,0,-0.11100108713314,0,0,0,0,0,-0.0528906094611798,0,0,-0.161409328061723,0,0,0,0.0507823111450662,0,0,-0.0836317414454483,0,0,0,-0.0872014192533915,-0.0715908561727413,0,0.0782955274779145,0.218647454108547,0,0.291610137238633,0,0,0,0,-0.141417143879589,0,-0.0465372766748953,0
X600000.CH.EQUITY,0.265496494195429,0,0,0,0,0,0,-1.35525271560688e-20,0,0.0234045083593725,0,-3.46944695195361e-18,0.537453726304881,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.101400568639009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112052313927807
X600015.CH.EQUITY,0,0,-6.93889390390723e-18,0,0.0109217004760144,0,0,0.231306583814213,0,0.0679233821505184,0,0,0,0,0.0498910693090671,0,0,0.0980143917342243,0,0.0110914865266935,0,0.124678491124919,0,0,0,0,0,0,0,0,0,0,0.00563937231925439,0,0,0.00696423747648614,0,0,0,0.0409335699919473,0,0,0,0.299902232903925,0,0,0,0.0435585213226727,0,0,0,0
X600016.CH.EQUITY,0,0,-2.16840434497101e-19,0.197740158354422,0,0,0.135145098194178,0,0,0,0,0,0.0608114987625833,0,0,0,0.151696619955818,0.0755735457370767,0,0,0,0,0,0,0.0854394170054951,0,0,0,0,0,0,0,0,0,0,0.104974414225063,0,0,0,0,0,0.172690829496994,0,0,0,0,0.00214855604999217,0,0,0,0,-0.0484471053634285
X600036.CH.EQUITY,0.439779076501912,0.0937157573266409,0.0720388632309773,0,0,0,0,-0.0310838734380963,0.0296116194762908,0,0,0,0.0145613292901168,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.055264963764644,0,0,0,0,0,0,0.00715527517167439,0,0.115489527482079,0,0,0.0357005950191551,0,0,0,0,0,0,0,0,0.215088917507098,0.0848339123638287,0,0,0,-0.0434601948547137
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0324938481300259,0,0,0,0,0.242172269862104,0,0,0,0,0,0,0,0,0,0.0621217885895624,0,0,0.0192969648238284,0.0771502039431536,0,0,0,0.066652222484415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.193369413974634,0,0,0.151609033927315,0,0,0.0818612997063964,0,0,0.0747584765816162,0.142785697853625,0,0,0,0.137507167334926,0.160813118698025,0,0,0,0,0.0288973992714953,0,0,0,0,0,0,0,0.0520571437781978,0,0,0,0,0,0,0,0.00838627837310677,0,0,0,0.0557644851955396,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0753001847064955,0,0.474789179244433,0,0.26504825296075,0,0,0,0,0,0,0.180303589315584,0.0364964178606884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005795647702697,0,0
X601169.CH.EQUITY,0,0,0.360083426317021,0,0,0,0,0,0,0,0,0,0.486118251006711,0,0,0,0.16769025459257,0,0,0,0,0,0,0,0,0,0,0,0.115475982072918,0,0,0,0,0,0,0,0,0,0,0.0329198953902251,0,0.024685220108876,0,0,0.0318797101678729,0,0,0,0,0,0,0
