,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600061.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.286577725421497,0,0,0,0.238154702610847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378243731156175,0,0,0.051266388374289,0,0.150988567874276,0,0,0.109947253843632,0.0515764023816348,0,0
X002142.CH.EQUITY,0,0,0,0.195509551277837,0,0,0,0.223332970520777,0,0,0.214307549599577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186003293161868,0.162963047601366,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.068293477789545,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.123218249338894,0,0,0,0.15959618061306,0.16105940266712,0,0.208880058685552,0,0.0576837532857571,0.0117238013556698,0,0.0239649687851957,0,0,0,0,0,0,0,0,0,0,0,0.167352813181781,0,0,0,0,0,0,0,0,0,0,0.0075251664861269,0,0,0,0,0.0344142151734737,0,0,0.0199549627901089,0,0.00576239984764189,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.609014192422587,0,0,0.117490502614286,0,0,0,0,0,0,0.0509247986517479,0,0.0537008258629679,0,0,0,0,0.0672539473040733,0,0,0,0,0,0,0,0,0,0.0448196710055703,0,0,0,0,0,0,0,0,0,0,0,0,0.0280629821963806,0,0,0
X600016.CH.EQUITY,0,0,0,0.0253056695143951,0,0,0,0,0.0461753685772877,0,0.0806320022696915,3.46944695195361e-18,0.398491895826197,0,0,0,0.0768378674696486,0.225563084034368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353280877305615,0,0,0
X600036.CH.EQUITY,0.344644167413482,0,0.261279297082762,0,0,0,0,0,0.142877221764943,0,0,0,0,0,0,0,0,0,-0.0550912403753857,-0.0434135900848772,-0.0160473695201214,0,0,0,0,-0.0849171397746382,0,0,0,0,0.0231133518672719,0,0,0,0.0846068844121475,0,0,0,0.0995001941711551,0,0,0,0,0.122678915544745,0,0.067011743840167,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.241657623362193,0,0,0,0,0,0,0.0313686078922397,0,0,0,0.0232628687677589,0,0.264439027875931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150755851353529,0,0.263609973385541,0,0,0,0.020824675636981,0,0.0773554226593464,0,0,0.0290403836728249,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.121889851198808,0,0,0,0,0,0,0.397625289814026,0,0,0,0,0,0,0.16237868910054,0,0,-0.0452811765015234,0,0.02624767096607,0,-0.0812561273990293,0,0,0,0,0,0,0,0.201556540136652,0,0,0,0,0,0,0,0.0610562973747516,0,0,0,0,-0.111082127586339,0,-0.133102626319634,0,0.207898758123865,0,0
X601166.CH.EQUITY,0,0.067960038307259,0,0,0.163396435576892,0.173575362710568,0,0.0455185436506683,0,0,0,0,0,0,0,0.163840340566057,0.0508142969010072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117849374754798,0,0,0.0283357194877447,0.0166814065463097,0,0,0,0.0183263503668739,0,0.062421929952308,0
X601169.CH.EQUITY,0,0,0,0.0301316875947605,0,0.0933750080247505,0,0.00945336979111012,0,0,0.10738039267621,0,0,0,0,0,0.148698672276668,0.0382561545320332,0,0,0,0,0,0,0.170578564004214,0,0.0447832103438015,0.0928937939028731,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.091451844260961,0,0,0.0368397690583671,0,0,0.0352363719798158,0,0,0,0,0,0
