,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0.0894447607261937,0.124060872555217,0,0,0,0.181021399481529,0,0,0,0,0,0,0,0.0390925462752228,0,0,0.0261165309094135,0,0.171278352114537,0,0,0,0,0,0,0,0.0475608776976357,0,0,0.0137131140266807,0,0,0.0467075372199856,0,0,0,0,0,0,0.0196265533014546,0.165564992617431,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.0951938253902309,0,0.0531762627626585,0,0.384536055482181,0,0,0,0,0,0,0,0.286526645972221,0,0.0184382444527752,0,0,0,0,0,0,0,0,0,0,0,-0.0353726519125604,-0.0530214552862377,0,0,0,-0.0189254264249119,0,0,0,0,0,0,0.123776105905192,0,0.101126468155099,0.0463285819803776,0,0,-0.00741006940685677,0.0359671905180533,0.0275942527109444
X600000.CH.EQUITY,0,0,0,0,0,0.0833886079167318,0.0862060317698323,0,0,0,0,0.493862875162744,0,0.0169380901184327,0.248870334621093,0,0,0.0113868011708393,0.0135586660756938,0,0,0,0,0,0,0,0,0,0,0,0.0494789749247908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.0373639014967596,0,0,0,0.24371937426815,0.358803630828478,0,0,0,0,0,0,0,0.0379560850384945,0,0,0,-0.13736283765653,0.254645946249352,0,0.162299418819694,0.0308607367467651,0,0,0,-0.0319397182926769,0,0,0,0,0,0,0,0,0,0,0.131883296371076,0,0,0.0546721954123884,0,0,0,0,-0.017908448380103,0
X600016.CH.EQUITY,0.0956221439566154,0,0,0,0,0.0620373492576576,0,0,0,0,0,0,0,0,0,0.362353851330027,0.0621267976591006,0,0,0,0,0,0,0.257469609929838,0,0,0,0,0,0,0,0,0.0356958094021902,0,0.0337529307872345,0,0,0,0,0.0440481199071913,0,0.0397637899567875,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.479587935357526,0.0364836547543156,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838889868809237,0,0.19883722981655,0,0,0,0,0,0.288694517785309,0,0,0,0.0563239417923359,0,0,0,0.160090888783301,0,0,0,0,0,0.0110006409065866,0,0.00646711306422706,0,-0.0608275765740598,0,-0.110739742858516,0,0,0,0,0,0,0.0718913385648381,0,0
X600919.CH.EQUITY,0,0,0,0.0319586924164394,0,0.0245811085319155,0,0.471395407826554,0.0740784546533607,0,0,0,0,0.184244546089944,0.0266175557285131,0,0,0,0,0.0823521040385538,0,0,0,0,0,0,0,-0.012662772655899,-1.38777878078145e-17,0,0,0,-0.15530296347081,0,0,0.18779787084969,0,0,0,0,0,0,-0.124180363794796,0,0,0,0,0,0.101694173019423,0,0,0
X600926.CH.EQUITY,0,0.305390438113924,0,0,0,0,0.428658257633485,0,0,0,0,0,0,0.0740591378764345,0,0,0,0.207581503772019,0,0,0,0,0,0,0,0,0,0,0.11469846163931,0,-0.00984633545768496,0,0,0.00567238901279542,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00969533951911291,-0.0599220409508833,-0.129544341396732,0,0,0.0281937414466862
X601009.CH.EQUITY,0,0,0,0,-0.0862656176081057,0,0.00729270914133105,0.354962643146481,0,0,0,0,0,0,0,0,0,0,0.391804431114888,0,0,0,0,0,0,0,0,0.0682860469083855,0.292159971947947,0,0,0.0664668699133265,0,0,0,0,0,0,0,0,0,0,0.316044851642114,0,0,0,0,0,0,0,-0.198457461725645,0.145964574240381
X601166.CH.EQUITY,0,0.271041820211439,0.22322369934828,0,0,0.109987270188199,0.0148335818511559,0,0.0159613314945879,0,0,0,0,0,0,0,0,0,0,0,0.100154465673377,0.0169777937295306,0,0,0,0,0,0,0,0.0787606491003589,0,0,0,0,0,0.171962794707939,0,0,0,0,0,2.77555756156289e-17,0,0.0401797228239471,0.0390571789646125,0.0490524375767629,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.0704316534642103,0,0,0,0,0,0,0.162315734596851,0,0,0,0,0.142336816969502,0,0,0,0.104361030870506,0,0,0,0.417923577454627,0,0,0,0,0,-0.0810730767453169,0,0,0,0,0,0.0542162201301749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055797779714788
X601229.CH.EQUITY,0,0,0.378827929546676,0,0,0,0,0,-0.0089474038951518,0,0.276288811098481,0,0,0,0,0,0.00716540269038122,0,0,0,0,0,0,0,0,0,0.0760761826733758,0.0574476156711889,0,0,0,0,0,0,0,0,0,0.0826626458275566,0,0.098479809701245,0,0,0,0.0933032992821109,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988319786602191,0.00829499830099162,0,0,0,0.649142046573225,0.180075158652368,0,0,0,0,0,0,0.0919703519925755,0,0,0,-0.0754671911549098,0,0,0,0,0,-0.0173691385873325,0,0,0,0,0,0,0,0,0,-0.143340727228469,0,0,0,0,0
