,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2823.TT.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.327694285619373,0.115441990530727,0.111436295999901,0,0.106652085937178,0,0.211060565358098,0,0,0,0,-0.0249789560411405,0,0,0.0259427883206539,0.0305391620963805,0,-0.00778077412917804,0,0,0,0,0,0,0,0,0,0,0,0.0451988970576713,0,0,0,0,0.188860177180526,0,0,0,0,0,0,0,-0.0968591998112298,0,0,0,0,0,0,0.110841117191005,0
X002142.CH.EQUITY,0,0,0,0,0,0.252061485349063,0,0.490933152527452,0,0.00483020606308697,0.125932735335081,0,-0.224161099785592,0,0,0,0,-0.213511599681393,0.251660053776864,0,0,0,0,0,0,0.0557279996054257,0,0,0,0,0,0,0,0.125653170890832,0,0,-0.103215202520091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.163695392124462,0,0.105134526306334,0.213438142912151,0,0,0,0,-0.0134504022476192,0,0,0,0,0,0,0.32210037024716,0,0,-0.0113510429266546,-0.0578606779866324,0,0,0,0,0,0.109577289010427,0,0.178114637778446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256556465923941,0
X600015.CH.EQUITY,0.18314814437543,0,0,0,0,0,0,0,0,0,0.343051255533547,0.133835901215457,0,0,0,0,0.0506730507890068,0.118160295249292,0,0,0,0.00530241110729218,0,0,0,0,-0.139246428840559,0,0,0,0,0,0,0,0,0.0159328837672949,0,0,0,0,0,0,-0.022424096777264,0,0,0,0,0,0,0,-0.0526168003759512,0.0484183401368265
X600016.CH.EQUITY,0,0.348420461442142,0.119086483724068,0,0,0,-0.0639431159501395,0,0,0,0,0,0,0,0,0,0.0328883470779551,0,0,-0.265189603212671,0,0.0760899926571749,0,0,0.829736988197106,0,0,0,0,0,0,0,0,-0.106944256918763,0,0,0,0,0.202128379299038,0,0,0,0,0,0,0,-0.203523853566616,0,0,0,0,0.0929356909818922
X600036.CH.EQUITY,0,0.175596320353505,0.1180097828955,0,0,0,0,0,0.00979231791938635,0.154613876198111,0,0,0,0,0,0,0.153080766617185,0.0174779785335519,0,0,0,0,0,0,0.0370156040590071,0.00881149806776789,0,0,0,0,0,0,0,0,0.033016588717949,0,0,0,0,0,0,0,0,0,0.269382974902638,0,0,0,0,0,0.0274147446767381,-0.0427238810736759
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.232065483045435,0,0,0.0586609609947376,0.132423704143758,0,0,0,0,0,0,0.0505966073951978,0,0.21549002904634,0,0,0,0,0,-0.134110098642079,0,0,0,0,0,0,0,0,-0.0232498454961388,0,0,0,0,0.0284247385536399,0,0,0.0405677347326782,0,0,0,0,0,0,0,-0.0314307637710453
X600926.CH.EQUITY,0.186846925767292,0.233501563160383,0,0,0,0,0.0830683260540228,0,0,0,-0.0936787010143738,0,0,0,0,0.374356018861128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435879694124676,0,0,-0.113251681593819,0,0,-0.0593532545215503,-0.0225043402732795
X601009.CH.EQUITY,0,0.292693671469651,0,-0.157035191503776,0,0,0,0,0,0.0437507418472325,0,0.22476659530019,0,0.0956475225905066,0,-0.0226873603545017,0,-0.0496990611432183,0,0,0.42562292029705,0,0.0146880086130299,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.104497323770625,0,0,0,0,-0.0207745190640383,0,0,0,-0.075185251641077,0,0,0,0,0,0
X601166.CH.EQUITY,0.286215340970681,0,0,0,0,0.545219542094579,0,0,0,0,-3.46944695195361e-18,0.208886348570227,0,0,0,0,0,0,0,0,0,0,0.0890943538795178,0,0,0,0,-0.0527699098278374,0,0,0,0,0,0,0,0,-0.178461041716206,0,0,0,0,0,0,0,0,0,-0.0400915390292563,0,0,0,0,0
