,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0694749430840858,0,0,0,0,0,0.000590863270712662,0.0501170304258874,0,0,0,0,0,0,0,0.13671965741578,0,0,0,0,0,-0.0337209999050917,0,0,0,0,0,0,0,0,0,0,0,0,0.255011485699733,0,0,0,0.144054356631082,0,0.0358238608420018,0,0.0419389548898905,0.0248582696507091,0,0,0,0,0
X002142.CH.EQUITY,0.219755806360117,0,0,0,0,0.24095318251518,0,0,0,0,0,0,-0.00403509301055693,0,0,0.252905107923582,0.174621019362105,0,0,0,-0.152275399713317,-0.144458753249891,0.0255133231036809,0,-0.12077322179127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291667806133798,0,0.076175299618615,0,0,0,0.0529136873608047,-0.0703536783499379,-0.0634390899420347,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.172767847147861,0,0,0.528275789418777,0,0,0,0.130374961041708,0,0,0,0,0.117759089920271,0,0,0,0.0591851108474879,0.206678886875044,0,0.0402824871914166,0,0,0,0,0,0,0,-0.202766849746586,0,-0.00485016501420422,0,0,-0.110466029844622,0,0,0,-0.0165356914062813,0,0,0,0,0,0,0,-0.00536559743676198
X600015.CH.EQUITY,0,0,0.0490371557480728,0,0,0,0,0,0,0.439223410573054,0.0373396570945704,0,0,0,0.175939646847276,0,0,0.137380271582541,0.0590632294918074,0,0,0,0,0,0,0,0,0,0,0,0.179359517636298,0,0,0.0296393522757317,0.0121299663781092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.15055464418672,0.219573696687859,0,0,0,0,0,0,0,0,0,0,0.193652775444934,0,0,0.144910012471939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530593415951311,0,0,0,0,0,0.0488653758172504,0
X600036.CH.EQUITY,0,0,0.340096192047446,0,0,0,0.293931254803975,0,4.33680868994202e-19,0,0,0,0.186257311884638,0,0.141571032033539,0,0,0,0.12588342496816,0,0,0,0,0,0,0.0953186851421108,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154621381516292,0.144520231921096,0.00330954225562546,0,0,0,0,-3.46944695195361e-18,0
X600919.CH.EQUITY,0,-0.23667181045224,0,0,0,1.15004763626664,0,0,0,0,0,0.077198810031506,0,-0.241706086409431,0,0,0,0,0,0.161595779434712,0,0,-0.125296943366343,0,0,0,0.100809391500165,0,0,0,0,0,0,0,0.204474923741067,0,0,0,0,0,0,0,-0.00673118844036824,-0.737853594162122,0,8.67361737988404e-19,0,0.169356529534388,0,0
X601009.CH.EQUITY,0,0,-0.120648940263919,0,0,0,0,0,0.719238003145742,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.296910062944928,0,-0.476454777162164,0,0,0,0,0,0,0,0,0,0,0,0,0.0857611822762938,-0.0723753044410688,0,0,0,0,0,0,0,0,0,-0.0561278041493406,0,0.0575796816483009,0,0.450071745118412
X601166.CH.EQUITY,0,0,0.251500784464357,0,0,0,0,0.239971739134115,0,0,0,0.246864346863493,0,0.00489683017265431,0,0,0,0,0.00636636526315467,0,0,0,0,0,0,0.000445758553743496,0,0,0,0,0,0,0,0,0,0.0749370889802256,0,0,-0.0184186483745527,0,-0.0222247548451724,0,0,0,0,0,0,0,-0.0674114605418584,0
X601169.CH.EQUITY,0,-0.0220258458241612,0,1.29435113339714,0,-0.14847708953195,0,-0.128284628593358,0,0,0,0,0,0,0,0,0,0,0.0971723109530811,0,0,-0.131063280625945,0,0.068460686224216,0,0,0,0,-0.104814940387251,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.291228074537368,0,0,0,0,0,0,0
