,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.243715009379715,0,0,0,-1.73472347597681e-18,0,0,0.0693878109243833,0,0.264508005552791,0,0,0,0,0,0,0,0.0962789393085005,0,-0.0345819317404884,0,0,0,0.277377970665334,0,0.0249956391205373,0,0,0,0,0,0.198605898507475,0.277989350546133,-0.00574736155914683,0,-0.319693617270127,0.00812120958170607,0,0,0,0,0,0,0,-0.0236676632100474,0,0,0,0
X002142.CH.EQUITY,0.164745745176843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307646599473322,0,0.028158119103237,0,0,0,0,0,0.056076810442758,0,0,0,0,-0.0169271377624277,0,0,0,0,0,0,0,0,0,0.0939039405682464,0,0.0606988715557051,0,0,0,0,-0.130725076639789,0,0,-0.0678970470759547
X600000.CH.EQUITY,0.0231753584611078,0.0412464236384516,0,0,0,0.19348254888393,0,0,0,0.00536030324833711,0,0.00704233686383941,0.453127345068315,0,0.15987762795556,0,0,0,0.0559275502730953,0,0,0,0,0,0.177573672932994,0,0,0,0,0,0,0,0,0.0100515203400786,0,0,0,0,-0.120318770216141,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.0170172857908897,0,0,0,0,0,0,0,0,0.217605591720581,0,0,0,0,0.467035792066386,0,0,0,0,0,0,0.130929383074816,0,0,0,0,0,0,0,0,0,0,0.143760632184233,0,0,0,0,0,0,0,0,0.0814075853180117,0,0,0,0.0242902170780317,0,0,0,0.00107981973542333
X600016.CH.EQUITY,0,0,0.229850803297664,0.190165253326662,0,0.0575927582130445,0.00160786781200499,0,0,0,0,0,0.202656242841357,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536563803904501,0.059531959938276,1.38777878078145e-17,0,0,0,0,0.0306170346351062,0.0514922709295548,0,0,0,0,0,0,0.125086714691907,0,0,0,0,0,0,0,-0.0899046160710833
X600036.CH.EQUITY,0.256005057169693,0.0859891188665348,0.0443779232185965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128526666677188,0,-0.0125591954144608,0,0,0,0,0,0,0,0,0,0,0.0193231667380336,-0.0404308646297138,0,0,0,0.0269723272877245,0.375088207047541,0,0,0,0,0.0368088053926329,0,0.183736120273668,0,0,0
X600919.CH.EQUITY,0,0.0771077078322542,0,0,0,0,0,0.128413211843061,0,0.318276142801845,0,0,0.140346200118576,1.73472347597681e-18,0,0,0.0822851327282406,0,-0.0231282757644057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517494970571588,0,0,0,0,0.0578270964324357,0,0,0,0,0,0
X601009.CH.EQUITY,0.276295483235191,0,0,0,0,0,0.0624639480217783,0,0,0,0,0.0342951220476589,0,0.202534702938262,0.0589927578150946,0.298427384251315,0,0,-0.0701279218235657,0.0186508335357786,0,0,0,0,0,0.15862073987744,0,0,0,-0.0398327370107295,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129004207660004,0,0,-0.0487810327125525,0,0,-0.106791985099868
X601166.CH.EQUITY,0.0374606756399147,0,0,0,0,0.518969547426237,0,0,0,0,0,0,-8.67361737988404e-19,0.0997006218489343,0.0873252932594607,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0831614024721712,0,0,0,0,0.260208297727255,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.212287053432374,0.614153014058079,0,0,0,0,0,0,0,0,0,0,0,0,0.142356401831346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135929460356731,0,0,0,0,0,0,0,0.00958502852966759,0,0
X601229.CH.EQUITY,0.0653658137001145,0,0,0.0252380789023464,0.155838310917166,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0580675493002731,0,0.0596983554736926,0,0,-0.189226199882363,0,0,0,0,0,0,0,0.303735306945808,0,0,0,0,0,0,0,0.369282782392958,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.159220166056946,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.151084346446375,0,0,0.541660561986873,0,0.00308658898375021,0.153605807552452,0,-0.022667222077486,0,0,0,0,0,0,0,0,0,0.33822651540227,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367109619295411,0.0177162146850109,0,0.0394329735484399,0,0,0,0
X601328.CH.EQUITY,0,0,0.169173752905972,0,0.142372173746668,0,0.109140206399644,0,0.0523604608176749,0.21041457166629,0,0,0,0,0,0,0,0.206569327828641,0,0,0.00203730249626433,0.0999669494596357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396456965308296,0,0.0569076719825758,0,0,0,0,-0.018040161104118,-0.135843766754718,0,0
X601398.CH.EQUITY,0,0.10585360400186,0,0,0,0,0.239852164115996,0.0575082285715953,0,0,0,0.126640773294847,0.383294588102309,0,0,0,0,0,0.0201358217848894,0.0307883953684283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.221917713924837,0,0,0,0,0.192249306702163,0,0
X601818.CH.EQUITY,0,-0.07945289768606,0.0176032981532609,0.394346199477603,0,0,0,0.0714018610266003,0,0,0,0,0,0,0,0,0,0.316079363580099,0.129160557623761,0,0,0,0,0,0,0.0231025338517805,0,0,0,0,0,0,0,0,0,0,0,0,-0.16555432419099,0,0,0,0,-0.0892333888508685,0,0,-0.168265874890664,0,0,0
X601939.CH.EQUITY,0.0963547147457431,0,0,0,0,0,0,0,0,0.0522602317412341,0.371109644742498,0.0919526568371508,0,0.428385417477937,0,0,0.101679009299701,0,0,0,0,0,0,0,0,0,-0.0738086043185745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823323580762883,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.123056142905722,0,0,0.353312962455414,0.193441494352534,0,0,0.121356353661548,0,0,0,0,0,0,0,0,0,-0.172434366617756,0,0,0,0,0,0,0.00792372282978673,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.20081502511879,0,0,0,0.0803899758658655,0.0381726051206765,0
X601998.CH.EQUITY,0,0,0.104092866634912,0.133897811335777,0.141650362588475,0,0,0,0,0.0940204520059579,0,0,0.140564432256271,0,0.0738346510313889,0.0132707156069156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173018299529239,-0.0582675697631178,0,0,0,0,0,0,0,0,0,0,0,0.136084998937802,0,-0.0884193147265616,0
X601077.CH.Equity,0.276055132864847,0,0,0,0,0,-0.209388973161771,0,-0.121721912507221,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699383705663148,0,0,0,0,0,0,0,0,0.156230301383553,0.0567801912657992,0,0,0,0,0,0,0,0,-0.361482170405144,-2.16840434497101e-19,0,0.0531566843181663,0.178746007066708,0.134916680029871,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.118893638548233,0,0,0,0,0,0,0,0,0,0.345662656568583,0.2962671179119,0,0,-0.101531613656027,0.17965884406336,-0.151668570076494,0,0,0,0,0,0,0.0453236782357726,0,0,0.13471420158819,0,0,0,-0.0714413742259167,0,0,0,0.354436782949946,-0.0276710149790306,-0.0569261799739137,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.0504896698359066,0,0,0,0,0,0.110283750033189,0,0,0,0,0,0,0.366054117962543,0,0.250826672240368,0,0.14344815708513,0,0,0,0,0,0.144185024627571,0,0,0,0.050093113487022,0,0,0,0,0,0,0,0,0,0,0.173661938704287,0,0,0,0,0.138384498316882
