,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.250262076806464,0,0,0,0,0,0.00241676648633931,0,0,0.195760368862219,0,0,0,0,0,0,0,0.0990974563085484,0,-0.106820456833517,0,0,0,0.227066075951464,0,0,0,0,0,0,0.329122388479861,0,0.089628610067214,0,0,-0.378023521670604,0,0,0,0,0,-0.0236036530266609,0,0,-0.0287712653673637,0,0,0,0
X002142.CH.EQUITY,0.252139851958866,0,0,0,0,0,0,0.0734547403871323,0.12026731783327,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223522308725609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195774198883508,0,0,0.0131829850768786,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.140563388686196,0.23477210910157,0.114516972793815,0,-2.16840434497101e-19,0,0,0,0.256202641774974,0,0,0,0.0896814567500388,0,0,0,0,0,0.0137834286500748,0,0,0,0,0,0.0259962357640522,-0.0841086055565547,0,0,0,0,0,0,0,0,0,0.214842719323597,0,0,0,-0.118023086793377,-0.0195235280746457,1.73472347597681e-18,0,0,0,-0.0256333957096904
X600015.CH.EQUITY,0,0,0,0,0.0787982389457751,0,0,0,0,0.505998739975299,0,0,0.0851073258505533,0,0,0.0339451635515678,0,0,0,0,0.0234666202162137,0,0,0,0,0,0,0,0,0,0.0835169300681771,0,0,0.0470290921048945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.146028667845319,0.205116198881151,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0892629294031994,0.172543994891341,0,0,0.157140218800846,0,0,0,0,-0.000339016173777599,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.119408986422945,0,0,0,0,0,0,0,0.122607123557697,0.137402152040948,0,0,0,0,-0.0222847117221738,0,0,-0.21154046962878
X600036.CH.EQUITY,-1.73472347597681e-18,0.190269716971973,0.100515962505738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115144765369253,0,0.0776753091566521,0.131586751164196,-0.0309223240799411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369261305640017,0.472832697341915,0,0.0613477429076071,0,0,0,0,0,0.0159244853228212,0,0.0707102858263926
X600919.CH.EQUITY,0,0.0316189359543243,0,0,0,0,0,0,0,0.326617596174348,0.0481614029542135,0,0,0.0562833284234086,0,0,0.422174705032487,0,-4.33680868994202e-19,0,0,0,0,0.00123554856594181,-0.0286438127739437,0,0,0,0.0711279627026304,0,0,0,0,0,0.086650348671182,0,0,0,-0.100013970770852,0,0,-0.167498486940608,0,0,0,0,0,0,0,0.124801363427513
X601009.CH.EQUITY,0.255404882533743,0,0,0,0,0,0,0,0.231151054449306,0,0,0,0,0.181047761512654,0,0.177048509753373,0,0,-0.066258265649211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0654963281963131,0,0,0,0,0,0,0,0,0,0,0,0,0.200796236703109,0,0,0,0
X601166.CH.EQUITY,0,0.329109500428416,0,0,0,0,0,0,0,-0.164196791162886,0,0,0,0,0,0,0.392404863545051,0,0,0,0,0,0,0,0,0.0556069425053314,0,0,0.0581145837740464,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.138292327875888,0.21185240966049,0.152341098308819,0,0,0,0,0,0.170379093493707
X601169.CH.EQUITY,0,0,0.213483048839199,0.575906158905787,0,0,0,0,0,0,0,0,0.160090989019882,-0.0877692260248515,0,0,0.115536162052612,0.041978588790245,0,0,0,0,0,0.163561869693005,0,0,0,0,0,0,0,0,0,0,-0.0107441023413452,0,0,0,0,0,0.0407910707485502,0,0,0,0,0,0,0.0122377616489546,0.0784468642192297,0
X601229.CH.EQUITY,0.108137376175056,0.0449145734847382,0,0.341301226239057,0,0,0.172431830693898,0,0,0,0,0,0,0,0,0.145283297840321,0,0,-0.212672571462286,0,-0.00987337672397278,0,0,0,0,0,-0.0729509494345267,0,-0.0297884376986692,0,0,0,0,0,0.0887017938800821,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334684735382751,-0.0427121680257152,-0.0299993069759344
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.328533380205909,0,0,0,0.156381605980692,0.107574865380989,0,0.0925015488646766,0,-0.0988919187564844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372685657426538,0,0,0.0364545494666141,0,0,0,0.105657712669435,0,0.0583776773350374,0,0,0,0.0706660468056283,0,0
X601328.CH.EQUITY,0,0,0.0106366309139627,0,0.0461408125310412,0,0,0,0,0.0392364824521877,0,0,0,0.10819331475921,0.127076886015133,0,0.450446668182463,0,0,0,0,0.11355193928012,0,0,0.0555963846466436,0,0,0,0,0,0,0,0,0.124183824385319,0,0,0,0,0,0.0114566670738278,0.0371025825852454,0.0305200110795443,0.00326785876625786,0,0,0,0,0,0,-0.0284278459841594
X601398.CH.EQUITY,0,0,0,0,0,0,0.175191967640649,0,0,0,0,0,0,0,0,0.346141286323068,0.36435614866785,0,0,0,0,0,0,0,0,0,0,0,-0.186615279155163,0,0,0,0,0,-0.00806513679926517,0,0.185120393573321,0,0,0,0,0,0,0,0,-0.119229933709001,0,0,0,0
