,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.10712049488895,0,0.18664739703482,0,0,0.275354910684824,0.188521773888045,0.0557189376794041,0,0,0.100625551158906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150763250468617,-0.0361588361951021,0,0,0,-0.338077949835652,0,0,0,0,0.111601474462758,0.251577113496511,0,0,0,0,0,0,0,-0.0207486020268701,0,-0.0556176570817892,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.124673050610997,0,0.537751216188105,0,0,0.0521321835921301,0,0,-0.0518783512881501,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787916421539179,0,0,0,0,0,0.15172706944068,0,0,0,0,-0.222218666588173,0,0,0,0,0.162307764995381,0,0,0,0,0,0,0,-0.0957259156958901
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.393512255210215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556609732244937,0,0.134427590663224,-0.0725437839546264,0,0,0,0,0,0,0,0,0,0,-0.233569510960821,0,0,0,0,0,0.294441115915724,0,0,0,0.0736076487127044,0.0794847950177891,0,0
X600000.CH.EQUITY,0.110609682626397,0,0,0,0,0,0.179125311881881,0,0.0207551515065074,0.0690888852858119,0,0,0,0.033260332063648,0,0,0,0,0,0,0,0,0.436765530600719,0,0,0,-0.101362824572977,-0.066432760116434,0,0,0.0601092465870094,0,0,0,-0.1245878022575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00935814102620205,-0.0236513866636443,0
X600015.CH.EQUITY,0.143469921315511,0,0.0751562206017791,0,0,0,0,0,0,0,0,0,0.119492973436705,0.139028343006849,0,0.0210858347544464,0,0,0,0.0779153819244388,0,0,0,0.2067762393015,0,0,0.0255341625115579,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.152817799150445,0,0,0,0,0,0,0,0,0,0,0,0,-0.00485941525048883
X600016.CH.EQUITY,0,0,0,0.15060766399276,0,0,0.0778072572032301,0,0,0,0,0,0,0,0,0,0,0.0805036812446477,0.296424070046811,0,0,0,0,0,0,0,0,0,0.148739277024031,-0.00202260712949397,0,-0.173964189232892,0,0,0,0,0.617421592094327,0,0,0,0.254617848402666,0,0,0,0,0,0.209719685390387,-0.28160192060321,0,0,0,0
X600036.CH.EQUITY,0,0.186787059960297,0,0,0.00614855611765064,0,0,0.0414327107070466,0,0,0,0.110898155004493,0.00276684046440509,0,0,0,0.0501040719029211,0,0.123954017591714,0.0446745721740072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216659045930589,0,0,0,0,0,0,0,0,0.0275691745029421,0,0,0.373287695165317,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.0773028536850578,0,0,0,0.0058187396780111,0,0,0.000836982275912529,0,0.127425278794556,0,0,0,0,0,0,0.387357777626982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867876388273881,0,0,0,0
X600926.CH.EQUITY,0.212461753640616,0.337764853945566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344161262495189,0,0,0.322245865560778,0,0.0481207593801882,0,0,0,0,0,0,0,0,0,0,0,0,0.0664588201913173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643850911814182,0,0,0,0
X600928.CH.EQUITY,0,0,0.245746446714574,0,0,0,0,0.109870010417472,0.162338824935244,0,0,0,0,0,0,0,0.232378455791243,0,0,0,0,0.160336197800862,0.0129845933379654,0,0,0,0,0,0,-0.123205722724704,0,0,0,0,0,0,0,0,0,-0.0748141255859309,0,0,0,0,0.284152331393062,0,0.00838164783086427,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.143185930743752,0,0.102791222539467,0,0,0,0,0,0,0.016673852694977,0,0.299450488416353,0.126027497487181,0.0172426920600886,0,0,0,0,-0.0448801091317639,0.0757673358170139,0,0,0,0,0,0,0,0,0.115202571272944,0,0,0.0265413013097832,0,-0.120535353047235,0,0.0673948100986881,0,0.155657219655927,0,0,0
