,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0,0
X002142.CH.EQUITY,0,0,0,0.196435260801284,0,0,0,0.228191599175415,0,0,0.218819405507494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185426920810825,0.161240529018873,0,0,0,0,0,0,0,0,0,0,0,0.0677530306299567,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353342559807005,0,0,0,0.139135037388104,0.218780074022822,0,0,0,0,0,0,0.157019374747221,0,0,0,0,0,0,0,0.0216067235916773,0,0,0,0,0.00726751448739264,0,0,0,0,0,0,0,0,0,0,0,0,0.0222439997665508,0,0.0768275626964467,0,0,0.115786710211641,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.60761642201921,0.066066499181442,0,0,0.100462702337474,0,0,0,0.0507652601262508,0.0516348872401599,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0527757771078145,0,0,0,0.00183654711617606,0,0,0,0,0,0,0.0212889755292833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0990415869993909,0.274424579390403,0,0,0,0,0.343765973285731,0,0,0,0.0160422903550997,0,0,0,0.108082533401115,0.0385320160869253,0,0,0,0,0,0.0983510028261278,0,0,0,0,0,-0.027109227200213,0,0,0,0,0,0,0,0,0,0,0.0286563625821262,0,0,0,0,0,0,0,-0.00563696846411314,0
X600036.CH.EQUITY,0.440069039669325,0.040428769112878,0.273145362678773,0,0,0,0,0,0,0,0,0,0,0,0.0867430995926157,0,0,0,0,-0.0417390427328114,0,0,0,0.0423713997685153,0,0,0,0,0,-0.0352002156648637,0,0,0,0,0,0,0,0,0,0,0.0209980066058432,0.0922762118570072,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.264107326869325,0,0,0,0,0,0,0,0,0,0,0,0,0.274046997784169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875532826572962,0,0.202209504890235,0,0,0.0341248977654448,0,0,0.051580604501712,0,0,0.0142982530821122,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0,0
X601166.CH.EQUITY,0,0.00506053891854019,0,0,0.0920108148506125,0.209641935171986,0,0.0943644002742633,0,0,0,0,0.0802899567408629,0,0,0.0862145433175975,0.069255683653708,0,0,0,0,-0.0391273962134987,0,0,0,0,-0.00638623465520578,0,0,0,0,0,0,0,0,0,0,0,0.107127607230273,0,0,0,0.116863041291794,0,0,0,0.0497566211607062,0,0.0331215403584807,0
X601169.CH.EQUITY,0,0,0,0.0357073981934448,0,0.0544133075052871,0,0,0,0,0,0,0.0124857569277613,0,0,0,0.200255238209031,0.153433782662924,0,0,0,0,0,0,0,0.0996098512779743,0,0,0.051226491834617,0,0.0976374851567451,0,0,0,0,0,0,0.0746028997223518,0,0,0.0672278476927492,0,0,0.0674995872952433,0,0,0,0,0,0
