,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.264607818526779,0,0,0,0,0,0.00294633555004081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219591030490857,0,0,0,0,0,0,0,0,0,0,0,0,0.0482083740248003,0,0.25228310539116,0.0818117325807996,0.114377839542618,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.131130946555228,0,0,0,0.439240824355234,0,0,0,0,0,0,0,0.0517999544020908,0,0,-0.00322009134275566,0,0,0.0273681608744404,0,0,0,0,0,0,0,0,0.0335954558439602,0,0.199228355505877,0,0,0,0,0,0,0.0194126470187379,0,0.102170000160636,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0351121993452503,0,0,0,0.123290543327959,0,0,0.358283540145579,0,0.240652697503934,0,0,0,0,0,0,0,0.0993113934799019,0,0,0,0.0553958551837559,0,0.0239315017684099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401776771579414,0,0,0,0.0271572359154771,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.2418932738106,0,0,0,0,0,0,0.0260316279947713,0.0187551459001455,0,0,0,0.385933964866264,0,0,0,0,-0.0507326458612682,0,-0.0688568488672892,0,0,0,0,0,0,0,0,0.307928957820405,0,0.124979856118284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0464636351183633,0.0322870574999717,0.0965456390223383,0.0991087396824299,0,0,0,0,0.149724375787184,0.153232085425248,0.174728604125586,0,0.10245585509532,0,0.0447308459140741,0,0,0,0,0,0,0,0,0.00633779758350796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101095649962534,0,0,0,0,0,-0.0218460798916372,-0.0328646646527869
X600036.CH.EQUITY,0.732644988012672,0,0,0.136512546495354,0,0,0,0.00228286096375462,0,0,0,0,0,0,0.117380086444187,0,0,0,0,-0.0317679381473802,-0.0384810894640038,0,0,0,0.0147850283649266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0341676250671426,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,-0.0349868256848443,0,0.334817576470474,0,0,0,0,0,0,0.0207989446748326,0,0,0,-0.0340105810254157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076226650841791,0,0.440458155264011,0,0,0,0.141432352216925,0,0,0,0,0,0,0,-0.0316369698973428,0,0,-0.146264618953192
X601009.CH.EQUITY,0,0.071603077292964,0,0,0,0,0.605333851695786,0,0.132219804301538,0,0,0,0,0,0,0.058321855548155,0,0,0,0.0400032060057416,0,-0.0783998483687228,0,-0.123081469566931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729512443414611,0,0,0,0,-0.065108204033765,0,0,0.100413069254493,0,0
X601166.CH.EQUITY,0.051121115024361,0.112582738933137,0.0768138284035525,0,0,0.12095271752417,0,0.0324937786214071,0,0,0,0,0.0418166654981631,0.212400385471464,0,0.128615308452702,0,0,0.0435396944208045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0504466305135714,0,0,0,0,0,0,0,0,0.0517306038199802,0
X601169.CH.EQUITY,0,0,0,0.180950289162374,0,0.163161618683695,0,0,0,0,0.268789623712251,0.171840286272288,0.10537330884757,0,0,0,0,0,0,0,0,0,0.000329449725398842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696365408201121,0,0,0.00236318637179988,0,0,0.0148648042150771
