,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.132131218882374,0,0,0,0.151453147269523,0,0.0185073846977253,0,0.21582821865024,0.0192549043903698,-0.192922528431147,0,0,0,0.239620532271665,0,3.46944695195361e-18,0,0.0789905412676413,0,0,0,-0.040071376581857,0,0,0,0,0,0,0,0,0,0,0.370196278007703,0,0,-0.215357131698398,0.0966695150849078,0,0,0,-0.138696601777483,0,0,0,0,0,0,0,-0.00809820622630583
X002142.CH.EQUITY,0.0627387924431207,0,0,0,0,0.216349129076658,0,0.202116605716932,0.102835451743372,0,0,0,0,0,0,0,0,-0.116353020117874,0,0,0,-0.0981992391898769,0,0,0,0,-0.115141119674585,0,0,0,0.177619980420324,0,0,0,0,0,0,0,0,0,0.104751791388555,0,0.0476578004199699,0,0,0,0,0,0,-0.0350874045065042,-0.117286330936337
X600000.CH.EQUITY,0.0444890732957085,0,0,0,0.0679318555982589,0.123030714647899,0,0,0,0,0,0,0.43946186252053,0,0.181639328587165,0,0,0,0,0.0765733886221582,0,0,0,0,0,0.236614406285351,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375785184255887,0,0,0,-0.0778471931321017,0,-0.00306694764106531,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.16053536521652,0,0,0,0,0.329484149412246,0.00637993106730427,0,0.0784340212344144,0,0,0,0.00387595230067256,0,0,0,0,0,0,0,0,0,0.0557073573027338,0.0616107629902796,0,0.0301762892278838,0,0,0,0,0,0,0,0.103484201037539,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.130624290860843,0,0,0,0.0176435768129552,0,0,0,0.178204934891316,0,0.166933146558912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157286680843563,0,0,0,0,0,0,0.266449055944322,0,0,0,0.109757814440687,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.206876459263275,0.0773683107174689,-8.67361737988404e-19,0,0,0,0,0,0.0213076551443407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405101589666511,0,0,0,0,0,0,0,0,0,0,0.109959686499968,0,-3.46944695195361e-18,0,0,0,0.034550045466661,0,0.107911577893155,0.0771179551796938,0,0.168419375267593,0,0.0984356310579473,0,0,0
X600919.CH.EQUITY,0,0.11316142292272,0,0,0,0,0,0,0.0391239867673672,0.217212171664412,0.127194938225493,0,0,0,0.0346634657218743,0.0461972496533801,0,0.0980853837017911,0,0,0,0,0,0,0,0.0683368374590215,0,0.0679575250373468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576390520117934,0,0,0.119569045882283,0,0,0,0,0,0
X601009.CH.EQUITY,0.285979008091923,0,0,0.0432698279060165,0,0,0.112699630142201,0,0,0,0.0909925963964443,0,0,0.258840875510976,0,-6.93889390390723e-18,0,0,0,0,0.0761682148725193,0,0,0,0,0,0.095697319162156,0,0,0,0.0906035895868772,0,0.101170679315873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413022461544265,0,0,0,0
X601166.CH.EQUITY,0.134025111418634,0,0,0,0,0.231881939926755,0,0,0,0,0,0,0,0,0,0,0.175474934465202,0,0,0,0,0,0,0,0,0,0,0,0,0.162475333359362,0,0,0,0,0,0,0,0,0.0154153142793503,0,0,0,0.137801348760702,0.386147046012063,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.279736630327611,0.374453244800341,0.0977031652011047,0,0,0,0,0,0,0,0.28102924708511,0,0.021601335831743,-3.46944695195361e-18,0.0045855233548516,0,0,0,0,0,0,0,0.0245171430468346,0,-0.0941353688475751,0,0,-0.0224321490319143,0,0,0,0,0,0,0,0,0,0,0.0515857196145632,0,0,0,0,0,0,0,0,0,0
