,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.179737827822439,0,0,0,0,0,0,0.0855194561195851,0.0269943762008201,0.232375758383708,0,0,0,0,0.0512849872523934,0,0,0,0.111494335752229,0,0,0,-0.058368656072039,0,0,0,0,0,0,0,0,0,0,0.372335834958946,0,0,-0.181932492233961,0.0844117514220122,0,0,0,-0.0596400085068218,0,0,0,0,0,0,0,-0.0573556327858742
X002142.CH.EQUITY,0.0463695044524702,0,0,0,0,0.210198753665883,0,0.20271969902095,0.104402912784608,0,0,0,0,0,0,0,0,-0.10974124803419,-0.0301359360499733,0,0,-0.102285527095716,0,-0.0344371511322905,0,0,-0.118022713239439,0,0,0,0.161434450481485,0,0,0,0,0,0,0,0,0,0.143203307238976,0,0.0547241585089673,0,0,0,0,0,0,-0.0466582532691302,-0.118618715608544
X600000.CH.EQUITY,0.0478630378768406,0,0,0,0.0614945530425356,0.126113368718475,0,0,0,0,0,0,0.419732394324493,0,0.188480690948101,0,0,0,0,0.0745621247441999,0,0,0,0,0,0.246934169423932,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298961052617419,0,0,0,-0.0662976402690596,0,-0.0112594422600158,0.00848346673491983,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.168037323425302,0,0,0,0,0.362817188799605,0,0,0.065475593661216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201549724442208,0.122939513663367,0,0.0288918052848599,0,0,0,0,0,0,0,0.103435770589481,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.146897103864459,0,0,0,0.106127135792027,0,0.281776953639319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726065028039023,0.135328300190882,0,0,0,0,0,0.182659135000659,0,0,0,0.0166008297119784,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.172151905105448,0.16693619997548,0.123100800271819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092275274043089,0,0,0,0,0,0,0,0,0,0,0,0,0.044976698854642,0,0.0448223418155416,0,0,0,0.214841821488729,0,0.00440048681956915,0.133555540304736,0,0,0,0.0441299245108773,0,0,0.0175780439773273
X600919.CH.EQUITY,0,3.46944695195361e-18,0,0,0,0,0,0,0.0818685875523771,0.303879586299544,0.045855995494224,0,0,0,0,0.118329353923485,0,0.0611346637321179,0,0,0,0,0,0,0,0,0,0.0533104376639497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382621126037044,0,0,0.123019737307285,0,0,0,0,0,0
X601009.CH.EQUITY,0.243355916711728,0,0,0.119701238548758,0,0,0,0,0,0,0.0589110776290798,0.16762495175157,0,0.0611587247361295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145722479576169,0,0,0,0.0337718222748232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119506272735559,0,0,0,0
X601166.CH.EQUITY,0.18662289484913,0,0,0,0,0,0,0,0,0,0,0,0.288842061222739,0,0,0,0.000484059962356023,0,0,0,0,0,0,0,0,0,0,0,0,0.111492981031214,0,0,0,0,0,0,0,0,0.128930771937126,0,0,0,0.0362486552892889,0.403771936506156,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.281671148498466,0.387227334896821,0.0690974682806445,0,0,0,0,0,0,0,0.28082125056847,0,0.0236954952458288,0,0,0,0,0,0,0,0,0,0.029136231966941,0,-0.0975491843048103,0,0,-0.0159634033569884,0,0,0,0,0,0,0,0,0,0,0.0581714961096623,0,0,0,0,0,0,0,0,0,0
