,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.154486502089577,0.159602351302972,0,0,0.039509634550628,0,0.153979667139947,0,0,0,0,0,0,0,0,0,0,0,0.0496431135072557,0.0190318998557891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876396309359556,0,0.0979063863321589,0.084448565227559,0,0,0.0738756981027224,0.00767912889197326,0,0,0
X002142.CH.EQUITY,0.0525456671878914,0,0,0,0.122366617521547,0.36986538874467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312329656367695,0.0590249859688755,-0.0884822584698972,0,0,0,0,0,0.0627656861424815,0,0,0,0,0.0475298059457203,0,0,0,0.103264995011382,0.0216907740812699,0,0.167315917391773,0,0,0,0,0,-0.161083852044112,0,0
X600000.CH.EQUITY,0,0,0,0.299589679535706,0,0.204463964734895,0,0,0,0,0,0.0436949346614178,0,0,0,0,0.422491353595642,0.0286760370783133,0,0,0,0,0.0224586826293749,0.18042922278621,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569837703917107,0,0,0,0,0,0,0,0,0,0,0.0289737627441969,0,0,0,-0.0697689131186011
X600015.CH.EQUITY,0,0,0,0,0,-0.00720977380273578,0.699040155498521,0,0,0,0,0.0475433929874037,0,0,0,0,0,0,0,-0.0476335630759775,0,0,0,0,0.0264915495134215,0,0.0114770327175197,0,0,0,0,0,-0.0379599579490005,0,0,0,0,0,0.0414515927197766,0,0,0,0.104021464160106,0,0,0,0,0,0,0,0,-0.0613706478759023
X600016.CH.EQUITY,0,0.250635420209539,0,0,0,0,0,0,0,0,0,0,0,0.0278763721218786,0,0,0,0,0,0,0,0,-0.0645789129106457,-0.223476526602527,0.712672015257253,0,0,0,0,0,0,0,0,0,0,0,0,0.0454948342000344,0,0,0,0,0,0,0,0,0,0,-0.26472309047859,0,0,0
X600036.CH.EQUITY,0,0.111211868824852,0.104312673840688,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.404238540198056,0,0,0,0,0,0.206193208030527,0.0285006608020736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00538473167348189,0.0152481052335976,0,0,0.000407489502206608,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0379489906849772,0,0,0.876816201365046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336131407833324,0,0.0130694582733099,0,0,0,0.0301285339611716,0,-0.00581051675103321,0,0,0,0,0,-0.00288213241641911,0,0,0,0,-0.0268208132282584,0,0,0,-0.154723731512425,0.0860594844274063,0,0,0,0,0.0544620291788445,0,0,-0.118114846023829,0,0
X601166.CH.EQUITY,0,0,0.011554714281725,0,0.0601422524856206,0.216869423205063,0,0,0.452948712082372,0,0,0,0,0,0,0.168714157660488,0,0.0491743746568053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932708862265829,0,0,0,0,0,0.0283586519385806,0,0.00912548193834053,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.0934861741995395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785893678093449,0.0713658252867515,0,0,0,0,0,0,0,-0.00905203069612714,0,0,0.101125822883362,0,0,0,-0.0351618662205086,0,0,0.00215711778707129,0,0,0,0,0.0171975117719499,0.00164065388236546,0,-0.0059516019728027,0,0,0,0.0593093875000803,0,0,0,-0.0254328114015616,0
X601229.CH.EQUITY,0,0,0,0,0,-2.77555756156289e-17,0.0821211704810687,0,0,0,3.46944695195361e-18,0,0.813168740580086,0.0676865690620083,0.251629950978924,0,0,0,-0.49754127248203,0,0,0,-0.00703856582473038,0,0,0,0.0114499722203251,0,0,0,0,0,0,0,0,0.309590721346662,0,0,0,0,-0.0176167072535754,0,0,0,0,0,0,0,0,-0.152616487652152,0.157698700228399,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0430403639441635,0,0.889419844486195,0,0,0,0.0478298299884573,0,0.0603468758347915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748251447727959,0,-0.060740187930415,0,0,0,0,0,-0.0482345399545118,0,0,0,0,-0.0800662898345042,0
X601328.CH.EQUITY,0,0,0.0289488007660772,0,0.373437845883598,0.11324716966829,0,0,0,0.242163467556876,0.0463639700760873,0,0,0,-6.93889390390723e-18,0.0204745423559871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.0960590569464435,0,0,0,0.264899340623695,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.348144453836496,0,0,0,0,0,0,0,0,0,0,0,-0.178370436168742,0,0,-0.157643235446125,0,0,0,0,-0.0303313301797628,0,0,0,0,0,0,0,0,0,0,0.135192905830136,0,0,0,0
X601818.CH.EQUITY,0,0,0.069777726709467,0,0,0,0,0,0,0,0.233506658262104,0.0371105952383511,0,0,0,0.00393143990180822,0,0,0.137199024404075,0,0,0,0,0,0.0162486286619862,0.0326284333911117,0,0,0,0,0,0,0,0,0.171847158993491,0,0,0,0.0448056900825297,0,0,0,0,0,0,0,0,0,0,0.00490259277876333,0,0
X601939.CH.EQUITY,0,0,0.0183020835439369,0,0.0237260482195962,0,0,0,0,0.0117024834511836,0.770305337850232,0,0,0,0,0.0121290380792054,0,0,0.0971935668515569,0,0.0502703687516554,0,0,0.044868730586524,0,0,0,0,0,0,0,0,-0.0110887412376617,0,0,0,0.0665048156798235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,-0.00277071314674263,0,0,0,0.0504634599861266,0.970920100993612,0,0.0862261476170427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.239317453402335,0,0,-0.012342394290777,0,0,0,0,0,0,-3.46944695195361e-18,0.084576085301359,0,0,0,0,0,0,0,-0.00360626354053491,0,0,0,0,0,-0.0206556995908722
X601998.CH.EQUITY,0,-0.0627085758329929,0,0.150025049690027,-0.0736859669393358,0,0.0517410932743042,0,0.515253478448333,0,0,0,0.257713646926548,0,0,0,0,0,0,0.000529440500621587,0,0,0,0,0,0,0.122483439921577,0,0,0,0,0,0,0,0.03658626274183,0,0,0,0,0,-0.00264168879910672,0,0.0121175712826056,0,0,0,0,0,-1.73472347597681e-18,0,-0.0492021646482429,0
X601658.CH.Equity,0.169206394228526,0,0,0,0,0.0268120628180435,0,0,0,0,0.221997811253491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876600588475111,0,0,0,0,0,0,0,0,0,0,0,-0.0583454465954885,0,0,0,0.175534136074175,0,0,0,0,0,0,0,0.00235454459248791,0.0230836332339552
X601916.CH.Equity,0.0903681623144716,0,0,0,0,0,0,0,0,0,0.673084048699407,0,0,0,0,0,0,0.127307717029877,0,0,0,-0.048848859550717,0,0,0,0.109406783587818,0,0,0,0,0,0,0,0,0,0,0,0,0.0746475403868341,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.144367429743915,-0.10669462553086,0.0318985037414682,0.119155098379664
X11.HK.EQUITY,0,0.0218743343408974,-0.129461130307515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365683686226016,0.305645946301744,0,0.0625918956573394,0,0,0,0,0,0,0.049348488044944,0,0,0,0,0,0,0,0,0.164638823448847,-0.123605057210433,0,0,0,0,0,0.0809872988662135,0,0,0,0.0146300379161969,0.022185129583685
X2388.HK.EQUITY,0,0,0,0,0.0222030333507529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522257679068278,0,0,0,0,-0.0587951330524299,0.167225165723495,0,0,0,-0.0850352523387901,0,0,0,0,0,0,-0.0409421965534109,0,0,0,0,0,0,0,0,-0.216747047885562,0.354196002044618,0,0,0.176022766853318,-3.46944695195361e-18,0
