,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0154592541061152,0,0,0,0.309633073852944,0.287862535163103,0,0.307492596206395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156688666953954,0,0,-0.0683072526734546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144564119372397,0,0,0,0,-0.149165370791363,-0.0658003990996315,-0.0573190554974018
X002142.CH.EQUITY,0,0,0,0,0,0.159319175980562,0.102390931487898,0,0,0,0.0306353276219958,0,0,0,0,0,0,0,0,0,0,0,0,-0.037263446288878,0,0,0,0,0,0,0,0.19592801887557,0,0,0,0,0,0,0,0,0,0,0,0.19863315039464,0,0,0,0,0,-0.0302956786771701,-0.0702519067612921,0
X600000.CH.EQUITY,0,0,0,0,0,0.0770637221582962,0,0.000136942825641792,0,0.0684954186337951,0.028612502484322,0,0.412783227284054,0,0,0,0,0.0584151288951551,0.0798081095206699,0,0,0,0,0,0,0.0873553042612964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288297365513565,0,0,0,0,0,0,0,0,0,0.0403914755275127,0,0
X600015.CH.EQUITY,0,0.0397096542428318,0,0,0,0,0,0.340470666403017,0,0,0,0,0,0,0,0.08378632285823,0.0639191830220958,0,0.164212204060873,0,0,0,0,0,0,0,0,0,0.10628541041608,0.028406548114551,0,0,0,0,0,0,0,0,0,0.122351139287578,0,0,0.0334625846373303,0.0547677476057259,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.474881086333276,0,0,0.161029943832622,0.0142500159656922,0.0203469892576928,0.127584082946398,0,0.0825766785974811,-0.00831879790724571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500968028206109,0,-0.52730429365228,0,0,0,0,0,0,0.117467959241067,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.103606395181495,0,0,0,0,0,0.0396530685183364,0,0,0.350413584774342,0,0,0,0,0.0760575015928303,0,0.0693010036103994,0.0892492274787843,0,2.16840434497101e-19,0,0.018594535235758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101370102651344,0,0,0,0,0.071129788577546,0,0,0.0487127540008052,-0.245931236584301,0
X600926.CH.EQUITY,0.242347640791813,0,0,0.0326550611170036,0,0,0,0.11498045754943,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.101589748422204,0,0,0,0,0,0,0,0,0,0,0.0948375642204041,0,0,0,0,0,0,-0.186942922435216,0.0211590079698646,0,0,0,0,0.0561896597977231,0,0.0650532957481991,0,0,0,0,0,-0.257046549594397
X601009.CH.EQUITY,0,0,0,0.27828243541284,0,0,0,0,0,0,0.267595250976575,0.18644186917695,0,0.0604327821843579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102961118185517,0,0.0629859363421964,0,0,0,0,0,0,0.105655502430229,0,0,0.0468637492686724,0.0491196745535983,0,0,0,0.0895858633327248,0
X601166.CH.EQUITY,0.442048546490752,0,0,0,0,0.0208782295910092,0.0825038368737619,0,0,0,0,0,0,0,0.210921343459751,0,0,0,0.15088717962196,-0.0523329575198285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147106379924258,0,0,-0.0572785737898897,0,0,0,0,0,-0.0474247024936935,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.667826685665389,0.240955969745114,0,0,0.0711252818705334,0,0,0,0,0,0,0.123503854181284,0,-0.106169434006884,0,0,0.0631223427416468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205240590088611,0,0,0,0,-0.136667957858815,0,0,0,0
