,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0.394540814740518,0,0,0,0,0.0225613404224244,0,-0.222448963561996,0,0,0.0873990435690196,0,-0.000485119804222102,0,0,0,0,0,0,0,0,0,0.127122631071932,0,0,0.00436864980448761,0,0,0.0738122659966628,0,0.108263002358135,0,0,0,0,-0.0390850839383466,0.141997628219428,1.38777878078145e-17,0,0.101377079850786,0,0,0,0,0,0.140052483585016,0
X002142.CH.EQUITY,0.0488215105327795,0,0,0,0,0.325581701899888,0,0.0985741672400391,0,0,0,0,0,0,0,0.0297611679588104,0,0,0,0,0.0452916523006388,0,0.202446885668943,0,0,0,0,0,0,0,0.116357926221539,0,0,0,0.0532790412865728,0,0,0,-0.0643893047860871,0.0975890832134216,0,0,0,0.114899580424993,0,0,0,0,0,0,-6.93889390390723e-18,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600629936919524,0,0,0.709798118716147,0,0,0,0.266190205838287,0,0,0,0,0,0,0.056505040134416,0,-0.0134150035013878,-0.0257928331706945,-0.0601683169222216,0,0.04103069744116,0.00390745378400366,0,0,0.0156899838758554,0,0,-0.0229572411609777,0.0318758137402212,0.0902174500903359,0,0,0,0,0,-0.0051327963498392,0,0,0.0663037997920471
X600015.CH.EQUITY,0.107117778942325,0,0,0,0.141950916063844,0,0,0.120478296440892,0,0,0,0.428339331846383,0,0,0,0,0,0.0458725916107151,0,0,0,0.0175798246668751,0,0,0,0,0,0,0,0,0.0670311059743223,0,-0.184007620330503,0,0,0,0,0,0,0,0.745581973672927,0,0,0,0.122999197054299,0,0,0,0,0,0,-0.16256006594951
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0105214809781231,0,0,0,0.176293806933196,0,0.091507853564842,0.0325275148353225,0.19543718120101,0,0,0,0,0,0,0,0,0,0.00411263439385331,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.164074011941786,0,0,0.45795635464766,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.520560096080104,0,0,0,0,0,0.0156029662599473,0,0,0,0,0,0,0,0,0,0,0,0,0.0070861508687856,0.0206196635549348,0,0.0385610442655529,0.0570132466374463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.194448751623928,0,0.0484623867201328,0,0,0,0,0,0
X600919.CH.EQUITY,0.12767325499531,0,0,0,0,0,0,0.0644664239789844,0,0,0,0,0,0,0,0.0980259650021589,0.0122196432270149,0,0,0,0,0,0,0,0,0.280777929366987,0,0,0,0,-0.101030293231497,0,0,0,0,0,0,-0.196645158881657,0.436874466490692,0,0,0,0,0,0.321597181812554,0,0,0,0,0,-0.0515239465717708,0
X600926.CH.EQUITY,0.0272903009641324,0.293666848947822,0,0,0,0,0.182873337276797,0,-0.302339287567581,0,0,0,0,0,0,0.20112143246262,0,0.460056131206949,0,0,0,0,0,0,0.0749196080319176,0,-0.190261586963269,0,-0.195210182806587,0,0,0.149334587198112,0,0,0,0,0,0,0,0.00578995113471258,0,0,0,0,0,0,0,0,0,0,0,-0.0633075006393958
X601009.CH.EQUITY,0,0,0,0,0.0179645748253282,0,0,0,0,0,0,0,0,0,0,0.0215611642568162,0,0.188044220753988,0,0.0889227655735294,0.049881072368505,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0502084006372953,0,0,0,0.0678839127590491,0,0.0913355946178743,0,0,0.102074158855696,0.0265379132720336,0.248323660805352,0,0.0878115534079674,0,0,0,0,0,0,-0.0229721789201568
X601166.CH.EQUITY,0.0238636643869814,0,0.0263042506021569,0,0,0.113988391323611,0,0,0.127039761526901,0,0.0109405508575168,0,0,0,0,0.0342538569886096,0,0,0,0,0,0,0,0,0.013192129825687,0,0,0,0,0,0,0,0,0.161541212684158,0,0.0555190278912994,0.0995142637201276,0,0,0,0,0,0.0700200376021824,0.0550392341647305,0.0371466936406784,0,0,0.0213266959892036,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.423303062270111,0,0.0417624992844435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289060465488631,0,0,0,0,0,0.0111468731676237,0,0,0,0.12262094024769,0.0331473235086248,0,0,0,0,0,0,-0.118769053940852
X601229.CH.EQUITY,0,0,0,0,0.0400738636902412,0,0,0,0,0,0,0,0,0,0.739820568593339,0,0,0,0,0,0,0,-0.107392225268495,0,0,-0.0381734772698888,0,0,0,0,0,0,0,0.046742031531904,0,0,0,0,0,0.0208307201202583,0.242629525432913,0,0,0,0,0,0,0,0,0,0.143369526490648,-0.0606137212367678
X601288.CH.EQUITY,0,0,0,0,0,0,0.0543009841305888,0,0.044034988232139,0,0,0,0,0,0,0,0,0,0.308177565201607,0.159262730968655,0,0,0.0384236683499388,-0.0919041966212784,0,0,0,0,0,0,0,0,0,0.0523126975464376,0.111564463298979,0.116200763090986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600752543079066,0
X601328.CH.EQUITY,0,0,0,0,0.217777933607177,0,0,0,0,0.106272799643816,0,0,0,0,0,0.0970851895660672,0,0,0,0.0243784303972275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,-0.00974616099648068,0,0,0,0,0,0,0,0,0,0,1.05355882433557,0,0.0228413084108183,0,0,0,0.0147173553181308,0,0,0,0,0,0.017835561357025,0,0,0,0,0.0189088367389765,0,0,0,0,0,-0.0487214862405695,0,-0.0226125579709266,0,0,0,0,-0.0451410042711804,0,0,0,0,0,-0.127258635293098,0,0,-0.0846957855327289,-0.0617580689444416
