,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.368639937316015,0,0.297492290451726,0.00316133757968362,0,0.172793205428434,0,0.128373223018954,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,-0.107701736890383,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.104500744746327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772920542155,0,0
X601939.CH.EQUITY,0.369706610147638,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0757464864468031,0.307437786902942,0,0,0,0,0.102138497783107,0.0709145958341079,0,0,0,0,0,0,0,-0.106725149559989,-0.0122626229334569,0,0,0,0,0,0,0,0,0.0130906532147933,0,0,0,0,0,0,0,0,0,0.029880835948629,0,0,0.0326427012909198,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.42150239956454,0.0478224295133689,0,0,0.332318097012053,0,0,0,0,0,0.107130220406741,0.0107553533468464,0,0,0,0,0.0353128111937723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.264754675180279,0,0,0,0,0,0,0,0,0,0.0198455844077478,0,0,0,0,0.165326790581848,0.170897954176088,0,0,0,0,0,0,0,0,0,0,0.0668092730372238,0,0,0.0240869412688307,0,0,0,0,0,0,0,0,0,0.18099541800159,0,0,0.0980072938892552,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0547872923695756,0,0,0,0,0,0,0,0,0,0,0,0.612189148531733,0.183416316886773,0,0,0,0,0,0,0,0,0,0.043305263163065,0,0,0,0,0,0,0,0,0,0,0,0,0.445074745598701,-0.0550484609360906
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.232647368101658,0,4.33680868994202e-19,0,0.566673657539143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150829441743813,0.130382305882011,0,0,0,0,0,0,0,0.0121253300640351,0.0564903557709079,0,0.00353973274351554,0,0,0.0302388965513232,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0.0280419849070231,0,0,0,0,0.0399386776709977,0.0707462089824985,0,0.0709528625862739,0,0,0,0,0,0,0,0.347533751821341,0,0,0,0.222843156538371,0,0.193663752128247,0,0,0,0,0.0912006807147087,0,0,0.140268075451967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0966739294446782,0.0303326698966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459895192438864,0,0.0342560164376749,0,0,0,0,0,0,0.152413507116324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058443741217,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108128944316428,0,0,0,0,0,0,0,0,0,0,0,0,0.311017355388094,0,0,0.244563443906637,0,0,0,0,-0.0191683121486176,-0.36130043089184,0.4545068426071,0,-0.118240383624547,0,0,0,-0.177634760288347,0.534617014261082,0,0,0,0
