,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.428440858093218,0,0,0,0,0,0.00289495972176865,0,0,0,0,0.361306298249402,0,0,0,0,-0.0451875317510016,0,0,0,0,0,0,0,0,0.0745359040465649,0,0,0,0,0,0,0,0.00135391188852994,0,0,0,0,0,0,0,0,0.00536657451220527,0,0.114163808779861,0,0,0
X601939.CH.EQUITY,0.319971061123668,0,0,0,0,0,0,0,0,0,0,0,0,0.504590532957432,0.0502396578317555,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0733161373883672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202613272080246,0.0631117013630804,0,0,0,0,0,0,0.0292572198437394,0,0,0,0.00452298071987942,0.00860177736763848,0,0,0,0,0,0.0242130967761248,0,0,0,0,0,0,0,0.499215330276858,0,0,0,0,0,0,0,0,0.0432353289832013,0
X601288.CH.EQUITY,0.359079115506653,0,0,0,0.397272286881599,0,0,0,0,0,0.0538889525519497,0.00816049937858176,0,0,0.0360895983759928,0.0772907945433805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173438522968206,0,0,0,0,0,0,0,0,0,0,0,0.0164230110350107,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177786256907231,0,0,0,0,0,0,0.240440705906672,0,0,0.0937756680623093,0,0,0,0,0,0,0,0.0235389442861456,0,0,0,0.102409072563804,0,0,0,0.0747207039461672,0,0,0,0,0.102877126308714,0,0,0,0,0,0,0.0654130421381892,0,0,0,0.0495124739575322,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.410797266742821,0,0,0.0903977748314851,0,0,0,0.435655598449635,0,0,0,0,0.102576858759136,0.707274840777731,0,-0.56830556073131,0,0,0,0,0,0,0,0,-0.0785823612076662,0,0,0,0,0,0.114917549487533,0,0,0,0,0,0,0,-0.189242498165649
X600036.CH.EQUITY,0,0,0,0.00375370901851381,0,0,0,0,0,0,0,0.221229977481683,0,0,0.0546663184258599,0,0,0,0,0,0.164939747317619,0,0,0,0,0,0,0,0,0,0,0.0859273759380062,0,0,0,0.0889539940201546,0,0,0,0,0,0,0,0,0,0,0.0669792103142358,0,0,0.135342340959754,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.012245152565391,0,0,0,0,0,0,0,0,0.176386039141871,0,0,0,0.205637387737836,0,0,0.11723901235807,0,0,0,0,0,0,0.247227146730267,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342106555275867,0
X601628.CH.EQUITY,0.160257962772423,0.154921782647509,0,0,0,0,0,0.0384759003011724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228538412936936,0,0,0,0,0,0,0,0,0.0151875423366209,0,0,0,0,0,0,0,0,0,0,0.0258484701427008,0,0.216316381391716,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.197114305961726,0,0,0,-0.180432337730079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106350186396646,0,-0.194965417787212,0,0,0,0,0.383666602915557,-0.143437267402515,0,0,0,0,1.12550138825852,0,0,-0.253815197663543,0
X601328.CH.EQUITY,0,0,0,0.194695566984274,0,0,0,0,0,0,0,0,0,0.14334856574909,0,0,0,0,0,0,0,0,0,0.175107811998857,0,0,0,0,0,0,0,0,0,0,0.0963846440181906,0,0.112035077720069,0,0,0,0,0,0.160827772080906,0,0,0.178452021749454,0,0,0,0,0
X601166.CH.EQUITY,0,0.0975596601811547,0,0.0366571434452933,0,0,0.0627573357660608,0,0,0,0,0,0,0.225035448933075,0,0,0,-0.0729792973803274,0,0,0,0,0,0,0,0,0,0,0,0,0.34703193086013,0,0.0484935054065287,0,0,0,0,0,0,0.0618686136132825,0,0,0,0,0,0.160528753813373,0,0,0,0,0
