,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.431855963365498,0.0711475030387782,0.0909455819621373,0,0.033966967553772,0,0,0,0,-0.0104647717615112,0,0.0342671827531532,0,0,0,0.0889861942469307,0.0362377797842561,0,0,0,0,0,0.135701003357251,0,0,0,0,0,0.0216839555710882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330731895285099
X601318.CH.EQUITY,0,0,0,0,0,0,0.0815304688175268,0,0,0.0385247426914595,0,0,0,0,0,0,0,0.197403432453864,0.0283874531405426,0,0,0,0,0,6.93889390390723e-18,0.0552239400373146,0.101050625371262,0,0,0,0,0,0,0,0.127974925211567,0,0,0,0,0.318750319565844,0,0,0.0293398691972669,0,0,0.0206497184365185,0,0,0,0
X601939.CH.EQUITY,0.344366477029474,0,0,0.14475730663032,0,0.186299615614881,0,0,0,0.0487820807414968,0.0961293314550157,0,0,0,0,0,0,0,0,0,0,0.00104830993543281,0,0,0,0,0,0,0,0,0,0,0,0,0.0597993185204785,0,0,0,0,0,0.0109516974963157,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421046081322108,0,0,0,0,0,0,0,0,0.21306399599847,0,0,0,0,0,0,0,0.0929789120498835,0,0,0.10451071356219,0,0,0,0,0.0529737483925624,0,0.0428039512076794,0,0.0799621270956058,0,0,0,0,0,0,0,0,-0.0364187470097914,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464863150247686,0,0,0,0,0,0,0,0,0,0,0.145484410741505,-0.372173133361211,0,0,0,0,0,0,0,0,0,0,0,0.120517001188426,0,0,-0.591589063826486,0,0.440170407002407,0,0.0301562760509646,0,0,0,0,0,0,0,0,-0.282693743412608,0,0,0,-0.316268094623702
X601988.CH.EQUITY,0,0,0.288948616729055,0,0.0900842869417047,0,0,0,0.209087668697338,0,0,0,0,0,0,0,0,0.139533781359221,0,0,0,0,0.306431476394939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217917773980455,0.0373104436134041,0,-0.00316814039450406
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0145296119995162,-0.0244613387944539,0.202849561251202,0,0,-0.0232426788893301,0,0.0579893775192315,0.0221668041303746,0,0,0,0,0,0.473637701990604,0,0.117563836198413,0,0,0.101142839858666,0,0,0,0,0,0,0,0,-0.0229070144991903,0,0,0,0.0498807478065019,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.103990526324377,0,-0.0667545077665619,0,0,0.259460270841967,0,0,0,0.0860580120675734,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.34199054809146,0,0
X601628.CH.EQUITY,0,0,0,0,0.0253678410205779,0,0,0,0,0,0.195596563768982,0,0,0,0,0.00460945798612709,0,0,0,0,0,0,0,0,0,0,0.043684345557547,0,0,0,0,0,0,0,0,0,0.225197218932649,0,0,0,0.172059471894665,0.156516590595521,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.156285046064982,0,0,0,0,0,0,0,0,0,0,0.10004932851963,0,0,0,0,0,0,0.022457162874424,0.088601793749349,0,0,0,0,0,0.112211205229797,0,0,0,0.0610169009698959,0,0,0,0.0577953166044039,-0.0245808750634069,0,0,0,0.166975204419856,0.246151783874518,0,0,0,0,0,0,0,0.0213243876900231,0
