,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.282534842092913,0.0432717488724359,0.0108601763911338,0,0,0.431387846442307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102311625696935,0,0,0,0.0488204142036801,0,0,0,0.0184664633470203,0,0,0,0,0,0,0.0747088315371641,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.201244857420634,0,0,0,0,0,0.203805860606394,0,0,0,0.0480872452915612,0,0.0930102311391289,0,0,0.0656796836025277,0,0.0319824922164441,0,0,0,0,0,0,0,0,0.149790296524376,0,0,0.00819742882058655,0,0,0,0.132689519189638,0,0.0366629306197996,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724635550610946
X601939.CH.EQUITY,0.490953144198625,0.316427049179135,0,0,0,0,0,0.197425568115882,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15264639212178,0,0,0,0,0,0,0.137641531338498,0,-0.0275962021532756,0,0.0629983234033699,0,0,0,0,0,-0.203275434188338,0,0,0,0,0,0,0,0,0,0,0.0711419069489645,-0.0765386285121628
X601288.CH.EQUITY,0,0,0,0,0,0,0.00911888904825568,0.563891810123907,0,-0.0895928177433813,0,0.0451145143759304,0,0,0,0,0,0,0,0,0,0.0845872003299479,0.0809028831184425,0.0758135876778943,0,0,0,0,0.107789748638745,0,0,0,0.0565808603708678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620021954371794,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.165917580903751,0,0.064486102466556,0,0,0,-0.13194694915648,0.17455316727714,0,0,0.10392617243425,0,0,0,0,0,0,0.113963697838396,8.67361737988404e-19,0,0,0.12860468905741,0,0.0244694851856691,0,0.0705987225590643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375537296353261,0.0534672364843411
X1299.HK.EQUITY,0,0,-0.235053644460413,0,0,0,0,0,0,0.129619848840866,0,0,0,0,0,0,0,0,0,0,0,0,0.0206629932880042,0.103386804465816,0,0,0,0,0,0,0,0,0.20359895067403,0,0,0,0,0.0111330569547817,0.174880822002009,0,0.0344839584252598,0.102262265765483,0.314629689465269,0,0,0,0.279456845770855,0,0,0,0
X601628.CH.EQUITY,0.115886381513408,0,0,0,0,0,0,0,0,0,0,0,-0.0191553938768611,0,0,-0.127119990846038,0,0,0,0,-0.0161762072670726,0.161293970674746,0,0,0,0,-0.120760438960436,0,0,0,0,1.73472347597681e-18,0,0,0.571608940009156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100056308474078
X601988.CH.EQUITY,0.0967799650836914,0,0.0901736357353747,0.337505065188043,0,0,0,0,0,0,0,0,0.243160848016924,0,0,0,0.0968423097452199,0,0,0,0,0,0.0387560704471141,0.0207192477324492,0,0,0,0,0,0.12842253669042,0,0,0,0,0,0,0,0,0,0,0,0,0.0106377060871588,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.279542242784347,0,0,0,0,0,0,0,0,0,0,0,-0.15077042523546,0,0,0,0,0,0,0,0,0,0.245128846482162,0,0.155847235377794,0,0.0243946274308833,0,0,0,0,0.0275506639290501,0,0,0,0,0,0,0,0.27236475076859,0,0.146639513022982,0,0,0,0,0.0941875672166121,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.274359618923659,0.277385861916664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933976600316109,0.405956866100915,0,0,0,0,0,0.0221150878147745,0,0,-0.0114936138477068,0,-0.186242999774306,0,0,0,0,0,0.128404453205654,0.107293695701776,0,0,0,0,0,0,0.0813291019314551,0,0,0,-0.00989920501402504
