,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0.0548617429910781,0,0.132157003149901,0.172628836946378,0,0.353264165268308,0,0,0,0,0,0.126708411187043,0,0,0,0,0,0,0,0,0,0.0229301811854072,0,0,0,0,0.107657779822904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.257020246723948,0,0,0,0,0,0,0,0.201872397953917,0,0,0,0,0,0.0860313269243535,0.207099493056006,0,0.218175245355187,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0602639718779314,0,0,0,0,0,0.0451195790401559,0.00639504968076453,0,0,0,0,0,0,0,0.0420205315398121,0,0,0,0,0
X601939.CH.EQUITY,0.269874880708739,0,0,0,0,0,0,0,0,0,0,0,0,0.415292686355893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184539900456787,0,0.109171216316419,0,0,0.013011261986273,0,0,0,0,6.93889390390723e-18,0,0,0,0
X601288.CH.EQUITY,0.344318414146767,0,0.0229018045126997,0,0,0.490813612310313,0,0,0,0,0.00449158956864643,0,0,0,0.032918856781281,0,0,-0.0235709262479476,0,0,0,0,0.00947939858596951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.10370450652035,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.103957867498647,0,0,0,0,0.190984512673492,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.734255244643414,0,0,0,0.161210452705693,0,0,0,0,0,0,0.123718483686163,0,0,0.103435202178615,0,0,0,0,0,-0.222141470648355,-0.126587239768343,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801079606112334,0,0.271011973804583,0,0,0,0.0790123923756257,0,0,0,0.413495379723462,0,0,0,0,0.00357818690788174,0,0,0.0536967150666079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011310626635942,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.135629812815608,0,0,0.276184272512047,0,0,0,0,0.143059889048744,0,0,0,0,0,0,0,0,0,0,0.023713986236167,0,0,0.148688510064762,0,0.0571604410280123,0.153259982143609,0,0,0,0,0,0.032261068692133,0,0,0,0,0,0,0,0,0.0379376384616542,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.110443168427734,0,0,0,0.151633912684116,-8.67361737988404e-19,0,0,0,0.274476644806623,0,0.106125364204625,0,0,0,0,0,0,0.00361247647475173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.389402520305812,0.110858471823055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142271206087116,0,0.154294221856091,0,0,0,0.118547259553854,-0.0300063940556059,0,0,0,0,0.203172550306669,0,0,0,0,0.0782132000076241,-0.0637964498414327,0,0.0143608370990299,0,0,0,0,0.018492252896723,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.204635293193632,0,0,0,0,0,0.219223729878047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134274387210693,0,0,0,0,0,0,0,0,0.734047319967968,0,0,0,0,0,0.464286217248072,0,-0.206832383837631,0
