,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.177961298925714,0,0.183082836032078,0,0.159028511580936,0,0,-0.0642152839023662,0,0,0,0,0,0,0,0,0.0727329628679351,0,0,0.139838280799095,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0669675115059428,0,0,0.00894278632879933,0.0282187956668282,0,0,0,0,0,0,0,0,0.172197813663621,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0832932127095486,0,0,0.0383505265418787,0,0,0.152605452514075,0,0,0.0118871685975441,0,0,0.394032609873589,0,0,0,-0.0777007532225089,0,0,0,0.0962135342668441,0,0,0.14136550557302,0,0,0,0.228527425449083,0,0.126275139183257,0,0,0,0,0,0,0,0,0,0,0,0.018528594730131,0,0
X601939.CH.EQUITY,0,0,0,0,0.179517216353314,0,0.323338442393597,0,0,0,0.014439590084882,0,-0.168521601776701,0,4.33680868994202e-19,-8.67361737988404e-19,0,0,0,0,0.0144653194484587,0,0.605495566138712,0,0,0,0,-0.0361568770891804,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385748647785615,0,0,0,0,0,0,0,0,0,-0.116603896511197
X601628.CH.EQUITY,0,0,0,0,0,0,0.0218780275297543,4.55754786695785e-05,0,0.114149870610834,0,0,0,0,0,-0.0423895392920319,0.280753662608084,0,0,0,0,0,0,0,0.0912574664800742,0,0,-0.186993285677296,0,0,0.058573984682161,0,0,0.362850120517797,0.29153481639749,0,0,0,0,0,0,0,0,0,0,0.113041118696621,0,0,0,0,0.0223563127453797
X601288.CH.EQUITY,0.0888552534403519,0,0.038564245954596,0,0,0,0,0,0,0.0379411597834512,0,0,0,0,0,0.550277520854488,0,0,0,0,0.0748939563092099,0,0.157590382460266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108811123277253,0,0,0,0,0,-0.0440954818848672,0,0.0415999677374129,0,0,-0.0111520488163904,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0274216866173511,0.225689854886458,0,0,0.225311788074388,0.298999893392953,0,0,0,0,0,0,0,0,0,0.119664121587844,0,0,0,0,0.173171507596094,0,0,-0.0245219902749852,0,0,0,0,0,0,0.0793832232983187,0,0,0,0,0,0,0,0,0,0,0,0,-0.151801591797022,0,0,0,0,0,0,0.0384170160778968
X1299.HK.EQUITY,0,0,-0.169220675355756,0,-0.113167819786298,0.105957649736384,0,0,0,0.249138431903416,0,0,0,0,0,0,0,0.0244602968777339,0,0,-0.116513816171915,0,0,0.167368736733105,0,0,0.47461017570698,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.00883116828186092,0,0.0338340143998068,0,0.148988209124125,0,0,-0.0433507544240454,0,0,0,0,0.163800916194319,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623280187390574,0,0,0,0,0,0,-0.153056823287571,0,0,0.0274003680716334,0,0.0161554346358016,0,0,0,0,0.124454539560656,0.448624138511756,0,0,0,0.134127140159322,0,0,0,0,0,0,0,-0.175568526362875,0,0.257736433922061,0,0.232516255177055,0,0,0,0,0.174182976042623,0,0
X388.HK.EQUITY,0,0.179334028715626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142262883543381,0,0,0,0,0,0,0,0.290405665141089,0,0.215806988824705,0,0,0.142513961383457,0,0,0,0,0,-0.105953230530661,0,0,0.253683791664341,0,0,0,0,-0.0642537382734833
