,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.34387550056025,0,0.329540653165838,0,0,0,0,0,0,0.0397759715692646,0,0,0,0,0,0,0,0,0,0,0.0190371256871877,0,-0.0564299281316288,0,0,0,0,0,0,0.0272763865191357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290717328218445,0.109852817789024,0,-0.127029983691039
X601939.CH.EQUITY,0.44036130412616,0,0,0.204316594315789,0,0,-0.158077109688842,0,0,0.028611312075749,-8.67361737988404e-19,0,0.238895367921242,0,-0.0416066975383519,0,0,0,0,0,0,0,0,0,-0.0267723112907157,0,0,0,-0.0189014378382913,-0.0467788494151966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183227143739978,0,0,0,0.0442665483490019
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0
X601288.CH.EQUITY,0.500261953925367,0,0,0,0.198607092035963,0,0,0,0,0,0,0,0.0747682874134628,0,0,0,0,0,0,0.0129208661787373,0.118433051771831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507852801071663,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381083859547717,0,0,0,0,0,0.264983479819838,0,0,0,0,0,0.356557963165398,0.0873615017235927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368402919820525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848614060675575,0,0,0.058845152177491,0.122707782752372,0,0,0,0,0,0,0,0,0,0.0246772025454784,0,0,0,0.14711707311483,0,0,0,0,0,0,0,0,0.21990395130724,0,0,0,0,0,0,0.0922904542239501,0,0,0,0,0.117246336348101,0,0,0
X5.HK.EQUITY,0,-0.0538843648415677,0,-0.123543150834691,0,0,0,0,0,0,0,0,0,0,-0.00818443352783922,0,0,0,0,0,0,0,-0.591090538917846,1.04022866861013,0,0,-1.38777878078145e-17,0,0.499379015624052,0,0,0,0,0,0,0,0,0,0.420883463172096,0,0,0,0,-0.103916910965511,0,0,0,0,0,0,-0.0724744630866249
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0923704073584596,0,0,0,0.00665641667694455,0,0,0,0.0600115900723396,0,0.272061429328861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908984388048982,0.199430783215331,0,0,0,0.145128794343769,0,0.0354069525514905,0,-0.0700921686631019
X601658.CH.Equity,0,0,0,0.0418613724738589,0.197319998008451,0,0,0,0,0,0,0,0.262616433554655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087643331678226,0.173444031657116,0,0,0,0,0,0,0,0,0,0,0.0447271837102839,0,0,0,0,0,0,0,0.352152891425023,0,0,0,0
