,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.166620289047038,0,0.0783760484020989,0,0,0,-0.0883250091510229,0,0,0,0.495196485080865,0,0,0,-0.070411640684237,0,0,0,0,0,0,0,0,0,0,0,0,0.0721892332720722,0.00512025627160735,0,0,0,0,0,0,-0.0488894081921488,0,0.119244500506465,0,0,0,0,0.168354680727182,0,0,0,0.0222517590793594,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.135906882812954,0,0,0.11049434309816,0,0.17912115679454,0,0,-0.0751814077910977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125517181999792,0,0,0,0,-0.218526956701082,0.261600456257564,0,0.0739126394152303,0.129051527236037,0,0,0,0,0,0.208454998081984,0
X601939.CH.EQUITY,0.185713159176608,-0.00276057768223095,0,0.282067553706677,0,0.124647285662043,0,-0.0626425561829453,0,0,0,0,0,0,0.0962107656361349,0,1.73472347597681e-18,-0.0215523328252575,0,0,0,0.0940270300301825,0,0,0,-0.102290859834623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471311212792338,0,-0.0182215603006551,3.46944695195361e-18,0,0,0,0,0,0,0.020237584873724,0
X601288.CH.EQUITY,0.382041916086112,0,0.159973875341283,0,0,0.188501762535296,0,0,0.0857874966210738,0,0,0,0,0,0,-0.0689358112730143,0.0560593153787674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000581801199858843,0,0,0,0,0.12703242775203,0,0,0,0,0,0,0,0,0.213587341110668,0,0
X5.HK.EQUITY,0,-0.124778229189484,0.0276977689943673,0.285667720992994,0,0,0,-0.24805185754028,0,0,0,0,0.146133131703173,0,0,0,0,0,0,0,0.539828939991623,0,0,0,0,0.30221663775621,-0.0109641593160159,0,0,0,0,0,0,0.0223761402383411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200682848597456,-0.0718045791803658,0,0
X601988.CH.EQUITY,0.144755432475077,0,0.125024684583389,0.152604349698467,0,0,0,0,0.109444122389394,0,0.103367682015647,0,0,-0.260261423952068,0,0,0,0,0,0,0,0,0.0692570182931041,0,0.248730887394347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116517775928671,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0920354077602676,0,0,0,0,0,0.109828878330271,0,0,0,0,0,0,0.311151847131255,0.113426440110471,0,0,0,0,0.0994790478218462,0,4.33680868994202e-19,0,0,0,0,0.0337352353968348,0,0,-0.0262241653972381,0,0,0,0.103257352833138,0.0901851256088611,0,0,0,0,0,0,0,0.0684367663132587,0,0,0.0483649912835073,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0341797448718011,0.0696078875265978,0,0,0,0.140514725680027,0,0,0,-0.146560843069204,0,0,0,0.376510599648902,0,0.25405747203065,0,0.0430238436184689,0,0,0,0.10499857947657,0,0,0,-0.00407062933087594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.212075191283246,0.258021736995775,0,0,0.0292174599586553,0,0,0,0,0,0,0,0,0,0,0.0649338857355376,0,0,0,0.0134983067441091,0,0,0,0,0,0,0.115569067319065,0,0,-0.0162027670590017,0.0530291794668882,0,0,0,0,0,0,0,-0.404841121336059,0,0,0,0,0.133517227355851,0,0,0,0.273544416249968,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504654281282426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0326852796786542,0,0,0,0.457151779662454,0,0,0,0,0,0,0,0,0.228374051012625,0,0.0151045419603555,0,0,0,0,0,0,0,0,0,0,0.0480454481579957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183049246008241,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0342958460366211,0,0,0.045667701025303,0,0,0,0,0,0,0.278747631576272,0,0,0,0,0,0,0,0,0.174320463855854,-0.111266386372977,0,0.126479103986672,0.154545624235699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446183565574495,0,0.159137929595377,0,0,0,0,0,0,0,-0.0367622139142442
X600000.CH.EQUITY,0,0.0336525762426146,0,0,0,0.0673226160473012,0.186180079047487,0,0,0,0,0.340858064948461,0,0,0.0655557668006576,-0.0394039002844011,0,0,0,0,0,0,0,0,0.00795722009544451,0,0,0,0.167374561814605,0,0,-0.0867144912977869,0,0,0,0,0.0167006649670181,0,0,0,0,0,0,0,0,0,0.060246213480619,0,0,0.192619412786648,0
X000002.CH.EQUITY,0,0,0,0,0,-0.218267233427142,0,0,0,0,0,0,0,0,0,0.204937402746635,0,0.0128805864618566,0.149191753092754,0,-0.0916223561283295,0,0,0.0227853741641216,0,0,0,0,0,0.17013186278386,0,0,0,0,0,0,0.271441604739055,0,0,0,0.0464790546914061,0,0.058201925205078,0.0454667362172925,0,0,0,-0.00219582077269675,0,0.0408344308237845,0
