,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.141673996638708,0,0.0599679891933667,0,0,0,0,0,0,0,0.373138556546982,0.133022269056686,0,0,-0.157103603006099,0,0,0,0,0,0,0,0,0,0,0,0,0.0283368253968168,0,0,0,0,0,0,0,0.136544222042978,0,0,0,0,0,0.16355743852225,0,0,0,0.0436096304054403,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0
X601939.CH.EQUITY,0.165860185254281,0,0,0.29480360962208,0,0.138135545903771,0,-0.0570574285047043,-0.0388745169872731,0,0,0,0,0,0.0414702311964123,0,0,0,0,0,-0.013556780464816,0.0855431074488893,0,0,-0.0370205791409488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490280570530468,-0.0710865231503916,0,0,0,0,-0.0222961064115394,0,0,0.0367808965605546,0,0
X601288.CH.EQUITY,0.450220382557002,0,0.173197439269605,0,0.0391780784409201,0.230952958914826,0,0,0,0,0,0,0,0.0421929387138399,-0.112763593277986,0,0,0,0,0,0,0,0,-0.051656422900011,0,0,0,0,0,0,0,0,-0.0453227465739148,0,0.15613624829052,0,0,0,0,0.00343313406228034,0,0,0,0,0,0,0,0,0,0.25660189621207,0
X5.HK.EQUITY,0,-0.0696060512945555,0.127671145592558,0.0736589929868198,0,0.0694012313689894,0,-0.170613751283977,0,0,0,0,0.26813433150031,0,0,0,0,0,0,0.666531548439943,0,0,0,0,0.0830195581121124,0,0,-0.124287762684287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121235065182724,0,0,0,0
X601988.CH.EQUITY,0.205762458332002,0,0.0197196732800914,0.0443464726985503,0,0,0,0,0.0478897905552229,0,0.0545679996365307,0.113900732036841,0,-0.401145128170018,0,0,0,0,0,0,0,0,0.513873092650247,0.0338312623367321,0,0,0,0.0292300332069175,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0538632483076476,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0985801153205854,0,0,6.93889390390723e-18,0,0,0.132104554879771,0,0,0,0,0.0562686318312132,0,0.296005863062521,0.0639492818536764,0,-3.46944695195361e-18,0,0.0743125385226056,0,0,0,0,0,0,0.0521096492719569,0,0,0,0,0,0.120741390111353,0,-0.0700777018128589,0,0,0.178686487633443,0,0,-3.46944695195361e-18,0,0.111223357861004,0,0,0,0,-6.93889390390723e-18,0,0,-1.73472347597681e-18
X1299.HK.EQUITY,0,0,0,0,0,-0.0163581045997621,0.016006962278495,0,0,0,0.213324003458373,0,0,0,-0.151604205826379,0,0,0,0.311777525006551,0.255657881349193,0,0,0,0.0510470279804642,0,0,0,0.119331354023266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314359858893831,0,0.125776166343507,0,0,-0.0231427922524236,0
X601628.CH.EQUITY,0.522657820794933,0.216247909784565,0,0,0,0,0,0,0,0,0.0408494546400043,0,0,0,0,0.0178681345047187,0,0.0351565454780129,0,0,0,0,0,0,0,0,0,0,0,-0.0963536850292415,0,0,0,0,0.11804905279168,0,-0.260677280119316,0,0,0,0,0,0,0,0,-0.122803116105905,0.0784946544562386,0,-0.131875814906682,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00307782949040593,0,0,0,0,0,0,0,0,0,0,0,0,-0.000830326601933627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0335032992031483,0,0,0,0,0,0.492321508489721,0,0,0,0,0,0,0,0,0.220029897776038,0,0,0,0,0.0542284110690218,0.0540590673912915,0,0,0,0,0,0,0.0241508538068072,0,0,0,0,0,0,0,0,0,0.0108481948896567,0,0.0269518221805436,0,0,0,0.14948025143813,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0349651689298886,0,-3.46944695195361e-18,0.0463992264478388,0,0,0,0,0,0,0.273662736337894,0,0,0,0,0,0,0,0,0.170728004800758,0.129308415139627,-0.112636787221118,0.167448285542226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431070669731657,0,0.156646673695892,0,0,0,0,0,0,-0.0444452074616755
X600000.CH.EQUITY,0,0.0442283742089833,0,0,0,0.0519170337452959,0.190745494953481,-0.0311167010585618,0,0,0,0.353583591445282,0,0,0.06290444166889,-0.0781359688459368,0,0,0,0,0,0,0,0,0,0,0,0,0.202794124304476,0,-0.0181263106812764,0,0,0,0,0.0362499738779044,0,0,0,0,0,0,0,0,0,0,0,0.0479573868474102,0.200264705084036,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.115396431610426,0,0,0,0,0,0,0,0,0,0.0266441263073287,0,0,0.314425994119954,0,0.0645469232133025,0,0,0,0,0.00555019337676676,0.0282977909063901,0,0,0.381727714947981,0,0,0,0,0.170648169273436,0,0,0,0,0,0,0.00833831489395911,0,0,0,0.105297831784547,0,0,0.0678960395612223,0,0
X000001.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0.174478863240802,0,0,0,0.101513273270716,0,0,0,0,0.130782127236386,0,0,0,0.239562194331761,0,0.00199025444722257,0,0,0,0,0.120839700211696,0,0,0,0,0,0.0714762388529972,0,0,0,-0.282472888277968,0,0,0.103866068391988,0,0,0,0,9.70084180763118e-05,0,0,0.161365729497079,0,0,0
X601601.CH.EQUITY,-0.0655738786164222,0,0,0,-0.037563161350824,0,0,0,0.498980462771418,0,0.100849958735663,0,0,0,0.24516436276746,0,0,0,0,0,0,0,1.73472347597681e-18,0.065787399145522,0,0,0,0.281948418176373,0,0,0,0,0,0.0168173708940588,0.163669110445414,0.0379876946856055,0,0,0,0.10908969233665,0,0,0,0,0,0,0,0,-0.0405467512096563,0,0
X16.HK.EQUITY,0,0,0,0.290555564034285,0,0,0,0.153608755698348,0,0,0,0,0,0,0,0,0,0,0.0611107110452053,0,0,0,0,0,0.468585419561553,0,0,0.0198641794029842,0,0.0454337116486405,0.0173510287189585,-3.46944695195361e-18,-0.152352548247175,0,0,0,0.223685262099073,0,0,0,0,0,0.106580838932256,0,0,0,0,0,0.0035347031524677,0,0
X688.HK.EQUITY,0,0,0,0.0255964603395895,0,-0.106660139639245,0,0,0.0396302790217784,0,0,0,0,0.103008421624181,0,0,0.0878188192733351,0,0.275964457308531,0,0,0,0,0,0.233572369246618,0,0,0.42461256478483,0,0,0,0,0,0,0,0,-0.229785399035703,0,0,0,0.30750156095987,0.0688908783031045,0,0,0,0,-0.144587418390102,0,-0.14167957462501,0,0
X388.HK.EQUITY,0,-0.066755760027488,0.0704485912324377,0,0,0,0.0265539107442688,0.101534569578241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130571424699351,0,0,0,1.73472347597681e-18,0,0,0,0.185377183997908,0,0,0,0,0,0,-0.376485320448816,0,0,0,0.52224073386352,0,0.0895000265583311,0,0,0.0782873528306745,0,0.140050935141239,0
X11.HK.EQUITY,0,0,0,0,0.191943386030958,0,0,0.134548644013138,0,0,0,0,0,0.000528883389586912,0,0,0,0.0253013814947368,0.0778679933058943,0,-0.0606724022741266,0,0,0,0.532453889863758,0.024921242811768,-0.0686381513969234,0,0,0,0,0,0,0.0745831689309797,0,0,0.0727990163707856,0,0,-0.0714376063687211,-0.0634365242902865,0,0,0,0,0,0,0,0.119740653487809,0,0.178309219917081
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0598234853966391,0,0,0,0,0,0.162205536813625,-0.169401161742158,-0.102195426062988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16380467957509,0,0,0.384544296749406,0,0,0,0,0.139592750468001,0.244837988602052,0,0.0753217222244526,0,0,0,0,0,0.142993136308734,0
X601998.CH.EQUITY,0,0,0,-0.00568584086955315,0,0,-0.106258749022864,0,0,0,0,0,0.27339202441117,0,0,0,0,0,0,0,0,0,0.152031954559909,0,0,0,-0.111378737657353,0,0.117074782713239,0.0269421025545655,0,0.103626491983122,0,0,-0.0847328927088374,0.233068212421597,0,0,0,0,0,0.0723701028400559,0,0.11556727451095,0.0702981794997574,0,0,0,0,0,0.0459503908007582
X600016.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0753478099188678,0.378928132742831,0,0,0,0,0,0,-0.0376813033044438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119604504742387,0,0,0,0,0.120183784994465,0,0.218747560068462,0,0,-6.93889390390723e-18,0,0,0.306891232108287,0.0400146194550344,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0219925059195543,0.16191039010933,0,0,0,0,-0.0420045555439916,0.151263585157174,0,0,0.0237207559925795,0,0.449644705044156,0,0,0,0,0,0,0,0.321725460488545,0,0,0,0,0.11104487643778,0,0,0,0,0,0,-0.0470530933510779,0,0,0,0,0,0,0.110203847069041,0,0,0,-0.0414725572032011
X2388.HK.EQUITY,0,0,0,0,0.17074312882763,0,0,0.180669720543561,0,0,0,0,0,0,0,0,0,0.167402095465567,0,0.34889837012042,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927649816224251,0,0.141829968891401,0.0237063567332453,0,0
X600030.CH.EQUITY,0,0.132573040316147,0,0,0,0,0,0,0,0,0,0,0,0.0317751767687297,0,0,0,0,0,0.0586319207381063,0,0.0366881572429796,0,0,0,0,0,-0.0583933293311761,0,0,9.00281816895751e-05,0,0,0.177913473415487,0,0,0,0.337779920548964,0,0,0.090662005527205,0.0485934729183059,0,0,0,0,0,0,0,0.214985016324298,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0673218038021579,0,0,0,0,0,0,0.145977679547318,0,0,0,0.343888519639264,0,0,0.209079748326502,-0.0422523950752207,0,0,-0.109581756382573,0,0,0.40708099383536,0,0,0,0,0,-0.0805662704399303,0,0,0,0,0,0,0,-0.125035150573015,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.145864750680435,0,0,0,0,0,0,0,0,0.194816654082138,0.0669232708555956,0.180870127597432,0,0,-0.011740792220933,0,0,0,0,0.101227305920517,0,0,0,0,0,0,0.0501796627579153,0,0,0,0,0,0,0,-0.033016678374845,0,0,0,0,0.0596451541627518,0,0,0,-0.139420545060244
X601818.CH.EQUITY,0,-0.0422108254822931,0,0,0,0,0,0,-0.0356297780785274,0,0,0,0.0951746899346337,0,0.197048444328661,0,-0.00191393467884496,0,-0.139364461413893,0,0,0.220917649928781,0,0,0,0,0,0,0,0.156400747512442,0,0,0,0,0,0.168071657755192,0,0,0,0,-0.0414605577645576,0.129054563155102,0,0,0,0,0,0,-0.0290342043053986,0,0
X600048.CH.EQUITY,0,0,0,0,0.251862927836323,0,0,-0.0869983355830361,-0.308540276378549,0,0,0,0,0.466530887280011,-0.0727673838478525,0,0,0,0,0,0,0,0.0572580423371877,0,0,0,0,0,0.121017942755794,0,0,0,0,0,-0.103969321243408,8.67361737988404e-19,0,0,0,0,-0.00135580403385254,0,0,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,-0.0260982166018638,0,0.0699346651396098,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0272981070890075,0,0,0,0,0,0,0,0,0.0618954765234246,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.128783164304009,0,0,-0.170591167187358,0.00366910827499267,0,0.495143658293767,0,0,-0.0370206191984092,0.118942493413316,0,0,0,0
X12.HK.EQUITY,0,0,0,0.181492275039235,0,0,0,0,0,0,0,0,0,-0.0558099343345588,-0.0927497691443595,0,0.724882279162142,0.044182768328786,0,0.0671210043049927,0,0,0,0,0,0,0,0,0,0,0.0129888621466337,0,0,0,-0.0149923974070156,0,0.165346881856674,0,0,0,0,0,0,0,0,0,0,-0.0235074879875793,0,0,-0.110183415365719
X002142.CH.EQUITY,0,0.2289440615845,0,0,0,0,0,0,0,0,0,0,0,0,0.384808499634609,0,0,0,0,0,0,-0.109691356309348,0,0,0,0,0,0,0,0,0.216388325312711,0,0,0,0,-0.14572772215933,0,0,0,0,-0.0184990924794915,0.219913203338846,0,0,0,-1.73472347597681e-18,0,-0.06181010571451,0,0,0
X601688.CH.EQUITY,0,0,0,0,0.00718535453378583,0,0,0,-0.291014160560855,0,0,0,0,0,0,0.0100798946362603,0,0,0,0,0,-0.566795701789602,0,0,0,0.915038333544264,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0759327416329122,0,-6.93889390390723e-18,0.149227416222105,0,0,0,0,0,0,0,-0.0467978997978664,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0736552815406409,0,0,0,0,0,0,-4.33680868994202e-19,-0.036742072845099,0,0,0,0,0,0.214862848590476,0,-0.00776655412139711,0,0,0,0,0,0,-0.0921073052827143,-0.08386794599727,0.262729155970755,0,0,-0.340820407169952,0,0.200034227963485,8.67361737988404e-19,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X001979.CH.EQUITY,0,0,0,0,0,0,-0.116624847141486,0,-0.0858668210490963,0,0,0,0,0.0263959973913642,0,0,0,0,0,0,0.0556068817289056,0.430272152155359,0,0.0282031831173409,0,0,0.12853437352213,0.0189081519045868,0,0,0,0,0,0,0.092064508424261,0,0,0,0,0,0,0,0,0,0,0,0.0279468857455169,0.239197052326357,0,0,-0.066361820177738
